File:  output/analysis/event_study_forest/important_degree_top3/rolling5/exact2/nevertreated/pc_score/norm/pull_request_merged_repo_att_event_study_forest.parquet 
MD5:   fe906488f2c170ab81e545c582235ed2 
Key:   outcome repo_name repo_id 
 
 ================================================================================================= 
 variable_name                       type     N  uniqueN    mean       sd        min        max    
 ------------------------------------------------------------------------------------------------- 
 outcome                           character 489    1                                              
 repo_name                         character 489   489                                             
 repo_id                            numeric  489         11,957.630 6,438.455    101      23,014   
 att                                numeric  489           -1.066     4.584    -47.284     8.231   
 att_group                         character 489    2                                              
 att_doubly_robust                  numeric  488           9.464     81.057    -412.121   820.232  
 att_doubly_robust_group           character 488    3                                              
 event_time-5                       numeric  489           0.286      1.431     -6.661     8.380   
 event_time-4                       numeric  489           0.296      1.423     -6.605     9.263   
 event_time-3                       numeric  489           0.081      1.323     -6.311     8.326   
 event_time-2                       numeric  489           0.269      1.004     -6.499     3.375   
 event_time0                        numeric  489           -0.308     4.508    -47.065     4.822   
 event_time1                        numeric  489           -0.773     4.587    -48.047     8.562   
 event_time2                        numeric  489           -1.031     4.825    -49.040     9.393   
 event_time3                        numeric  489           -1.342     4.809    -47.344     7.570   
 event_time4                        numeric  489           -1.243     4.666    -46.012     7.523   
 event_time5                        numeric  489           -0.942     4.770    -45.977    16.378   
 cohort10event_time.2               numeric  24            44.381    65.002    -43.935    233.080  
 cohort10event_time.3               numeric  24            43.627    63.986    -23.308    165.425  
 cohort10event_time.4               numeric  24            68.139    111.085   -59.524    413.820  
 cohort10event_time.5               numeric  24            47.065    84.962    -96.409    333.269  
 cohort10event_time0                numeric  24            19.159    105.787   -152.962   441.340  
 cohort10event_time1                numeric  24            19.635    125.326   -341.355   429.033  
 cohort10event_time2                numeric  24           -12.875    150.682   -662.092   131.969  
 cohort10event_time3                numeric  24            12.780    158.218   -429.369   562.161  
 cohort10event_time4                numeric  24            29.910    122.797   -215.409   465.692  
 cohort10event_time5                numeric  24            18.146    122.394   -412.378   271.556  
 cohort11event_time.2               numeric  43           -23.176    140.992   -909.385   48.597   
 cohort11event_time.3               numeric  43            13.140    192.735   -218.227  1,181.667 
 cohort11event_time.4               numeric  43            13.835    183.727   -253.224  1,134.634 
 cohort11event_time.5               numeric  43            8.046     109.623   -209.319   611.395  
 cohort11event_time0                numeric  43            86.400    477.679   -71.459   3,118.009 
 cohort11event_time1                numeric  43            18.258    68.287    -73.974    322.683  
 cohort11event_time2                numeric  43            14.349    52.991    -40.092    265.989  
 cohort11event_time3                numeric  43            18.235    59.545    -50.542    347.852  
 cohort11event_time4                numeric  43           210.081   1,253.358  -31.162   8,232.185 
 cohort11event_time5                numeric  43           -123.075   744.162  -4,852.783  339.631  
 cohort12event_time.2               numeric  61            -2.226    28.316    -151.809   69.564   
 cohort12event_time.3               numeric  61            -8.620    42.400    -270.122   59.541   
 cohort12event_time.4               numeric  61            2.229     41.322    -108.926   214.100  
 cohort12event_time.5               numeric  61            0.127     45.280    -109.802   261.480  
 cohort12event_time0                numeric  61            -2.159    44.623    -307.445   85.475   
 cohort12event_time1                numeric  61            -0.395    27.740    -142.060   63.885   
 cohort12event_time2                numeric  61            3.291     37.131    -191.126   148.040  
 cohort12event_time3                numeric  61            12.128    52.781    -59.867    307.865  
 cohort12event_time4                numeric  61            -3.726    45.142    -114.666   219.012  
 cohort12event_time5                numeric  61            -4.296    47.323    -118.036   234.033  
 cohort13event_time.2               numeric  117           2.731     12.869    -38.311    69.204   
 cohort13event_time.3               numeric  117           1.200     13.294    -37.403    92.419   
 cohort13event_time.4               numeric  117           -0.745    10.578    -33.283    32.228   
 cohort13event_time.5               numeric  117           12.650    52.778    -84.353    454.409  
 cohort13event_time0                numeric  117           2.404     19.849    -44.711    138.593  
 cohort13event_time1                numeric  117           4.092     17.479    -26.790    135.615  
 cohort13event_time2                numeric  117           5.132     33.838    -46.703    309.286  
 cohort13event_time3                numeric  117           8.905     62.738    -134.587   449.058  
 cohort13event_time4                numeric  117           10.069    71.360    -138.853   443.357  
 cohort13event_time5                numeric  117           10.417    61.400    -127.316   446.724  
 cohort14event_time.2               numeric  69            8.369     35.254    -62.219    195.867  
 cohort14event_time.3               numeric  69            10.233    42.312    -86.463    191.639  
 cohort14event_time.4               numeric  69            4.638     36.799    -93.831    181.249  
 cohort14event_time.5               numeric  69            -0.714    35.934    -121.526   163.168  
 cohort14event_time0                numeric  69            14.854    43.423    -108.767   220.118  
 cohort14event_time1                numeric  69            13.926    46.271    -117.450   201.502  
 cohort14event_time2                numeric  69           -14.841    44.740    -220.388   84.063   
 cohort14event_time3                numeric  69           -12.394    69.648    -228.102   384.814  
 cohort14event_time4                numeric  69           -11.961    64.270    -225.848   323.848  
 cohort14event_time5                numeric  69            -7.343    52.804    -201.799   167.942  
 cohort15event_time.2               numeric  87            5.023     30.501    -46.176    188.747  
 cohort15event_time.3               numeric  87            4.666     29.035    -33.501    222.686  
 cohort15event_time.4               numeric  87            5.308     24.067    -31.459    105.177  
 cohort15event_time.5               numeric  87            2.625     20.866    -52.275    85.106   
 cohort15event_time0                numeric  87            8.856     36.900    -69.342    246.908  
 cohort15event_time1                numeric  87            0.870     47.632    -105.437   339.479  
 cohort15event_time2                numeric  87            -1.373    36.289    -102.017   157.099  
 cohort15event_time3                numeric  87            -0.566    36.320    -116.399   155.401  
 cohort15event_time4                numeric  87            2.387     52.153    -121.637   329.351  
 cohort15event_time5                numeric  87            23.965    342.798   -564.747  3,119.832 
 cohort16event_time.2               numeric  87            8.478     24.664    -21.742    133.378  
 cohort16event_time.3               numeric  87            4.168     23.155    -44.501    140.379  
 cohort16event_time.4               numeric  87            4.700     22.837    -37.460    142.346  
 cohort16event_time.5               numeric  87            5.589     23.855    -26.298    163.123  
 cohort16event_time0                numeric  87            24.205    100.410   -117.024   652.425  
 cohort16event_time1                numeric  87            23.581    100.538   -109.023   640.484  
 cohort16event_time2                numeric  87            24.418    101.858   -100.362   636.681  
 cohort16event_time3                numeric  87            23.414    101.176   -91.198    637.506  
 cohort16event_time4                numeric  87            24.756    103.551   -84.607    647.220  
 cohort16event_time5                numeric  87            26.210    105.050   -88.282    658.310  
 collaboration_pc_score             numeric  480             0        1.761     -6.390     4.238   
 shared_knowledge_pc_score          numeric  484             0        1.357     -6.727     2.113   
 discussion_quality_pc_score        numeric  489             0        1.600     -9.895     3.312   
 investment_in_new_talent_pc_score  numeric  485             0        1.214     -0.973     3.683   
 problem_solving_routines_pc_score  numeric  489             0        1.485     -1.447     6.126   
 ------------------------------------------------------------------------------------------------- 
