candidate,group,drop_n,n,beta,se,r_squared
glm_pois_trend,control,0,2105,0.8766467457065358,0.02179389396986827,0.43471312293064746
glm_pois_trend,treated,0,705,0.4315716242300037,0.024835642437189682,0.3001736656828389
glm_pois_trend,pooled,0,2810,0.8677644965007532,0.018791747159737845,0.4315380504045492
glm_pois_trend,control,1,2104,0.8482839775567723,0.02069721671988449,0.44406319993135646
glm_pois_trend,treated,1,704,0.4285050331168193,0.021925589249307827,0.3520453398657747
glm_pois_trend,pooled,1,2809,0.8399055034112071,0.01785218550380349,0.4408037149935886
glm_pois_trend,control,3,2102,0.8031100207822403,0.019028788311753194,0.45882066633808816
glm_pois_trend,treated,3,702,0.40046773277006453,0.02089296748404413,0.34387643687759706
glm_pois_trend,pooled,3,2807,0.7955403504442207,0.01642347251075211,0.4553950847354028
glm_pois_trend,control,5,2100,0.7631656566995528,0.018275660754445085,0.4537807247041473
glm_pois_trend,treated,5,700,0.36887162682327296,0.02074475583848128,0.31145188555941516
glm_pois_trend,pooled,5,2805,0.7562608983847368,0.01577470674607912,0.4504518897549439
glm_pois_trend,control,10,2095,0.70731546463106,0.016818700178216902,0.4578848742872983
glm_pois_trend,treated,10,695,0.32114024565956284,0.018673930391713067,0.29880957308286316
glm_pois_trend,pooled,10,2800,0.7013583727994877,0.014524975064010605,0.4544469942807452
