candidate,group,drop_n,n,beta,se,r_squared
cre_proj,control,0,2105,0.4970545266749793,0.014375244606928067,0.3623425213524535
cre_proj,treated,0,705,0.35727137344436766,0.01974738561399337,0.3173820048168361
cre_proj,pooled,0,2810,0.4953810114145298,0.012417032405725406,0.3616828178598547
cre_proj,control,1,2104,0.47862652706058584,0.013726180727188259,0.3663543162582241
cre_proj,treated,1,704,0.35372948824807426,0.017405367666571085,0.3700856819845263
cre_proj,pooled,1,2809,0.4771619638283166,0.011859353179097682,0.36569053370040994
cre_proj,control,3,2102,0.4609849445835972,0.012437449572282598,0.3953538968496195
cre_proj,treated,3,702,0.33781411999904487,0.017484614125606375,0.3474745124292654
cre_proj,pooled,3,2807,0.4597278965057443,0.010754187524743641,0.3944042890524583
cre_proj,control,5,2100,0.43939974476999455,0.011835143475000826,0.39638660857213615
cre_proj,treated,5,700,0.31083231700656244,0.01745959726994553,0.31197061985691477
cre_proj,pooled,5,2805,0.43838972993610825,0.010237037958915634,0.39541408299690706
cre_proj,control,10,2095,0.4073912135581706,0.010979584421456074,0.39667021971079264
cre_proj,treated,10,695,0.26875875841996244,0.015764504888966305,0.295178276106391
cre_proj,pooled,10,2800,0.40674580130422144,0.009502652831964964,0.39561194982072034
