candidate,group,drop_n,n,beta,se,r_squared
glm_nb,control,0,2105,0.8849602162365537,0.02165268906474847,0.4425623010166586
glm_nb,treated,0,705,0.43788086637865786,0.024085492496533394,0.3194927324524969
glm_nb,pooled,0,2810,0.8757327927118734,0.0186644408424722,0.43937422676284754
glm_nb,control,1,2104,0.856101592328619,0.02056921342222066,0.45166813529387795
glm_nb,treated,1,704,0.4349679271830487,0.0211767803149504,0.3750475092334584
glm_nb,pooled,1,2809,0.8474019495670201,0.017736127236811877,0.4484130284882546
glm_nb,control,3,2102,0.8083903298756527,0.018990767468896455,0.4630712359303797
glm_nb,treated,3,702,0.40788353132822275,0.020357495624950032,0.3641393287038789
glm_nb,pooled,3,2807,0.8005613248624306,0.016383480346721505,0.4597284119273394
glm_nb,control,5,2100,0.7680781604566511,0.018249930354827113,0.45766265878965695
glm_nb,treated,5,700,0.37868996781303005,0.020498138124685313,0.3280796983687928
glm_nb,pooled,5,2805,0.7609443045462212,0.015744903050478612,0.45444783245398934
glm_nb,control,10,2095,0.711751588362487,0.016835584852067507,0.46049176886121335
glm_nb,treated,10,695,0.33490865666442926,0.018780099474919962,0.31424406018983864
glm_nb,pooled,10,2800,0.7055978803771339,0.014530952177969108,0.4572326326347429
