candidate,group,drop_n,n,beta,se,r_squared
glm_cnt3,control,0,2105,0.9419962967115032,0.021339671185188328,0.480827264816465
glm_cnt3,treated,0,705,0.4392080276085826,0.025321047476450222,0.29941105159171966
glm_cnt3,pooled,0,2810,0.9319095398205037,0.01841848051668791,0.47681129657156285
glm_cnt3,control,1,2104,0.9125126616990842,0.020222022662078266,0.4919355154225753
glm_cnt3,treated,1,704,0.43589798996771745,0.02236281832866857,0.35084209013189194
glm_cnt3,pooled,1,2809,0.9029405142269921,0.01746134756820239,0.48777896715409885
glm_cnt3,control,3,2102,0.866982645482568,0.018477739557931767,0.5116818082526512
glm_cnt3,treated,3,702,0.4059950878765339,0.021372254750804523,0.33983874317951546
glm_cnt3,pooled,3,2807,0.8582125210644802,0.015969052164622768,0.5072202593417543
glm_cnt3,control,5,2100,0.8247322225633038,0.01783502666920396,0.5046430069809017
glm_cnt3,treated,5,700,0.3736905746912951,0.021017188637192968,0.31142285001906334
glm_cnt3,pooled,5,2805,0.816615118158448,0.015413655925707979,0.5002564516104406
glm_cnt3,control,10,2095,0.7676460394488007,0.01657505068252682,0.5060069365853497
glm_cnt3,treated,10,695,0.3227294313670888,0.018973816603122785,0.29422259842911724
glm_cnt3,pooled,10,2800,0.7603667430464112,0.01433136229561167,0.50142090890483
