candidate,group,drop_n,n,beta,se,r_squared
glm_mixed2,control,0,2105,0.7787776891488096,0.022626240878552834,0.360230237424621
glm_mixed2,treated,0,705,0.4239203257007385,0.02409578764881381,0.3053898955854203
glm_mixed2,pooled,0,2810,0.7716667532509468,0.019482583201326942,0.3583529385026931
glm_mixed2,control,1,2104,0.7578315351474645,0.021398489651369885,0.3735917627096562
glm_mixed2,treated,1,704,0.42079276417747796,0.02125452062944602,0.35796325942141516
glm_mixed2,pooled,1,2809,0.7511159073352167,0.018432183504541635,0.3716127518433835
glm_mixed2,control,3,2102,0.7208614909526436,0.019601769523405397,0.3916184132347955
glm_mixed2,treated,3,702,0.3917408213208238,0.020491733142698764,0.3426853662201105
glm_mixed2,pooled,3,2807,0.7148395280749146,0.016894877022361095,0.38949867971197005
glm_mixed2,control,5,2100,0.6891199245824,0.018558580107687146,0.3964568955436141
glm_mixed2,treated,5,700,0.36065679578175813,0.020413761322662052,0.308697506785405
glm_mixed2,pooled,5,2805,0.6836839149215821,0.01600097277681045,0.3943389016873986
glm_mixed2,control,10,2095,0.6393223210931738,0.016922883269540164,0.4053197995860075
glm_mixed2,treated,10,695,0.3159207135201486,0.018623668478800974,0.2931040225985968
glm_mixed2,pooled,10,2800,0.6347910378473204,0.014599902348372652,0.4031263461660387
