candidate,group,drop_n,n,beta,se,r_squared
glm_flatpost,control,0,2105,0.9845790422416854,0.024210040095742326,0.4401133451098522
glm_flatpost,treated,0,705,0.5027850918366933,0.02820458892743406,0.3110056290092149
glm_flatpost,pooled,0,2810,0.9754252347843596,0.020880797606796918,0.43720906631957746
glm_flatpost,control,1,2104,0.9542482858695063,0.02294141648064784,0.45136424504787986
glm_flatpost,treated,1,704,0.4989539453456,0.024855291463518676,0.36436448076134753
glm_flatpost,pooled,1,2809,0.9456129550590415,0.01979409797808145,0.4483526998300308
glm_flatpost,control,3,2102,0.9030170584430395,0.021118592120651175,0.4653074835708736
glm_flatpost,treated,3,702,0.4669326237505252,0.023863094537001757,0.35324535076724173
glm_flatpost,pooled,3,2807,0.895249323915574,0.01823235421341136,0.4621460239531068
glm_flatpost,control,5,2100,0.8610789462929072,0.020166255628017705,0.4648417867498882
glm_flatpost,treated,5,700,0.4314808977203171,0.023818927275933082,0.3194793953820262
glm_flatpost,pooled,5,2805,0.853993435039133,0.017413936222301356,0.46170095060917893
glm_flatpost,control,10,2095,0.7974513846734126,0.018717593066590543,0.464331336609624
glm_flatpost,treated,10,695,0.3754875202076573,0.02167546888325654,0.30187528370527406
glm_flatpost,pooled,10,2800,0.7913544579316305,0.01616939618349245,0.461136998941842
