candidate,group,drop_n,n,beta,se,r_squared
decay_last,control,0,2105,1.0676894663531495,0.025685107784579126,0.45092998946204266
decay_last,treated,0,705,0.6203424138372298,0.03560297994452306,0.3013044617192213
decay_last,pooled,0,2810,1.0614492696234952,0.022196081925485726,0.44877178640197124
decay_last,control,1,2104,1.0368088333963819,0.024269502622285284,0.46462034105386985
decay_last,treated,1,704,0.6157596237099695,0.03142958633243243,0.3531679539731567
decay_last,pooled,1,2809,1.0309645790432507,0.020982163945657065,0.462303420658257
decay_last,control,3,2102,0.9772867122967539,0.022476200275966345,0.4736438201194546
decay_last,treated,3,702,0.5770950922431521,0.029800532583034445,0.3485210848177709
decay_last,pooled,3,2807,0.9721872445012905,0.019443083062868672,0.47118168192924925
decay_last,control,5,2100,0.9280162725854233,0.02185627464921739,0.4620496582659537
decay_last,treated,5,700,0.5333485272545374,0.03013346224305293,0.30947538985478174
decay_last,pooled,5,2805,0.9234683778831188,0.018907702698983946,0.45967082249861113
decay_last,control,10,2095,0.8608845216949192,0.020449796795973713,0.45838237831414186
decay_last,treated,10,695,0.46099837438568625,0.028483112104272457,0.27402313020903735
decay_last,pooled,10,2800,0.8571258647491115,0.017699499666112197,0.45588483947746317
