candidate,group,drop_n,n,beta,se,r_squared
glm_eqw_lags,control,0,2105,0.7617130949223803,0.020994892933998897,0.3848496277223654
glm_eqw_lags,treated,0,705,0.42586646835979225,0.02561525190432725,0.281931147860931
glm_eqw_lags,pooled,0,2810,0.7561802850607509,0.01811292987534331,0.3828955005878961
glm_eqw_lags,control,1,2104,0.7350368432678639,0.02000665778487762,0.39092893972546316
glm_eqw_lags,treated,1,704,0.42258817442695185,0.02269718267170317,0.3302527219478768
glm_eqw_lags,pooled,1,2809,0.7299048052921282,0.017265063464900275,0.3889401257568088
glm_eqw_lags,control,3,2102,0.7016300174990626,0.01824733665832764,0.4130442951041128
glm_eqw_lags,treated,3,702,0.3956163780644837,0.02229100433134434,0.31002887815187763
glm_eqw_lags,pooled,3,2807,0.6970182513200163,0.01575874358358935,0.4107942923842688
glm_eqw_lags,control,5,2100,0.6718238292691356,0.01726050238607045,0.41919822776382487
glm_eqw_lags,treated,5,700,0.364676805607,0.02173867597444658,0.28703796110222224
glm_eqw_lags,pooled,5,2805,0.6676631899601051,0.014912799745146059,0.41686061187122714
glm_eqw_lags,control,10,2095,0.6240870738708049,0.0158938799538437,0.42406212228302753
glm_eqw_lags,treated,10,695,0.31513709764493514,0.019445167755401345,0.2745510272838877
glm_eqw_lags,pooled,10,2800,0.6206006822575145,0.013740776834733381,0.421558847852633
