label,sample,outcome,normalize,event_time,p2.5,p50,p97.5,actual
glm_mixed2_ctrliso,exact1,pull_request_opened,TRUE,-5,0.1405264152259728,0.2507346841630463,0.4167388226675402,0.12419445481089417
glm_mixed2_ctrliso,exact1,pull_request_opened,TRUE,-4,0.039066783850181884,0.1370334491150439,0.25723714648856505,0.03873932538808475
glm_mixed2_ctrliso,exact1,pull_request_opened,TRUE,-3,0.07166802941241826,0.14596586565488467,0.24958553191216437,0.0898628379862093
glm_mixed2_ctrliso,exact1,pull_request_opened,TRUE,-2,0.1019788335787524,0.1624760191138636,0.23961886690147569,0.18455739406043362
glm_mixed2_ctrliso,exact1,pull_request_opened,TRUE,-1,0,0,0,0
glm_mixed2_ctrliso,exact1,pull_request_opened,TRUE,0,-0.21609546531467505,-0.11451548679001411,-0.03943777494313422,-0.04863154387457416
glm_mixed2_ctrliso,exact1,pull_request_opened,TRUE,1,-0.7324048987585988,-0.6114100864517147,-0.5113854628963899,-0.5047275770108501
glm_mixed2_ctrliso,exact1,pull_request_opened,TRUE,2,-0.893062639952639,-0.731028475188309,-0.5986888637083914,-0.5656948446437997
glm_mixed2_ctrliso,exact1,pull_request_opened,TRUE,3,-0.9870389743011463,-0.8002345691212396,-0.6280627003433932,-0.583876732974844
glm_mixed2_ctrliso,exact1,pull_request_opened,TRUE,4,-1.0804202044044864,-0.8338819218701505,-0.6032611498035447,-0.5620099169933098
glm_mixed2_ctrliso,exact1,pull_request_opened,TRUE,5,-1.4245807857796744,-1.138671526498443,-0.7741536906184334,-0.6900974596439363
glm_mixed2_ctrliso,exact1,pull_request_reviewed,TRUE,-5,-0.0701030728950427,0.14179971285329324,0.40222917165750127,-0.11079755250686008
glm_mixed2_ctrliso,exact1,pull_request_reviewed,TRUE,-4,-0.19488585285082854,0.10173147514785945,0.3247434673573595,-0.14041821818607333
glm_mixed2_ctrliso,exact1,pull_request_reviewed,TRUE,-3,-0.1556314753234763,0.0722083281839171,0.3047169600693107,-0.005971906751003196
glm_mixed2_ctrliso,exact1,pull_request_reviewed,TRUE,-2,-0.19991109958869457,0.031911036457429584,0.2742260219899455,0.015462113378540903
glm_mixed2_ctrliso,exact1,pull_request_reviewed,TRUE,-1,0,0,0,0
glm_mixed2_ctrliso,exact1,pull_request_reviewed,TRUE,0,-0.10116201597566679,0.10750060175053339,0.41479339140858484,0.005595371472691554
glm_mixed2_ctrliso,exact1,pull_request_reviewed,TRUE,1,-0.961085302676838,-0.6840671057736908,-0.366173669531063,-0.5053113909146367
glm_mixed2_ctrliso,exact1,pull_request_reviewed,TRUE,2,-1.0596067647064846,-0.7705101114511029,-0.5254190843796336,-0.5466947981718286
glm_mixed2_ctrliso,exact1,pull_request_reviewed,TRUE,3,-1.1508159983947683,-0.8325176616430245,-0.46157592855319063,-0.5109849838953748
glm_mixed2_ctrliso,exact1,pull_request_reviewed,TRUE,4,-1.0434522364585266,-0.6860505973096898,-0.2542155196576022,-0.5068133455498472
glm_mixed2_ctrliso,exact1,pull_request_reviewed,TRUE,5,-1.0506511741044484,-0.5734222457051708,-0.076603250571083345,-0.6694857974165168
glm_mixed2_ctrliso,exact1,pull_request_merged_direct,TRUE,-5,-0.16389454542163,0.07349057606111417,0.392896091405486,0.25389977477962344
glm_mixed2_ctrliso,exact1,pull_request_merged_direct,TRUE,-4,-0.16964260603923667,0.06707420881761111,0.3209699917290848,0.29801955068160435
glm_mixed2_ctrliso,exact1,pull_request_merged_direct,TRUE,-3,-0.20852549088920452,0.062431915237668605,0.28274371838335444,0.15333041890458926
glm_mixed2_ctrliso,exact1,pull_request_merged_direct,TRUE,-2,-0.3006875973947844,-8.431804604242575e-4,0.25844399385998007,0.29984162329512987
glm_mixed2_ctrliso,exact1,pull_request_merged_direct,TRUE,-1,0,0,0,0
glm_mixed2_ctrliso,exact1,pull_request_merged_direct,TRUE,0,-0.14928781520384063,0.09808139919628028,0.4159831709205858,0.029032444094638885
glm_mixed2_ctrliso,exact1,pull_request_merged_direct,TRUE,1,-0.915941152557984,-0.6790992295464429,-0.25460391676951893,-0.17490797792095003
glm_mixed2_ctrliso,exact1,pull_request_merged_direct,TRUE,2,-1.0325904801507169,-0.7179257597419182,-0.4379402250924186,-0.3378567814525527
glm_mixed2_ctrliso,exact1,pull_request_merged_direct,TRUE,3,-0.987860604817474,-0.7044877953175863,-0.3788132801603192,-0.31463165057621234
glm_mixed2_ctrliso,exact1,pull_request_merged_direct,TRUE,4,-0.9915590226940407,-0.603116644203165,-0.13901987537222155,-0.2962896800526674
glm_mixed2_ctrliso,exact1,pull_request_merged_direct,TRUE,5,-1.010117260849851,-0.5322899078186665,-0.20897010980291444,-0.2889754842780247
glm_mixed2_ctrliso,exact1,pull_request_merged_after_review,TRUE,-5,-0.10940047571122591,0.11978768051707805,0.3048864566881605,-0.00929158538824065
