candidate,group,drop_n,n,beta,se,r_squared
glm_size3,control,0,2105,0.8380779969703174,0.019889931315793915,0.4576515733993318
glm_size3,treated,0,705,0.446216361634394,0.02588720279254251,0.2967822364760696
glm_size3,pooled,0,2810,0.8317742110737032,0.017179056638933533,0.45491186749896906
glm_size3,control,1,2104,0.8104473135796069,0.01890340726195012,0.4663927787298926
glm_size3,treated,1,704,0.44335733320985377,0.0228596957787713,0.3485644176482404
glm_size3,pooled,1,2809,0.8045376569394854,0.016332798352068568,0.4635540728459957
glm_size3,control,3,2102,0.7646660869597804,0.017479151750934938,0.47668993883018795
glm_size3,treated,3,702,0.41321165009563854,0.021846594645460793,0.3378974201663051
glm_size3,pooled,3,2807,0.7594094769630952,0.0151111037062745,0.47370113174539774
glm_size3,control,5,2100,0.7291629411991766,0.016855817806904563,0.47132808596766196
glm_size3,treated,5,700,0.3790531431416182,0.021683436941238473,0.3041961013823231
glm_size3,pooled,5,2805,0.7243550318068135,0.014574141134970913,0.4683582017792166
glm_size3,control,10,2095,0.6769005501618851,0.015710864795186935,0.469914473044703
glm_size3,treated,10,695,0.32902399722810904,0.01982352643161239,0.2841538492520779
glm_size3,pooled,10,2800,0.6727717013162855,0.01359067342715875,0.46680565786073425
