repo_name,quasi_event_time,is_treated,pull_request_opened
abseil/abseil-py,-2,FALSE,6
abseil/abseil-py,-1,FALSE,1
abseil/abseil-py,0,FALSE,5
abseil/abseil-py,1,FALSE,5
abseil/abseil-py,2,FALSE,8
abseil/abseil-py,3,FALSE,11
abseil/abseil-py,4,FALSE,0
abseil/abseil-py,5,FALSE,0
abseil/abseil-py,6,FALSE,0
abseil/abseil-py,7,FALSE,0
adamalton/django-csp-reports,-14,FALSE,4
adamalton/django-csp-reports,-13,FALSE,2
adamalton/django-csp-reports,-12,FALSE,1
adamalton/django-csp-reports,-11,FALSE,1
adamalton/django-csp-reports,-10,FALSE,1
adamalton/django-csp-reports,-9,FALSE,8
adamalton/django-csp-reports,-8,FALSE,5
adamalton/django-csp-reports,-7,FALSE,0
adamalton/django-csp-reports,-6,FALSE,1
adamalton/django-csp-reports,-5,FALSE,1
adamalton/django-csp-reports,-4,FALSE,2
adamalton/django-csp-reports,-3,FALSE,0
adamalton/django-csp-reports,-2,FALSE,2
adamalton/django-csp-reports,-1,FALSE,0
adamalton/django-csp-reports,0,FALSE,4
adamalton/django-csp-reports,1,FALSE,0
adamalton/django-csp-reports,2,FALSE,0
adamalton/django-csp-reports,3,FALSE,1
adamalton/django-csp-reports,4,FALSE,0
adamalton/django-csp-reports,5,FALSE,3
adamalton/django-csp-reports,6,FALSE,0
adamchainz/django-mysql,-12,FALSE,63
adamchainz/django-mysql,-11,FALSE,42
adamchainz/django-mysql,-10,FALSE,70
adamchainz/django-mysql,-9,FALSE,24
adamchainz/django-mysql,-8,FALSE,20
adamchainz/django-mysql,-7,FALSE,37
adamchainz/django-mysql,-6,FALSE,45
adamchainz/django-mysql,-5,FALSE,22
adamchainz/django-mysql,-4,FALSE,34
adamchainz/django-mysql,-3,FALSE,30
adamchainz/django-mysql,-2,FALSE,60
adamchainz/django-mysql,-1,FALSE,53
adamchainz/django-mysql,0,FALSE,27
adamchainz/django-mysql,1,FALSE,57
adamchainz/django-mysql,2,FALSE,37
adamchainz/django-mysql,3,FALSE,35
adamchainz/django-mysql,4,FALSE,22
adamchainz/django-mysql,5,FALSE,11
adamchainz/django-mysql,6,FALSE,15
adamchainz/django-mysql,7,FALSE,16
adamchainz/django-mysql,8,FALSE,16
addisonlynch/iexfinance,-6,FALSE,4
addisonlynch/iexfinance,-5,FALSE,21
addisonlynch/iexfinance,-4,FALSE,11
addisonlynch/iexfinance,-3,FALSE,29
addisonlynch/iexfinance,-2,FALSE,13
addisonlynch/iexfinance,-1,FALSE,4
addisonlynch/iexfinance,0,FALSE,14
addisonlynch/iexfinance,1,FALSE,1
addisonlynch/iexfinance,2,FALSE,0
addisonlynch/iexfinance,3,FALSE,2
addisonlynch/iexfinance,4,FALSE,0
addisonlynch/iexfinance,5,FALSE,0
addisonlynch/iexfinance,6,FALSE,0
addisonlynch/iexfinance,7,FALSE,0
addisonlynch/iexfinance,8,FALSE,0
addisonlynch/iexfinance,9,FALSE,0
afonasev/flake8-return,-7,TRUE,0
afonasev/flake8-return,-6,TRUE,1
afonasev/flake8-return,-5,TRUE,0
afonasev/flake8-return,-4,TRUE,2
afonasev/flake8-return,-3,TRUE,3
afonasev/flake8-return,-2,TRUE,2
afonasev/flake8-return,-1,TRUE,0
afonasev/flake8-return,0,TRUE,8
afonasev/flake8-return,1,TRUE,0
afonasev/flake8-return,2,TRUE,1
afonasev/flake8-return,3,TRUE,1
afonasev/flake8-return,4,TRUE,0
afonasev/flake8-return,5,TRUE,0
agronholm/sqlacodegen,-9,FALSE,6
agronholm/sqlacodegen,-8,FALSE,1
agronholm/sqlacodegen,-7,FALSE,1
agronholm/sqlacodegen,-6,FALSE,6
agronholm/sqlacodegen,-5,FALSE,2
agronholm/sqlacodegen,-4,FALSE,4
agronholm/sqlacodegen,-3,FALSE,4
agronholm/sqlacodegen,-2,FALSE,3
agronholm/sqlacodegen,-1,FALSE,5
agronholm/sqlacodegen,0,FALSE,2
agronholm/sqlacodegen,1,FALSE,13
agronholm/sqlacodegen,2,FALSE,2
agronholm/sqlacodegen,3,FALSE,3
agronholm/sqlacodegen,4,FALSE,8
agronholm/sqlacodegen,5,FALSE,3
agronholm/sqlacodegen,6,FALSE,6
agronholm/sqlacodegen,7,FALSE,12
ahopkins/sanic-jwt,-7,FALSE,8
ahopkins/sanic-jwt,-6,FALSE,27
ahopkins/sanic-jwt,-5,FALSE,10
ahopkins/sanic-jwt,-4,FALSE,13
ahopkins/sanic-jwt,-3,FALSE,2
ahopkins/sanic-jwt,-2,FALSE,6
ahopkins/sanic-jwt,-1,FALSE,2
ahopkins/sanic-jwt,0,FALSE,3
ahopkins/sanic-jwt,1,FALSE,1
ahopkins/sanic-jwt,2,FALSE,2
ahopkins/sanic-jwt,3,FALSE,3
ahopkins/sanic-jwt,4,FALSE,0
ahopkins/sanic-jwt,5,FALSE,0
ahopkins/sanic-jwt,6,FALSE,2
ahopkins/sanic-jwt,7,FALSE,0
ahopkins/sanic-jwt,8,FALSE,0
aiguofer/gspread-pandas,-12,FALSE,0
aiguofer/gspread-pandas,-11,FALSE,0
aiguofer/gspread-pandas,-10,FALSE,0
aiguofer/gspread-pandas,-9,FALSE,3
aiguofer/gspread-pandas,-8,FALSE,0
aiguofer/gspread-pandas,-7,FALSE,1
aiguofer/gspread-pandas,-6,FALSE,3
aiguofer/gspread-pandas,-5,FALSE,2
aiguofer/gspread-pandas,-4,FALSE,1
aiguofer/gspread-pandas,-3,FALSE,3
aiguofer/gspread-pandas,-2,FALSE,1
aiguofer/gspread-pandas,-1,FALSE,2
aiguofer/gspread-pandas,0,FALSE,1
aiguofer/gspread-pandas,1,FALSE,0
aiguofer/gspread-pandas,2,FALSE,0
aiguofer/gspread-pandas,3,FALSE,1
aiguofer/gspread-pandas,4,FALSE,0
aiguofer/gspread-pandas,5,FALSE,1
aio-libs/aioftp,-12,FALSE,12
aio-libs/aioftp,-11,FALSE,4
aio-libs/aioftp,-10,FALSE,0
aio-libs/aioftp,-9,FALSE,6
aio-libs/aioftp,-8,FALSE,3
aio-libs/aioftp,-7,FALSE,3
aio-libs/aioftp,-6,FALSE,5
aio-libs/aioftp,-5,FALSE,3
aio-libs/aioftp,-4,FALSE,3
aio-libs/aioftp,-3,FALSE,5
aio-libs/aioftp,-2,FALSE,8
aio-libs/aioftp,-1,FALSE,1
aio-libs/aioftp,0,FALSE,0
aio-libs/aioftp,1,FALSE,2
aio-libs/aioftp,2,FALSE,0
aio-libs/aioftp,3,FALSE,1
aio-libs/aioftp,4,FALSE,2
aio-libs/aioftp,5,FALSE,3
aio-libs/aioftp,6,FALSE,0
aio-libs/aioftp,7,FALSE,7
aio-libs/sockjs,-11,TRUE,0
aio-libs/sockjs,-10,TRUE,6
aio-libs/sockjs,-9,TRUE,1
aio-libs/sockjs,-8,TRUE,4
aio-libs/sockjs,-7,TRUE,5
aio-libs/sockjs,-6,TRUE,4
aio-libs/sockjs,-5,TRUE,10
aio-libs/sockjs,-4,TRUE,2
aio-libs/sockjs,-3,TRUE,1
aio-libs/sockjs,-2,TRUE,1
aio-libs/sockjs,-1,TRUE,2
aio-libs/sockjs,0,TRUE,9
aio-libs/sockjs,1,TRUE,1
aio-libs/sockjs,2,TRUE,0
aio-libs/sockjs,3,TRUE,2
aio-libs/sockjs,4,TRUE,0
aio-libs/sockjs,5,TRUE,1
aio-libs/sockjs,6,TRUE,0
aio-libs/sockjs,7,TRUE,0
aio-libs/sockjs,8,TRUE,0
aio-libs/sockjs,9,TRUE,0
aiortc/aiortc,-8,FALSE,0
aiortc/aiortc,-7,FALSE,10
aiortc/aiortc,-6,FALSE,8
aiortc/aiortc,-5,FALSE,47
aiortc/aiortc,-4,FALSE,11
aiortc/aiortc,-3,FALSE,22
aiortc/aiortc,-2,FALSE,12
aiortc/aiortc,-1,FALSE,35
aiortc/aiortc,0,FALSE,8
aiortc/aiortc,1,FALSE,19
aiortc/aiortc,2,FALSE,15
aiortc/aiortc,3,FALSE,26
aiortc/aiortc,4,FALSE,7
aiortc/aiortc,5,FALSE,56
aiortc/pylibsrtp,-7,FALSE,0
aiortc/pylibsrtp,-6,FALSE,0
aiortc/pylibsrtp,-5,FALSE,0
aiortc/pylibsrtp,-4,FALSE,6
aiortc/pylibsrtp,-3,FALSE,1
aiortc/pylibsrtp,-2,FALSE,2
aiortc/pylibsrtp,-1,FALSE,2
aiortc/pylibsrtp,0,FALSE,1
aiortc/pylibsrtp,1,FALSE,1
aiortc/pylibsrtp,2,FALSE,3
aiortc/pylibsrtp,3,FALSE,5
aiortc/pylibsrtp,4,FALSE,4
aiortc/pylibsrtp,5,FALSE,0
aiortc/pylibsrtp,6,FALSE,14
aiven/aiven-client,-9,FALSE,10
aiven/aiven-client,-8,FALSE,7
aiven/aiven-client,-7,FALSE,9
aiven/aiven-client,-6,FALSE,11
aiven/aiven-client,-5,FALSE,16
aiven/aiven-client,-4,FALSE,10
aiven/aiven-client,-3,FALSE,25
aiven/aiven-client,-2,FALSE,17
aiven/aiven-client,-1,FALSE,10
aiven/aiven-client,0,FALSE,29
aiven/aiven-client,1,FALSE,34
aiven/aiven-client,2,FALSE,25
aiven/aiven-client,3,FALSE,34
aiven/aiven-client,4,FALSE,16
aiven/aiven-client,5,FALSE,24
aiven/aiven-client,6,FALSE,27
aiven/aiven-client,7,FALSE,7
aiven/aiven-client,8,FALSE,7
aiven/aiven-client,9,FALSE,17
alanhamlett/pip-update-requirements,-12,FALSE,1
alanhamlett/pip-update-requirements,-11,FALSE,0
alanhamlett/pip-update-requirements,-10,FALSE,0
alanhamlett/pip-update-requirements,-9,FALSE,0
alanhamlett/pip-update-requirements,-8,FALSE,0
alanhamlett/pip-update-requirements,-7,FALSE,0
alanhamlett/pip-update-requirements,-6,FALSE,0
alanhamlett/pip-update-requirements,-5,FALSE,1
alanhamlett/pip-update-requirements,-4,FALSE,0
alanhamlett/pip-update-requirements,-3,FALSE,0
alanhamlett/pip-update-requirements,-2,FALSE,2
alanhamlett/pip-update-requirements,-1,FALSE,1
alanhamlett/pip-update-requirements,0,FALSE,1
alanhamlett/pip-update-requirements,1,FALSE,0
alanhamlett/pip-update-requirements,2,FALSE,1
alanhamlett/pip-update-requirements,3,FALSE,2
alanhamlett/pip-update-requirements,4,FALSE,0
alanhamlett/pip-update-requirements,5,FALSE,1
alanhamlett/pip-update-requirements,6,FALSE,0
alecthomas/voluptuous,-12,TRUE,7
alecthomas/voluptuous,-11,TRUE,9
alecthomas/voluptuous,-10,TRUE,24
alecthomas/voluptuous,-9,TRUE,33
alecthomas/voluptuous,-8,TRUE,17
alecthomas/voluptuous,-7,TRUE,9
alecthomas/voluptuous,-6,TRUE,14
alecthomas/voluptuous,-5,TRUE,11
alecthomas/voluptuous,-4,TRUE,6
alecthomas/voluptuous,-3,TRUE,5
alecthomas/voluptuous,-2,TRUE,3
alecthomas/voluptuous,-1,TRUE,14
alecthomas/voluptuous,0,TRUE,2
alecthomas/voluptuous,1,TRUE,2
alecthomas/voluptuous,2,TRUE,16
alecthomas/voluptuous,3,TRUE,2
alecthomas/voluptuous,4,TRUE,7
alecthomas/voluptuous,5,TRUE,12
alecthomas/voluptuous,6,TRUE,15
alecthomas/voluptuous,7,TRUE,2
alecthomas/voluptuous,8,TRUE,1
alerta/alerta,-15,FALSE,18
alerta/alerta,-14,FALSE,25
alerta/alerta,-13,FALSE,59
alerta/alerta,-12,FALSE,55
alerta/alerta,-11,FALSE,22
alerta/alerta,-10,FALSE,57
alerta/alerta,-9,FALSE,67
alerta/alerta,-8,FALSE,144
alerta/alerta,-7,FALSE,143
alerta/alerta,-6,FALSE,47
alerta/alerta,-5,FALSE,76
alerta/alerta,-4,FALSE,58
alerta/alerta,-3,FALSE,34
alerta/alerta,-2,FALSE,26
alerta/alerta,-1,FALSE,11
alerta/alerta,0,FALSE,9
alerta/alerta,1,FALSE,20
alerta/alerta,2,FALSE,12
alerta/alerta,3,FALSE,3
alerta/alerta,4,FALSE,3
alerta/alerta,5,FALSE,1
alessandromaggio/pythonping,-5,FALSE,3
alessandromaggio/pythonping,-4,FALSE,0
alessandromaggio/pythonping,-3,FALSE,6
alessandromaggio/pythonping,-2,FALSE,4
alessandromaggio/pythonping,-1,FALSE,1
alessandromaggio/pythonping,0,FALSE,17
alessandromaggio/pythonping,1,FALSE,7
alessandromaggio/pythonping,2,FALSE,0
alessandromaggio/pythonping,3,FALSE,2
alessandromaggio/pythonping,4,FALSE,9
alessandromaggio/pythonping,5,FALSE,3
alessandromaggio/pythonping,6,FALSE,3
alessandromaggio/pythonping,7,FALSE,1
alessandromaggio/pythonping,8,FALSE,2
alessandromaggio/pythonping,9,FALSE,0
alisaifee/flask-limiter,-10,TRUE,5
alisaifee/flask-limiter,-9,TRUE,7
alisaifee/flask-limiter,-8,TRUE,6
alisaifee/flask-limiter,-7,TRUE,1
alisaifee/flask-limiter,-6,TRUE,2
alisaifee/flask-limiter,-5,TRUE,5
alisaifee/flask-limiter,-4,TRUE,3
alisaifee/flask-limiter,-3,TRUE,4
alisaifee/flask-limiter,-2,TRUE,1
alisaifee/flask-limiter,-1,TRUE,3
alisaifee/flask-limiter,0,TRUE,10
alisaifee/flask-limiter,1,TRUE,3
alisaifee/flask-limiter,2,TRUE,0
alisaifee/flask-limiter,3,TRUE,4
alisaifee/flask-limiter,4,TRUE,4
alisaifee/flask-limiter,5,TRUE,8
alisaifee/flask-limiter,6,TRUE,3
alisaifee/flask-limiter,7,TRUE,2
alisaifee/flask-limiter,8,TRUE,3
alisaifee/flask-limiter,9,TRUE,1
alisaifee/flask-limiter,10,TRUE,2
alpacahq/alpaca-backtrader-api,-5,TRUE,5
alpacahq/alpaca-backtrader-api,-4,TRUE,3
alpacahq/alpaca-backtrader-api,-3,TRUE,4
alpacahq/alpaca-backtrader-api,-2,TRUE,24
alpacahq/alpaca-backtrader-api,-1,TRUE,12
alpacahq/alpaca-backtrader-api,0,TRUE,3
alpacahq/alpaca-backtrader-api,1,TRUE,4
alpacahq/alpaca-backtrader-api,2,TRUE,5
alpacahq/alpaca-backtrader-api,3,TRUE,1
alpacahq/alpaca-backtrader-api,4,TRUE,0
alpacahq/alpaca-backtrader-api,5,TRUE,0
alpacahq/alpaca-backtrader-api,6,TRUE,1
alpacahq/alpaca-backtrader-api,7,TRUE,1
alpacahq/alpaca-backtrader-api,8,TRUE,0
alpha-xone/xbbg,-8,FALSE,0
alpha-xone/xbbg,-7,FALSE,2
alpha-xone/xbbg,-6,FALSE,1
alpha-xone/xbbg,-5,FALSE,0
alpha-xone/xbbg,-4,FALSE,0
alpha-xone/xbbg,-3,FALSE,2
alpha-xone/xbbg,-2,FALSE,3
alpha-xone/xbbg,-1,FALSE,1
alpha-xone/xbbg,0,FALSE,1
alpha-xone/xbbg,1,FALSE,0
alpha-xone/xbbg,2,FALSE,0
alpha-xone/xbbg,3,FALSE,2
alpha-xone/xbbg,4,FALSE,1
alpha-xone/xbbg,5,FALSE,0
alteryx/featuretools-tsfresh-primitives,-7,TRUE,6
alteryx/featuretools-tsfresh-primitives,-6,TRUE,15
alteryx/featuretools-tsfresh-primitives,-5,TRUE,18
alteryx/featuretools-tsfresh-primitives,-4,TRUE,3
alteryx/featuretools-tsfresh-primitives,-3,TRUE,4
alteryx/featuretools-tsfresh-primitives,-2,TRUE,5
alteryx/featuretools-tsfresh-primitives,-1,TRUE,6
alteryx/featuretools-tsfresh-primitives,0,TRUE,3
alteryx/featuretools-tsfresh-primitives,1,TRUE,0
alteryx/featuretools-tsfresh-primitives,2,TRUE,0
alteryx/featuretools-tsfresh-primitives,3,TRUE,0
alteryx/featuretools-tsfresh-primitives,4,TRUE,0
alteryx/featuretools-tsfresh-primitives,5,TRUE,0
althonos/instalooter,-8,FALSE,4
althonos/instalooter,-7,FALSE,7
althonos/instalooter,-6,FALSE,9
althonos/instalooter,-5,FALSE,11
althonos/instalooter,-4,FALSE,4
althonos/instalooter,-3,FALSE,3
althonos/instalooter,-2,FALSE,7
althonos/instalooter,-1,FALSE,1
althonos/instalooter,0,FALSE,2
althonos/instalooter,1,FALSE,0
althonos/instalooter,2,FALSE,2
althonos/instalooter,3,FALSE,1
althonos/instalooter,4,FALSE,0
althonos/instalooter,5,FALSE,0
althonos/instalooter,6,FALSE,0
althonos/instalooter,7,FALSE,0
althonos/instalooter,8,FALSE,0
althonos/instalooter,9,FALSE,0
alvarobartt/investpy,-7,FALSE,3
alvarobartt/investpy,-6,FALSE,0
alvarobartt/investpy,-5,FALSE,7
alvarobartt/investpy,-4,FALSE,6
alvarobartt/investpy,-3,FALSE,12
alvarobartt/investpy,-2,FALSE,19
alvarobartt/investpy,-1,FALSE,5
alvarobartt/investpy,0,FALSE,12
alvarobartt/investpy,1,FALSE,2
alvarobartt/investpy,2,FALSE,0
alvarobartt/investpy,3,FALSE,2
alvarobartt/investpy,4,FALSE,1
alvarobartt/investpy,5,FALSE,0
alvarobartt/investpy,6,FALSE,0
amaiya/ktrain,-5,FALSE,0
amaiya/ktrain,-4,FALSE,3
amaiya/ktrain,-3,FALSE,14
amaiya/ktrain,-2,FALSE,6
amaiya/ktrain,-1,FALSE,4
amaiya/ktrain,0,FALSE,1
amaiya/ktrain,1,FALSE,5
amaiya/ktrain,2,FALSE,1
amaiya/ktrain,3,FALSE,1
amaiya/ktrain,4,FALSE,0
amaiya/ktrain,5,FALSE,1
amaiya/ktrain,6,FALSE,0
amaiya/ktrain,7,FALSE,0
amirziai/flatten,-10,TRUE,3
amirziai/flatten,-9,TRUE,7
amirziai/flatten,-8,TRUE,7
amirziai/flatten,-7,TRUE,1
amirziai/flatten,-6,TRUE,2
amirziai/flatten,-5,TRUE,5
amirziai/flatten,-4,TRUE,7
amirziai/flatten,-3,TRUE,1
amirziai/flatten,-2,TRUE,0
amirziai/flatten,-1,TRUE,2
amirziai/flatten,0,TRUE,2
amirziai/flatten,1,TRUE,0
amirziai/flatten,2,TRUE,0
amirziai/flatten,3,TRUE,0
amirziai/flatten,4,TRUE,2
amirziai/flatten,5,TRUE,0
amirziai/flatten,6,TRUE,0
amirziai/flatten,7,TRUE,0
analogdevicesinc/pytrinamic,-7,TRUE,0
analogdevicesinc/pytrinamic,-6,TRUE,0
analogdevicesinc/pytrinamic,-5,TRUE,0
analogdevicesinc/pytrinamic,-4,TRUE,2
analogdevicesinc/pytrinamic,-3,TRUE,3
analogdevicesinc/pytrinamic,-2,TRUE,1
analogdevicesinc/pytrinamic,-1,TRUE,3
analogdevicesinc/pytrinamic,0,TRUE,1
analogdevicesinc/pytrinamic,1,TRUE,10
analogdevicesinc/pytrinamic,2,TRUE,4
analogdevicesinc/pytrinamic,3,TRUE,1
analogdevicesinc/pytrinamic,4,TRUE,5
analogdevicesinc/pytrinamic,5,TRUE,0
analogdevicesinc/pytrinamic,6,TRUE,6
ansible-community/ansible-bender,-7,FALSE,0
ansible-community/ansible-bender,-6,FALSE,25
ansible-community/ansible-bender,-5,FALSE,44
ansible-community/ansible-bender,-4,FALSE,7
ansible-community/ansible-bender,-3,FALSE,3
ansible-community/ansible-bender,-2,FALSE,9
ansible-community/ansible-bender,-1,FALSE,2
ansible-community/ansible-bender,0,FALSE,4
ansible-community/ansible-bender,1,FALSE,4
ansible-community/ansible-bender,2,FALSE,10
ansible-community/ansible-bender,3,FALSE,0
ansible-community/ansible-bender,4,FALSE,0
ansible-community/ansible-bender,5,FALSE,0
ansible-community/ansible-bender,6,FALSE,1
ansible/molecule,-11,FALSE,63
ansible/molecule,-10,FALSE,88
ansible/molecule,-9,FALSE,311
ansible/molecule,-8,FALSE,86
ansible/molecule,-7,FALSE,69
ansible/molecule,-6,FALSE,108
ansible/molecule,-5,FALSE,103
ansible/molecule,-4,FALSE,248
ansible/molecule,-3,FALSE,186
ansible/molecule,-2,FALSE,160
ansible/molecule,-1,FALSE,168
ansible/molecule,0,FALSE,46
ansible/molecule,1,FALSE,57
ansible/molecule,2,FALSE,73
ansible/molecule,3,FALSE,31
ansible/molecule,4,FALSE,48
ansible/molecule,5,FALSE,61
ansible/molecule,6,FALSE,71
ansible/molecule,7,FALSE,43
ansible/molecule,8,FALSE,34
antonagestam/collectfast,-11,FALSE,12
antonagestam/collectfast,-10,FALSE,3
antonagestam/collectfast,-9,FALSE,6
antonagestam/collectfast,-8,FALSE,6
antonagestam/collectfast,-7,FALSE,11
antonagestam/collectfast,-6,FALSE,14
antonagestam/collectfast,-5,FALSE,4
antonagestam/collectfast,-4,FALSE,0
antonagestam/collectfast,-3,FALSE,2
antonagestam/collectfast,-2,FALSE,19
antonagestam/collectfast,-1,FALSE,26
antonagestam/collectfast,0,FALSE,1
antonagestam/collectfast,1,FALSE,0
antonagestam/collectfast,2,FALSE,5
antonagestam/collectfast,3,FALSE,3
antonagestam/collectfast,4,FALSE,0
antonagestam/collectfast,5,FALSE,0
antonagestam/collectfast,6,FALSE,0
antonagestam/collectfast,7,FALSE,0
antonagestam/collectfast,8,FALSE,0
antonagestam/collectfast,9,FALSE,0
anvil-works/anvil-runtime,-5,TRUE,1
anvil-works/anvil-runtime,-4,TRUE,1
anvil-works/anvil-runtime,-3,TRUE,3
anvil-works/anvil-runtime,-2,TRUE,2
anvil-works/anvil-runtime,-1,TRUE,2
anvil-works/anvil-runtime,0,TRUE,0
anvil-works/anvil-runtime,1,TRUE,1
anvil-works/anvil-runtime,2,TRUE,3
anvil-works/anvil-runtime,3,TRUE,0
anvil-works/anvil-runtime,4,TRUE,0
anvil-works/anvil-runtime,5,TRUE,1
apache/cassandra-python-driver,-11,FALSE,123
apache/cassandra-python-driver,-10,FALSE,90
apache/cassandra-python-driver,-9,FALSE,149
apache/cassandra-python-driver,-8,FALSE,78
apache/cassandra-python-driver,-7,FALSE,107
apache/cassandra-python-driver,-6,FALSE,106
apache/cassandra-python-driver,-5,FALSE,61
apache/cassandra-python-driver,-4,FALSE,31
apache/cassandra-python-driver,-3,FALSE,21
apache/cassandra-python-driver,-2,FALSE,36
apache/cassandra-python-driver,-1,FALSE,27
apache/cassandra-python-driver,0,FALSE,8
apache/cassandra-python-driver,1,FALSE,12
apache/cassandra-python-driver,2,FALSE,6
apache/cassandra-python-driver,3,FALSE,10
apache/cassandra-python-driver,4,FALSE,4
apache/cassandra-python-driver,5,FALSE,34
apache/cassandra-python-driver,6,FALSE,23
apache/cassandra-python-driver,7,FALSE,18
apache/cassandra-python-driver,8,FALSE,24
apache/cassandra-python-driver,9,FALSE,3
appsembler/figures,-5,FALSE,17
appsembler/figures,-4,FALSE,25
appsembler/figures,-3,FALSE,23
appsembler/figures,-2,FALSE,47
appsembler/figures,-1,FALSE,64
appsembler/figures,0,FALSE,72
appsembler/figures,1,FALSE,42
appsembler/figures,2,FALSE,9
appsembler/figures,3,FALSE,24
appsembler/figures,4,FALSE,8
appsembler/figures,5,FALSE,0
appsembler/figures,6,FALSE,3
appsembler/figures,7,FALSE,0
appsembler/figures,8,FALSE,0
appsembler/figures,9,FALSE,0
appwrite/sdk-for-python,-6,TRUE,8
appwrite/sdk-for-python,-5,TRUE,0
appwrite/sdk-for-python,-4,TRUE,13
appwrite/sdk-for-python,-3,TRUE,1
appwrite/sdk-for-python,-2,TRUE,7
appwrite/sdk-for-python,-1,TRUE,1
appwrite/sdk-for-python,0,TRUE,5
appwrite/sdk-for-python,1,TRUE,2
appwrite/sdk-for-python,2,TRUE,12
appwrite/sdk-for-python,3,TRUE,5
appwrite/sdk-for-python,4,TRUE,10
appwrite/sdk-for-python,5,TRUE,7
arenadata/adcm,-6,FALSE,66
arenadata/adcm,-5,FALSE,298
arenadata/adcm,-4,FALSE,114
arenadata/adcm,-3,FALSE,170
arenadata/adcm,-2,FALSE,461
arenadata/adcm,-1,FALSE,340
arenadata/adcm,0,FALSE,284
arenadata/adcm,1,FALSE,0
arenadata/adcm,2,FALSE,0
arenadata/adcm,3,FALSE,2
arenadata/adcm,4,FALSE,0
arenadata/adcm,5,FALSE,0
arkq/flake8-requirements,-5,FALSE,0
arkq/flake8-requirements,-4,FALSE,0
arkq/flake8-requirements,-3,FALSE,3
arkq/flake8-requirements,-2,FALSE,9
arkq/flake8-requirements,-1,FALSE,3
