label,sample,outcome,normalize,event_time,p2.5,p50,p97.5,actual
glm_normz_ctrliso,exact1,pull_request_opened,TRUE,-5,0.23729399787743072,0.36663628483376287,0.5050722520465045,0.12419445481089417
glm_normz_ctrliso,exact1,pull_request_opened,TRUE,-4,0.11789957026751227,0.20726931045360428,0.31222462182242633,0.03873932538808475
glm_normz_ctrliso,exact1,pull_request_opened,TRUE,-3,0.12588709872268342,0.19031944791361605,0.27826056344780803,0.0898628379862093
glm_normz_ctrliso,exact1,pull_request_opened,TRUE,-2,0.1189006287567167,0.18688206609906435,0.26137724599586987,0.18455739406043362
glm_normz_ctrliso,exact1,pull_request_opened,TRUE,-1,0,0,0,0
glm_normz_ctrliso,exact1,pull_request_opened,TRUE,0,-0.1993327818755057,-0.1346698371527973,-0.07670373181571363,-0.04863154387457416
glm_normz_ctrliso,exact1,pull_request_opened,TRUE,1,-0.7466752280721823,-0.6659175023385113,-0.5881039577086156,-0.5047275770108501
glm_normz_ctrliso,exact1,pull_request_opened,TRUE,2,-0.9308452323170535,-0.813180105995061,-0.7079644509595608,-0.5656948446437997
glm_normz_ctrliso,exact1,pull_request_opened,TRUE,3,-1.0634741400191687,-0.909546539410445,-0.7989760728481459,-0.583876732974844
glm_normz_ctrliso,exact1,pull_request_opened,TRUE,4,-1.1722054089530922,-0.9863085973944719,-0.7987226354096153,-0.5620099169933098
glm_normz_ctrliso,exact1,pull_request_opened,TRUE,5,-1.550240954347668,-1.3184139887229829,-1.094648784640401,-0.6900974596439363
glm_normz_ctrliso,exact1,pull_request_reviewed,TRUE,-5,0.035413763345592875,0.2640875488017427,0.5152108071981987,-0.11079755250686008
glm_normz_ctrliso,exact1,pull_request_reviewed,TRUE,-4,-0.08544893898773853,0.18644920288812325,0.3597407581155565,-0.14041821818607333
glm_normz_ctrliso,exact1,pull_request_reviewed,TRUE,-3,-0.07450723972448346,0.1265756809819184,0.3510502408085219,-0.005971906751003196
glm_normz_ctrliso,exact1,pull_request_reviewed,TRUE,-2,-0.18747852356867106,0.058195358921865656,0.28190263849024666,0.015462113378540903
glm_normz_ctrliso,exact1,pull_request_reviewed,TRUE,-1,0,0,0,0
