candidate,group,drop_n,n,beta,se,r_squared
glm_normz,control,0,2105,0.5584012458366614,0.014105006224281057,0.42690265391760673
glm_normz,treated,0,705,0.33577782655797206,0.020510376009456033,0.27573027570865716
glm_normz,pooled,0,2810,0.5555949278979918,0.012193801021398956,0.42498059408354916
glm_normz,control,1,2104,0.5348633318402539,0.013593665640722579,0.4240167793063542
glm_normz,treated,1,704,0.3330519079283305,0.018197552046875978,0.32271242905047837
glm_normz,pooled,1,2809,0.5323154824150507,0.011753737732987846,0.42211485228045986
glm_normz,control,3,2102,0.5041145403264056,0.012574847293214246,0.43340826635449037
glm_normz,treated,3,702,0.3116458476807111,0.017802128902790048,0.30419317859118544
glm_normz,pooled,3,2807,0.5019273839809695,0.010879354206026374,0.4313517633332903
glm_normz,control,5,2100,0.47767864554581596,0.012091197499702604,0.42646337588244165
glm_normz,treated,5,700,0.2863995124762011,0.017545781531310194,0.2759776492953143
glm_normz,pooled,5,2805,0.4757951087586366,0.010463392516840166,0.4244350500435585
glm_normz,control,10,2095,0.44158692729352417,0.011351787068214296,0.41949861237562747
glm_normz,treated,10,695,0.24502551734925931,0.015877876331800045,0.2554790322359073
glm_normz,pooled,10,2800,0.44009984452486894,0.009828182075170513,0.41738386288262774
