candidate,group,drop_n,n,beta,se,r_squared
baseline,control,0,2105,0.5843999747888758,0.016448449932965264,0.37498566475870276
baseline,treated,0,705,0.4315253102332607,0.023317984917897848,0.32726617376976574
baseline,pooled,0,2810,0.5826708722482254,0.014212354681216717,0.3743588522260797
baseline,control,1,2104,0.5697062249316823,0.015522580797557858,0.3904383313515273
baseline,treated,1,704,0.4268888061701632,0.02052400383430936,0.3809542271574916
baseline,pooled,1,2809,0.5681381224720516,0.013417558868628252,0.3896872431616526
baseline,control,3,2102,0.5443268287605805,0.01414461316526665,0.4134462709497284
baseline,treated,3,702,0.39515338278556644,0.019992030923724105,0.35786853307641997
baseline,pooled,3,2807,0.5430375393211215,0.012235245889500016,0.4124612481332012
baseline,control,5,2100,0.5189826045160522,0.013509252201951717,0.412842923184252
baseline,treated,5,700,0.3654621887923888,0.019989489285402607,0.3234989141826956
baseline,pooled,5,2805,0.5179636892563624,0.011689517326714326,0.41183688990005307
baseline,control,10,2095,0.48407290122209073,0.012275667630741184,0.42614465957327863
baseline,treated,10,695,0.31752173171555403,0.018348674397476537,0.30143073108019414
baseline,pooled,10,2800,0.4834437550110159,0.010631821953383707,0.4248607588804665
