candidate,group,drop_n,n,beta,se,r_squared
glm_eqw,control,0,2105,0.9491047149881023,0.023704770206719104,0.4324382754330841
glm_eqw,treated,0,705,0.4788071697049512,0.028809454090762927,0.2817920707445609
glm_eqw,pooled,0,2810,0.9406530981727366,0.020456076378101345,0.4294746385927678
glm_eqw,control,1,2104,0.9072653060585358,0.02293750152637837,0.42658532834422425
glm_eqw,treated,1,704,0.4758606317363867,0.025507792147513864,0.3311308558154965
glm_eqw,pooled,1,2809,0.899427307424747,0.019794117379188347,0.4237297470726975
glm_eqw,control,3,2102,0.8608283299041377,0.02103551645965986,0.4435410518806846
glm_eqw,treated,3,702,0.4475818751075965,0.024946868063641464,0.31468951885013363
glm_eqw,pooled,3,2807,0.8537599115294714,0.018165487893260963,0.44046816099340713
glm_eqw,control,5,2100,0.8211602210813862,0.020036147090457406,0.44451548901306925
glm_eqw,treated,5,700,0.4116289780832776,0.024566539204919,0.28655464894686866
glm_eqw,pooled,5,2805,0.814721101000618,0.01730755085912001,0.4414211707376565
glm_eqw,control,10,2095,0.7614112301031319,0.01868555324335087,0.44226232148540967
glm_eqw,treated,10,695,0.3567213111400877,0.021909533195726732,0.27639673539094256
glm_eqw,pooled,10,2800,0.755814502050631,0.0161469091419133,0.43908340801134804
