candidate,group,drop_n,n,beta,se,r_squared
glm_cnt2,control,0,2105,0.7788242021925325,0.022626602742305723,0.3602503945241552
glm_cnt2,treated,0,705,0.42618112743829545,0.024010447514893576,0.3091646406779257
glm_cnt2,pooled,0,2810,0.7717457845061524,0.019481911946314958,0.3584158817030585
glm_cnt2,control,1,2104,0.757876886564982,0.021398814453293277,0.3736126672232992
glm_cnt2,treated,1,704,0.4230589548591722,0.02116309254565784,0.36242570716452005
glm_cnt2,pooled,1,2809,0.7511946250207113,0.01843147076718265,0.3716797569497089
glm_cnt2,control,3,2102,0.7209048527418802,0.019602045963725973,0.3916403557367585
glm_cnt2,treated,3,702,0.39419005249354977,0.02039736338886732,0.34758925462444334
glm_cnt2,pooled,3,2807,0.7149178314800733,0.016894105010112286,0.3895725063267548
glm_cnt2,control,5,2100,0.6891616993109274,0.018558840119663238,0.3964792005305857
glm_cnt2,treated,5,700,0.36332498754053677,0.02031843971982314,0.31386466959969384
glm_cnt2,pooled,5,2805,0.6837621290442633,0.0160001752994485,0.3944173547836698
glm_cnt2,control,10,2095,0.6393618944456156,0.016923118679000655,0.40534293264848864
glm_cnt2,treated,10,695,0.3190152483536721,0.018519862412725862,0.2994996206442503
glm_cnt2,pooled,10,2800,0.6348698088388174,0.01459905343686174,0.40321404333271516
