candidate,group,drop_n,n,beta,se,r_squared
glm_twopart,control,0,2105,0.8663948268846179,0.021603437687073408,0.43324615188737703
glm_twopart,treated,0,705,0.4486447361644246,0.025462524864097773,0.3060330593675423
glm_twopart,pooled,0,2810,0.858675007077939,0.018634486780355015,0.4304952612461599
glm_twopart,control,1,2104,0.8401941197715254,0.020459013437391253,0.4450475420913157
glm_twopart,treated,1,704,0.4458564827727896,0.022442028396111317,0.3595693895761475
glm_twopart,pooled,1,2809,0.8329130435515639,0.017654204080782516,0.44218052460885415
glm_twopart,control,3,2102,0.7962762697747447,0.018782274510741832,0.461053190772571
glm_twopart,treated,3,702,0.41676100297032526,0.021365612303235682,0.35182028685406386
glm_twopart,pooled,3,2807,0.7897292942428994,0.016218046581930202,0.45800317285465164
glm_twopart,control,5,2100,0.7594979715288883,0.01791031795950054,0.4614131410116812
glm_twopart,treated,5,700,0.3860836908446268,0.021012787914580965,0.32567662919844864
glm_twopart,pooled,5,2805,0.7535399886266207,0.015469077559766722,0.4583655930634133
glm_twopart,control,10,2095,0.7040344493637576,0.01660196591101352,0.46201854770706086
glm_twopart,treated,10,695,0.3366247392098766,0.018907627503747866,0.31353048271757866
glm_twopart,pooled,10,2800,0.6989155261881683,0.014345561960149683,0.45888331802022997
