candidate,group,drop_n,n,beta,se,r_squared
perm_trans,control,0,2105,0.6013946768101002,0.01595909329501623,0.4029591621117127
perm_trans,treated,0,705,0.361830528563365,0.02124839351186548,0.2917315736044144
perm_trans,pooled,0,2810,0.5980185398158122,0.013782605191143712,0.40127511891436385
perm_trans,control,1,2104,0.585723245573144,0.01505557941489549,0.4185027773315898
perm_trans,treated,1,704,0.35864680892812684,0.018805796380003095,0.3409618111085674
perm_trans,pooled,1,2809,0.5825554588344961,0.013008049915682138,0.4166560864192401
perm_trans,control,3,2102,0.5597774930896595,0.0136899335592505,0.4431440923068628
perm_trans,treated,3,702,0.33250732917092574,0.01808785035048714,0.32526824403713783
perm_trans,pooled,3,2807,0.5569551490719145,0.011837968899445873,0.4409838845285451
perm_trans,control,5,2100,0.5348378973930304,0.013069662861109487,0.4437697763146753
perm_trans,treated,5,700,0.30607289453580494,0.017915028187845534,0.2945714279025001
perm_trans,pooled,5,2805,0.5323203353194791,0.011305321416739273,0.4415537944046237
perm_trans,control,10,2095,0.49914404473041146,0.011982632166673416,0.45314822365897267
perm_trans,treated,10,695,0.2621605583161887,0.016479798507977324,0.26720921923132157
perm_trans,pooled,10,2800,0.49706648484840055,0.0103736001391031,0.4506367811426705
