candidate,group,drop_n,n,beta,se,r_squared
decay_openers,control,0,2105,0.6309171088293024,0.023354076478512502,0.25754081322151967
decay_openers,treated,0,705,0.34351821965025453,0.02196005385164586,0.25793136986837195
decay_openers,pooled,0,2810,0.6241413538220291,0.020060423843428925,0.2562926020257974
decay_openers,control,1,2104,0.6309171088293024,0.02189263416009037,0.28311308876619157
decay_openers,treated,1,704,0.33890409101640684,0.019590176568846332,0.29859882097499957
decay_openers,pooled,1,2809,0.6241413538220291,0.018815376317286595,0.2815425541183345
decay_openers,control,3,2102,0.6037837035202014,0.02004529814700438,0.3015925186111076
decay_openers,treated,3,702,0.31342665162072425,0.018495279740264547,0.2906130983516927
decay_openers,pooled,3,2807,0.5976206686179331,0.017238275464955082,0.2998804353889106
decay_openers,control,5,2100,0.5768502684508715,0.019055564234633834,0.30390539113214476
decay_openers,treated,5,700,0.28730185179202083,0.018135119856359433,0.2641936369269816
decay_openers,pooled,5,2805,0.5712471130927836,0.016390641358511357,0.3022556658640696
decay_openers,control,10,2095,0.5500244666653427,0.016959470752832176,0.3343537707531056
decay_openers,treated,10,695,0.24363497635372847,0.01639363839635628,0.24141883675278242
decay_openers,pooled,10,2800,0.5450271873007206,0.014603632422692421,0.3322809355290176
