candidate,group,drop_n,n,beta,se,r_squared
glm_perm,control,0,2105,0.8487079402626482,0.021733377315255892,0.42022160829302435
glm_perm,treated,0,705,0.4356785025522902,0.02496207979913324,0.3020225940934651
glm_perm,pooled,0,2810,0.8408107393286799,0.018739067565335325,0.41749342408836854
glm_perm,control,1,2104,0.8216200439714966,0.020631134532011427,0.42992265939877805
glm_perm,treated,1,704,0.43258654142681796,0.022029325863141987,0.3542198840166817
glm_perm,pooled,1,2809,0.8141901421289532,0.017794665164016427,0.42711362673532494
glm_perm,control,3,2102,0.7788287425218448,0.018939558565031805,0.4459391763668986
glm_perm,treated,3,702,0.4044506699062358,0.020747800689142108,0.35152814219856565
glm_perm,pooled,3,2807,0.772143844670578,0.016346178545821755,0.442958952191396
glm_perm,control,5,2100,0.7409367269868463,0.0181369555713007,0.44292755856569654
glm_perm,treated,5,700,0.37346420772896205,0.020782281725344548,0.3160016720710219
glm_perm,pooled,5,2805,0.7348706348181762,0.015655841621539296,0.44001491568662654
glm_perm,control,10,2095,0.6849814119191725,0.016802933462447295,0.4424672115483713
glm_perm,treated,10,695,0.32744704360181526,0.018912505361223405,0.3016472625850025
glm_perm,pooled,10,2800,0.6798161161814826,0.01451019184013384,0.4395286121253451
