candidate,group,drop_n,n,beta,se,r_squared
damped_trend,control,0,2105,0.32650321853255504,0.011395467689052995,0.28066863714333734
damped_trend,treated,0,705,0.24285689406134472,0.016808689122865105,0.2287071854120032
damped_trend,pooled,0,2810,0.3256318735567896,0.00984964283725615,0.2801093679912964
damped_trend,control,1,2104,0.3089012687344458,0.011011797469131956,0.2722947140665817
damped_trend,treated,1,704,0.2428568940613447,0.014980800730021122,0.2721085150935989
damped_trend,pooled,1,2809,0.30820360238433114,0.009519473542666563,0.2718244636305729
damped_trend,control,3,2102,0.2867275616809828,0.01027463703648525,0.27042634392945386
damped_trend,treated,3,702,0.23306244600606327,0.013819596009286554,0.28862525533102124
damped_trend,pooled,3,2807,0.286257875986735,0.008886188848061423,0.2699796871556952
damped_trend,control,5,2100,0.2633076834902023,0.010059737704179797,0.24607583837791525
damped_trend,treated,5,700,0.2077634642877531,0.014001959509768533,0.23953239803815385
damped_trend,pooled,5,2805,0.2630805305304298,0.008700717813368038,0.24588277344783094
damped_trend,control,10,2095,0.24790016648283103,0.0091633217014974,0.2589953757682564
damped_trend,treated,10,695,0.18748272529273444,0.012117286640841928,0.25647623804931496
damped_trend,pooled,10,2800,0.24784264265401473,0.007931676773936597,0.2586190758908189
