candidate,group,drop_n,n,beta,se,r_squared
glm_eqw_mean5,control,0,2105,0.7566956411719445,0.02320203361567259,0.3357808983329956
glm_eqw_mean5,treated,0,705,0.38977878261844606,0.025967980412385457,0.2424400595528341
glm_eqw_mean5,pooled,0,2810,0.749695804252321,0.019991306154640395,0.3336230495068676
glm_eqw_mean5,control,1,2104,0.735396248457755,0.02198282670242331,0.34732364723365494
glm_eqw_mean5,treated,1,704,0.38482319421352723,0.023211362955041098,0.2810876730409476
glm_eqw_mean5,pooled,1,2809,0.7287783431997292,0.018947913100302676,0.3450485219294266
glm_eqw_mean5,control,3,2102,0.712951057446047,0.019850431621577062,0.3804132284619347
glm_eqw_mean5,treated,3,702,0.35389400779888064,0.02214627506136788,0.2670088931890633
glm_eqw_mean5,pooled,3,2807,0.7067468503855979,0.01712667363048847,0.37767124580550016
glm_eqw_mean5,control,5,2100,0.6845184293706978,0.01872459019547862,0.3890135821734426
glm_eqw_mean5,treated,5,700,0.32433196666454733,0.021532407942333756,0.24504174444614002
glm_eqw_mean5,pooled,5,2805,0.678807115107766,0.016162957768540792,0.3861387058313879
glm_eqw_mean5,control,10,2095,0.6393867140197003,0.01700587851978654,0.4030120094123799
glm_eqw_mean5,treated,10,695,0.2768432669427316,0.019055033526424552,0.23321753427389003
glm_eqw_mean5,pooled,10,2800,0.6344209577915427,0.014692224550136367,0.39981670345108933
