label,sample,outcome,normalize,event_time,p2.5,p50,p97.5,actual
glm_eqw_mono_ctrliso,exact1,pull_request_opened,TRUE,-5,-0.04168338512290755,0.10128527290352364,0.22967031343240046,0.12419445481089417
glm_eqw_mono_ctrliso,exact1,pull_request_opened,TRUE,-4,-0.08662525513624159,0.0214356116187134,0.11374942535333599,0.03873932538808475
glm_eqw_mono_ctrliso,exact1,pull_request_opened,TRUE,-3,-0.016700674964826297,0.05621929356835464,0.13616753014455507,0.0898628379862093
glm_eqw_mono_ctrliso,exact1,pull_request_opened,TRUE,-2,0.037012716753655486,0.11109891618833401,0.19766896688074334,0.18455739406043362
glm_eqw_mono_ctrliso,exact1,pull_request_opened,TRUE,-1,0,0,0,0
glm_eqw_mono_ctrliso,exact1,pull_request_opened,TRUE,0,-0.13185674239454948,-0.053208794023423565,0.004078802639673608,-0.04863154387457416
glm_eqw_mono_ctrliso,exact1,pull_request_opened,TRUE,1,-0.5517327871946696,-0.44620836178806667,-0.3623869533232794,-0.5047275770108501
glm_eqw_mono_ctrliso,exact1,pull_request_opened,TRUE,2,-0.6163784015921914,-0.47760987080904393,-0.38426784787745705,-0.5656948446437997
glm_eqw_mono_ctrliso,exact1,pull_request_opened,TRUE,3,-0.6558449798878281,-0.4570047810235607,-0.3033822793803104,-0.583876732974844
glm_eqw_mono_ctrliso,exact1,pull_request_opened,TRUE,4,-0.5648261177430157,-0.3494026543581249,-0.20172272245589162,-0.5620099169933098
glm_eqw_mono_ctrliso,exact1,pull_request_opened,TRUE,5,-0.7707935669418994,-0.5110380540593894,-0.30486330778657983,-0.6900974596439363
glm_eqw_mono_ctrliso,exact1,pull_request_reviewed,TRUE,-5,-0.1845892922513659,0.014307862922226598,0.2261750543818547,-0.11079755250686008
glm_eqw_mono_ctrliso,exact1,pull_request_reviewed,TRUE,-4,-0.2814495567710461,-0.0036819726661783984,0.20667230357674,-0.14041821818607333
glm_eqw_mono_ctrliso,exact1,pull_request_reviewed,TRUE,-3,-0.23730145440061612,-0.0035564577398331776,0.20226247851818935,-0.005971906751003196
glm_eqw_mono_ctrliso,exact1,pull_request_reviewed,TRUE,-2,-0.23725469130335175,-0.02277250757053663,0.24851784007153915,0.015462113378540903
glm_eqw_mono_ctrliso,exact1,pull_request_reviewed,TRUE,-1,0,0,0,0
glm_eqw_mono_ctrliso,exact1,pull_request_reviewed,TRUE,0,-0.06486761993723773,0.17211400528905213,0.45444465719786564,0.005595371472691554
glm_eqw_mono_ctrliso,exact1,pull_request_reviewed,TRUE,1,-0.9212536145681177,-0.6034940057601017,-0.2798592023031944,-0.5053113909146367
glm_eqw_mono_ctrliso,exact1,pull_request_reviewed,TRUE,2,-0.9474164937578988,-0.5919550704230683,-0.3180852592277099,-0.5466947981718286
glm_eqw_mono_ctrliso,exact1,pull_request_reviewed,TRUE,3,-0.9795467270234444,-0.5428882048011543,-0.26191167218924954,-0.5109849838953748
glm_eqw_mono_ctrliso,exact1,pull_request_reviewed,TRUE,4,-0.8195044245999363,-0.5343671978203999,-0.14298165241003502,-0.5068133455498472
glm_eqw_mono_ctrliso,exact1,pull_request_reviewed,TRUE,5,-0.8203997606605798,-0.4620060528668223,-0.05311581100588522,-0.6694857974165168
