candidate,group,drop_n,n,beta,se,r_squared
glm_eqw_mono,control,0,2105,1.1260422881275036,0.028458261869543686,0.4266471779869273
glm_eqw_mono,treated,0,705,0.5727478827659369,0.03175441146361074,0.3160573411467439
glm_eqw_mono,pooled,0,2810,1.11494623117796,0.024528680527296152,0.42381126604049246
glm_eqw_mono,control,1,2104,1.092411265780999,0.02694212976256766,0.438754788588674
glm_eqw_mono,treated,1,704,0.5680012912992956,0.02796724879792805,0.3697760251123462
glm_eqw_mono,pooled,1,2809,1.0819277833620617,0.023230737587700254,0.4358109274473815
glm_eqw_mono,control,3,2102,1.0319241425764853,0.024853028664415407,0.450718750998653
glm_eqw_mono,treated,3,702,0.5338206219270858,0.026622060784927494,0.36450392385937336
glm_eqw_mono,pooled,3,2807,1.0225254898772025,0.021440678620207033,0.4476837816254611
glm_eqw_mono,control,5,2100,0.9862175853342787,0.0235811460581313,0.4545365917283305
glm_eqw_mono,treated,5,700,0.4965725162045889,0.026643353000900327,0.3319738565236474
glm_eqw_mono,pooled,5,2805,0.9776359001769892,0.020349782880756808,0.4514860808874459
glm_eqw_mono,control,10,2095,0.9124427365233676,0.02190057955214202,0.4532353483577587
glm_eqw_mono,treated,10,695,0.4365737944724961,0.02443516562957831,0.31505231953445156
glm_eqw_mono,pooled,10,2800,0.9050677785453975,0.01890551099734575,0.4501895776810494
