candidate,group,drop_n,n,beta,se,r_squared
vasicek_shrink,control,0,2105,0.5884105386763825,0.017298642874361166,0.3548009653080777
vasicek_shrink,treated,0,705,0.34466439746036165,0.02176344765438215,0.2626772380448621
vasicek_shrink,pooled,0,2810,0.5847086104867287,0.014928308941426481,0.3532291041373423
vasicek_shrink,control,1,2104,0.5747761232511392,0.016312954812921127,0.3711986370780451
vasicek_shrink,treated,1,704,0.34030794896764405,0.01939350004220908,0.3045908592612647
vasicek_shrink,pooled,1,2809,0.5712723121720611,0.014083902562843968,0.36945379952323765
vasicek_shrink,control,3,2102,0.5518232857672589,0.01481622765364209,0.3976757214263431
vasicek_shrink,treated,3,702,0.3138117504237432,0.018494352511067968,0.2911403397788861
vasicek_shrink,pooled,3,2807,0.54865266209562,0.012802352981625253,0.39559773896203276
vasicek_shrink,control,5,2100,0.5283239074876491,0.014043582993791584,0.4027238840555345
vasicek_shrink,treated,5,700,0.2884454913148862,0.018075407293966738,0.2670301324057498
vasicek_shrink,pooled,5,2805,0.5254750619874168,0.012139752291674756,0.4005515419694111
vasicek_shrink,control,10,2095,0.4922699270599161,0.012812570837924996,0.41347201066903494
vasicek_shrink,treated,10,695,0.24310399728937682,0.016477493317867863,0.23876103424443096
vasicek_shrink,pooled,10,2800,0.48990961848080006,0.011084997097297291,0.41101746883378354
