candidate,group,drop_n,n,beta,se,r_squared
combo,control,0,2105,0.8024587029402046,0.021542621253383347,0.3974021063356571
combo,treated,0,705,0.4547501487997583,0.026318484760461756,0.2977939371032301
combo,pooled,0,2810,0.7967551058794579,0.018586261294272176,0.3954800235477013
combo,control,1,2104,0.7801289969572041,0.020365216598492986,0.4109938543958108
combo,treated,1,704,0.44967976217426675,0.023298413827111716,0.3463649734783387
combo,pooled,1,2809,0.774767499047516,0.01757747904992585,0.4089424953292494
combo,control,3,2102,0.7449762042993966,0.01854355345742613,0.4344522819022836
combo,treated,3,702,0.41789106282112587,0.022304640274540707,0.3336648330843497
combo,pooled,3,2807,0.7401565538584137,0.016017774799216344,0.4321241534475079
combo,control,5,2100,0.7102490394013219,0.01767769784801647,0.43472648298404815
combo,treated,5,700,0.38505253275694284,0.022131433230480356,0.3021903951153473
combo,pooled,5,2805,0.7059339566705951,0.015274252255311573,0.43239260831299875
combo,control,10,2095,0.6584215445611576,0.016313469961770837,0.4375471251946239
combo,treated,10,695,0.33315198843088834,0.020104488918739845,0.28350112530537064
combo,pooled,10,2800,0.6548417420158341,0.014103772811460944,0.4350896409837999
