candidate,group,drop_n,n,beta,se,r_squared
cre_last,control,0,2105,0.8992119508625581,0.023657186096029317,0.40711810750368604
cre_last,treated,0,705,0.43302020619939413,0.024586482303532952,0.3058479055084724
cre_last,pooled,0,2810,0.8886620691209125,0.020367921101324685,0.4039406969657784
cre_last,control,1,2104,0.8773486466896048,0.022272658284842383,0.4245723832790901
cre_last,treated,1,704,0.43023191227169655,0.021673534238231346,0.3591876084086474
cre_last,pooled,1,2809,0.8672594659634724,0.019185644865329803,0.42119346118778644
cre_last,control,3,2102,0.8367678573195998,0.020293628499880225,0.4472744299664273
cre_last,treated,3,702,0.40398529050143356,0.02041944380841803,0.3583055593174408
cre_last,pooled,3,2807,0.8275206302411706,0.01749488484402684,0.4436246653209066
cre_last,control,5,2100,0.7957108271545891,0.01951656361192883,0.4419450978570033
cre_last,treated,5,700,0.3749257435255997,0.02000494545675374,0.3344438963530386
cre_last,pooled,5,2805,0.7872018076428684,0.016824830893022107,0.4384279454709685
cre_last,control,10,2095,0.736792579068305,0.01810421520286549,0.4416401699414596
cre_last,treated,10,695,0.3317815885225297,0.01771049450877569,0.3358523332608476
cre_last,pooled,10,2800,0.7293426439919303,0.015611246785957386,0.43814019741677857
