candidate,group,drop_n,n,beta,se,r_squared
glm_normmean,control,0,2105,0.6351804708140969,0.01584575649646601,0.43301003156085605
glm_normmean,treated,0,705,0.3542968755011473,0.02272563499774597,0.2566420966492051
glm_normmean,pooled,0,2810,0.6314075825995475,0.013698714867038905,0.4306291494041883
glm_normmean,control,1,2104,0.6088131491604036,0.01526109270835965,0.43076991187708613
glm_normmean,treated,1,704,0.3506981331142617,0.0202466474238593,0.2991217175285513
glm_normmean,pooled,1,2809,0.6053432658654219,0.013195618839202018,0.42839411399531957
glm_normmean,control,3,2102,0.5779337940492273,0.01398558891287436,0.44835857618055375
glm_normmean,treated,3,702,0.32434626793985183,0.01948462271750641,0.2833030951665081
glm_normmean,pooled,3,2807,0.5748500647615468,0.012102197207819798,0.4456973240495612
glm_normmean,control,5,2100,0.547209034899445,0.013513030955229991,0.438595644467637
glm_normmean,treated,5,700,0.2978824231443933,0.019052720714258068,0.25909591543190813
glm_normmean,pooled,5,2805,0.54447987321731,0.011695158901501045,0.43598075605445685
glm_normmean,control,10,2095,0.5071354129964856,0.012693763860279055,0.432539630879622
glm_normmean,treated,10,695,0.2521492991727804,0.017314581465966532,0.23405984063448637
glm_normmean,pooled,10,2800,0.5048405613644387,0.010991375609027696,0.42977871856764827
