candidate,group,drop_n,n,beta,se,r_squared
glm_pois,control,0,2105,0.8872829634532138,0.02150676974688573,0.44719682287029316
glm_pois,treated,0,705,0.4455294291538493,0.024956305609361885,0.3116310957406697
glm_pois,pooled,0,2810,0.8787258073879936,0.018549534735544167,0.4441027754796323
glm_pois,control,1,2104,0.8584774698248478,0.020425606481969213,0.4565156399258343
glm_pois,treated,1,704,0.442327182519615,0.02198431183322883,0.36542013294816333
glm_pois,pooled,1,2809,0.8504150130080798,0.017622968440041617,0.4533399220205814
glm_pois,control,3,2102,0.8128673451807795,0.01877372939483063,0.4715433142216816
glm_pois,treated,3,702,0.4142868751361525,0.020877318266772187,0.3596883180437338
glm_pois,pooled,3,2807,0.8055957907102429,0.01620809578786324,0.46819979607679796
glm_pois,control,5,2100,0.7725618453639355,0.01806118719880449,0.46572315891009874
glm_pois,treated,5,700,0.383777427554153,0.020753180546560373,0.328511679089467
glm_pois,pooled,5,2805,0.765934371853821,0.015593816954059474,0.46248109723219555
glm_pois,control,10,2095,0.7166310410051692,0.01669462404981418,0.46807283491362983
glm_pois,treated,10,695,0.3358654708935005,0.01896811418569828,0.3111883936922325
glm_pois,pooled,10,2800,0.7108992006525952,0.014420715918188295,0.4647367044299823
