label,sample,outcome,normalize,event_time,p2.5,p50,p97.5,actual
glm_perm_only_ctrliso,exact1,pull_request_opened,TRUE,-5,0.17973561044901004,0.33227801639317806,0.4745080796359269,0.12419445481089417
glm_perm_only_ctrliso,exact1,pull_request_opened,TRUE,-4,0.097544153935132355,0.21335486927392044,0.32820058653083883,0.03873932538808475
glm_perm_only_ctrliso,exact1,pull_request_opened,TRUE,-3,0.13178283853968958,0.20974865708208565,0.3005884860416016,0.0898628379862093
glm_perm_only_ctrliso,exact1,pull_request_opened,TRUE,-2,0.12124129635495326,0.19311188444714456,0.2658916524160725,0.18455739406043362
glm_perm_only_ctrliso,exact1,pull_request_opened,TRUE,-1,0,0,0,0
glm_perm_only_ctrliso,exact1,pull_request_opened,TRUE,0,-0.239079716544858,-0.16193022230853715,-0.09919939085651147,-0.04863154387457416
glm_perm_only_ctrliso,exact1,pull_request_opened,TRUE,1,-0.8182993022707976,-0.7164020410954403,-0.6091116600536832,-0.5047275770108501
glm_perm_only_ctrliso,exact1,pull_request_opened,TRUE,2,-1.0016512912852216,-0.8784593746324487,-0.7277269512657139,-0.5656948446437997
glm_perm_only_ctrliso,exact1,pull_request_opened,TRUE,3,-1.1126572290127852,-0.9918540320753969,-0.8258772003775119,-0.583876732974844
glm_perm_only_ctrliso,exact1,pull_request_opened,TRUE,4,-1.2136755383239985,-1.0390147268317862,-0.8379543590372018,-0.5620099169933098
glm_perm_only_ctrliso,exact1,pull_request_opened,TRUE,5,-1.5264349316815444,-1.2585245645750107,-1.0758838379816686,-0.6900974596439363
glm_perm_only_ctrliso,exact1,pull_request_reviewed,TRUE,-5,-0.009896388825041581,0.19536374972887993,0.4613371302066539,-0.11079755250686008
glm_perm_only_ctrliso,exact1,pull_request_reviewed,TRUE,-4,-0.1303208388886776,0.15760700304302086,0.4173715504734974,-0.14041821818607333
glm_perm_only_ctrliso,exact1,pull_request_reviewed,TRUE,-3,-0.13648346234673298,0.13200704053131757,0.35039573295637916,-0.005971906751003196
glm_perm_only_ctrliso,exact1,pull_request_reviewed,TRUE,-2,-0.22357019603938155,0.059665680972182805,0.2813036805430412,0.015462113378540903
glm_perm_only_ctrliso,exact1,pull_request_reviewed,TRUE,-1,0,0,0,0
glm_perm_only_ctrliso,exact1,pull_request_reviewed,TRUE,0,-0.14918378612017388,0.08064243139430972,0.39919262024225044,0.005595371472691554
glm_perm_only_ctrliso,exact1,pull_request_reviewed,TRUE,1,-0.8147101675740744,-0.4620995715982651,-0.046054109179414986,-0.5053113909146367
glm_perm_only_ctrliso,exact1,pull_request_reviewed,TRUE,2,-0.9951946235210889,-0.662281429913613,-0.22925649076165644,-0.5466947981718286
glm_perm_only_ctrliso,exact1,pull_request_reviewed,TRUE,3,-0.9303540839579194,-0.6921723232420787,-0.23412856178504032,-0.5109849838953748
glm_perm_only_ctrliso,exact1,pull_request_reviewed,TRUE,4,-1.0309403638846286,-0.6272283860169943,-0.27424834133706133,-0.5068133455498472
glm_perm_only_ctrliso,exact1,pull_request_reviewed,TRUE,5,-1.1260466740708226,-0.7081205957646333,-0.3860825513374918,-0.6694857974165168
glm_perm_only_ctrliso,exact1,pull_request_merged_direct,TRUE,-5,-0.18891791908988068,0.07814092230107886,0.3496662587954368,0.25389977477962344
glm_perm_only_ctrliso,exact1,pull_request_merged_direct,TRUE,-4,-0.1590328589116782,0.06845068711451688,0.32431384323710094,0.29801955068160435
glm_perm_only_ctrliso,exact1,pull_request_merged_direct,TRUE,-3,-0.21930398252724786,0.07091524058824515,0.26425573117484136,0.15333041890458926
glm_perm_only_ctrliso,exact1,pull_request_merged_direct,TRUE,-2,-0.3077747094811699,0.01116467017878773,0.2647097954877282,0.29984162329512987
glm_perm_only_ctrliso,exact1,pull_request_merged_direct,TRUE,-1,0,0,0,0
glm_perm_only_ctrliso,exact1,pull_request_merged_direct,TRUE,0,-0.16412537740307487,0.09425621456435576,0.4278447943698238,0.029032444094638885
glm_perm_only_ctrliso,exact1,pull_request_merged_direct,TRUE,1,-0.9454890271761149,-0.5586088874824993,-0.26272268261874476,-0.17490797792095003
glm_perm_only_ctrliso,exact1,pull_request_merged_direct,TRUE,2,-1.0261862446480534,-0.6820488437514918,-0.36406656623653977,-0.3378567814525527
glm_perm_only_ctrliso,exact1,pull_request_merged_direct,TRUE,3,-0.9807573345509164,-0.638389680600976,-0.34537962847633946,-0.31463165057621234
glm_perm_only_ctrliso,exact1,pull_request_merged_direct,TRUE,4,-0.9835693552519966,-0.6220864720008844,-0.23070207782662264,-0.2962896800526674
glm_perm_only_ctrliso,exact1,pull_request_merged_direct,TRUE,5,-1.046841485927704,-0.6518323215891464,-0.2520629879979992,-0.2889754842780247
glm_perm_only_ctrliso,exact1,pull_request_merged_after_review,TRUE,-5,-0.06408670502621638,0.1737730322999407,0.4231207867922023,-0.00929158538824065
glm_perm_only_ctrliso,exact1,pull_request_merged_after_review,TRUE,-4,-0.10736668109900253,0.1479897286361419,0.3929276819927634,-0.10620699546037435
glm_perm_only_ctrliso,exact1,pull_request_merged_after_review,TRUE,-3,-0.16990567195857104,0.1016742407007244,0.3795952366195864,0.07576400735300273
glm_perm_only_ctrliso,exact1,pull_request_merged_after_review,TRUE,-2,-0.21761855315450096,0.0316774067697216,0.2652266968368966,0.1221026479874486
glm_perm_only_ctrliso,exact1,pull_request_merged_after_review,TRUE,-1,0,0,0,0
glm_perm_only_ctrliso,exact1,pull_request_merged_after_review,TRUE,0,-0.20004662394645686,0.0768435056850826,0.38302494583859054,0.027110477935613164
glm_perm_only_ctrliso,exact1,pull_request_merged_after_review,TRUE,1,-0.9910071597279667,-0.6469843567125235,-0.2990975245688571,-0.3951862824061332
glm_perm_only_ctrliso,exact1,pull_request_merged_after_review,TRUE,2,-1.0936044959436577,-0.772227187392609,-0.4438977237242935,-0.3827360766680092
glm_perm_only_ctrliso,exact1,pull_request_merged_after_review,TRUE,3,-1.0762787755724683,-0.793498304280359,-0.3938113235190597,-0.29146383470866866
glm_perm_only_ctrliso,exact1,pull_request_merged_after_review,TRUE,4,-1.1050314194924016,-0.7728054384548254,-0.45232672181898415,-0.20676532943928205
glm_perm_only_ctrliso,exact1,pull_request_merged_after_review,TRUE,5,-1.2209844000186658,-0.8371259338983118,-0.46065338056749483,-0.48482156786757347
glm_perm_only_ctrliso,exact1,pull_request_merged,TRUE,-5,-0.03361405698436095,0.20265816466262415,0.44794249617898096,0.16881265387408922
glm_perm_only_ctrliso,exact1,pull_request_merged,TRUE,-4,-0.04304047484687093,0.18347627888844095,0.39224104692708495,0.08732706306969196
glm_perm_only_ctrliso,exact1,pull_request_merged,TRUE,-3,-0.10955261468401994,0.1393002404512424,0.3708377686558131,0.14317725909281953
glm_perm_only_ctrliso,exact1,pull_request_merged,TRUE,-2,-0.20950725980098217,0.03559081930765465,0.2705883005834844,0.253336909098501
glm_perm_only_ctrliso,exact1,pull_request_merged,TRUE,-1,0,0,0,0
glm_perm_only_ctrliso,exact1,pull_request_merged,TRUE,0,-0.21943707153808134,0.10581641319264831,0.3688580679604716,-0.03404190559225906
glm_perm_only_ctrliso,exact1,pull_request_merged,TRUE,1,-1.130911770621338,-0.7591125165631487,-0.3113423813093664,-0.43788302995887934
glm_perm_only_ctrliso,exact1,pull_request_merged,TRUE,2,-1.2339653272225526,-0.8987199639787351,-0.5316251940460388,-0.46307915550810924
glm_perm_only_ctrliso,exact1,pull_request_merged,TRUE,3,-1.2851752683994109,-0.9438827387918001,-0.5079653767434974,-0.4543003914579925
glm_perm_only_ctrliso,exact1,pull_request_merged,TRUE,4,-1.3067557312470113,-0.906540070643161,-0.5011132324672445,-0.347323288331081
glm_perm_only_ctrliso,exact1,pull_request_merged,TRUE,5,-1.4006313359054565,-0.9898655643058578,-0.5873100384185914,-0.5091411209043544
glm_perm_only_ctrliso,exact1,pull_request_opened,FALSE,-5,-1.805449416887318,-0.14698986520845156,1.6526537776507346,1.9486762073213642
glm_perm_only_ctrliso,exact1,pull_request_opened,FALSE,-4,-1.2267886763146545,0.06202412597431181,1.3905877888556772,1.3681481095904922
glm_perm_only_ctrliso,exact1,pull_request_opened,FALSE,-3,-0.6739318618127494,0.41758449453975194,1.7140594286178583,1.1679769839342096
glm_perm_only_ctrliso,exact1,pull_request_opened,FALSE,-2,-0.25194744718691486,0.43486086614145414,1.615450427983649,1.2117007954556493
glm_perm_only_ctrliso,exact1,pull_request_opened,FALSE,-1,0,0,0,0
glm_perm_only_ctrliso,exact1,pull_request_opened,FALSE,0,-2.6800446255223322,-1.7314631178284963,-0.6987950925874005,-1.1181365381968265
glm_perm_only_ctrliso,exact1,pull_request_opened,FALSE,1,-3.4355836432109044,-2.2598785549366616,-1.1436687260119234,-1.201688901277231
glm_perm_only_ctrliso,exact1,pull_request_opened,FALSE,2,-3.224749914204215,-1.9974785532507016,-0.5898837687552092,-0.6214089194709993
glm_perm_only_ctrliso,exact1,pull_request_opened,FALSE,3,-3.4495525465759886,-1.3311576028717647,-0.030028365591656545,0.06257551475345924
glm_perm_only_ctrliso,exact1,pull_request_opened,FALSE,4,-3.886910058727244,-1.649709519442819,-0.19000406166534883,0.2383980244820664
glm_perm_only_ctrliso,exact1,pull_request_opened,FALSE,5,-3.8500794085212746,-1.570189051910107,0.30925725849100294,0.603469367619808
glm_perm_only_ctrliso,exact1,pull_request_reviewed,FALSE,-5,-2.385945327964242,-0.856168312566977,1.2616365594155052,1.5571526579002213
glm_perm_only_ctrliso,exact1,pull_request_reviewed,FALSE,-4,-2.121194492797453,-0.6324092407834828,0.7944707269782043,1.0824373982715274
glm_perm_only_ctrliso,exact1,pull_request_reviewed,FALSE,-3,-1.9404646462442874,-0.4829451971272064,1.3531824046732952,1.1135067518125152
glm_perm_only_ctrliso,exact1,pull_request_reviewed,FALSE,-2,-2.0363554480108754,-0.25769048285852547,1.1782251685312461,0.5001525450080544
glm_perm_only_ctrliso,exact1,pull_request_reviewed,FALSE,-1,0,0,0,0
glm_perm_only_ctrliso,exact1,pull_request_reviewed,FALSE,0,-0.8428452794716282,0.3434499144167801,1.6576636926690895,-1.1565890021452752
