candidate,group,drop_n,n,beta,se,r_squared
nbrf_ratio,control,0,2105,0.6477897152255963,0.016087649635144276,0.43522431691379704
nbrf_ratio,treated,0,705,0.4146843681413074,0.024209310966748995,0.29416978244768743
nbrf_ratio,pooled,0,2810,0.645073830381798,0.013911560233529434,0.433571385211699
nbrf_ratio,control,1,2104,0.6328948904790805,0.01509906684564974,0.4551763232762811
nbrf_ratio,treated,1,704,0.4125383171786554,0.021374156582570435,0.3463632202769723
nbrf_ratio,pooled,1,2809,0.6303441843413263,0.013063707721855425,0.45329363270878964
nbrf_ratio,control,3,2102,0.6071073788766164,0.01362526631586345,0.4858514978795224
nbrf_ratio,treated,3,702,0.387330246888236,0.020484887917795357,0.33775217987138095
nbrf_ratio,pooled,3,2807,0.604841989303375,0.011800530923981386,0.48353849897607293
nbrf_ratio,control,5,2100,0.5942756103941139,0.01376084011315704,0.4704884204829395
nbrf_ratio,treated,5,700,0.3529822217896823,0.020547926362706036,0.29685164154752586
nbrf_ratio,pooled,5,2805,0.5919356893246921,0.011915060843582553,0.46814005237038936
nbrf_ratio,control,10,2095,0.5709423418256789,0.01305613110923415,0.47732291368084223
nbrf_ratio,treated,10,695,0.30228758057935423,0.01894533511368943,0.2683854146088597
nbrf_ratio,pooled,10,2800,0.5686863469997223,0.01131098634465795,0.4745449289061334
