File: drive/output/derived/org_outcomes_practices/org_outcomes/di___packaging_legacy.parquet

MD5 hash: fec981693af1e7663b87c1a12fb35880

Keys: time_period 

                                           type  count                 mean                  min                  25%                  50%                  75%                  max            std
time_period                      datetime64[ns]      5  2023-12-31 19:12:00  2023-01-01 00:00:00  2023-07-01 00:00:00  2024-01-01 00:00:00  2024-07-01 00:00:00  2025-01-01 00:00:00               
issue_opened                            float64      1                  1.0                  1.0                  1.0                  1.0                  1.0                  1.0               
num_downloads                             int64      5             586247.0               4234.0              30838.0             316347.0             897075.0            1682741.0  710453.629217
overall_new_release_count               float64      1                  1.0                  1.0                  1.0                  1.0                  1.0                  1.0               
major_new_release_count                 float64      1                  0.0                  0.0                  0.0                  0.0                  0.0                  0.0               
minor_new_release_count                 float64      1                  0.0                  0.0                  0.0                  0.0                  0.0                  0.0               
patch_new_release_count                 float64      1                  0.0                  0.0                  0.0                  0.0                  0.0                  0.0               
other_new_release_count                 float64      1                  1.0                  1.0                  1.0                  1.0                  1.0                  1.0               
major_minor_release_count               float64      1                  0.0                  0.0                  0.0                  0.0                  0.0                  0.0               
major_minor_patch_release_count         float64      1                  0.0                  0.0                  0.0                  0.0                  0.0                  0.0               

