File: drive/output/derived/org_outcomes_practices/org_outcomes/jared-hughes___isosurfaces.parquet

MD5 hash: ac0ab480534d00825e90d6e4a7cf4fe2

Keys: time_period 

                                           type  count                 mean                  min                  25%                  50%                  75%                  max            std
time_period                      datetime64[ns]      8  2023-04-01 18:00:00  2021-07-01 00:00:00  2022-05-16 18:00:00  2023-04-01 12:00:00  2024-02-15 12:00:00  2025-01-01 00:00:00               
pull_request_closed                     float64      1                  1.0                  1.0                  1.0                  1.0                  1.0                  1.0               
pull_request_merged                     float64      1                  2.0                  2.0                  2.0                  2.0                  2.0                  2.0               
pull_request_opened                     float64      1                  3.0                  3.0                  3.0                  3.0                  3.0                  3.0               
num_downloads                             int64      8             125069.0              25199.0             51343.25              70649.5             159671.5             364371.0  117461.369173
overall_new_release_count               float64      1                  2.0                  2.0                  2.0                  2.0                  2.0                  2.0               
major_new_release_count                 float64      1                  0.0                  0.0                  0.0                  0.0                  0.0                  0.0               
minor_new_release_count                 float64      1                  0.0                  0.0                  0.0                  0.0                  0.0                  0.0               
patch_new_release_count                 float64      1                  2.0                  2.0                  2.0                  2.0                  2.0                  2.0               
other_new_release_count                 float64      1                  0.0                  0.0                  0.0                  0.0                  0.0                  0.0               
major_minor_release_count               float64      1                  0.0                  0.0                  0.0                  0.0                  0.0                  0.0               
major_minor_patch_release_count         float64      1                  2.0                  2.0                  2.0                  2.0                  2.0                  2.0               

