File: drive/output/derived/org_outcomes_practices/org_outcomes/pythonic-emacs___service-factory.parquet

MD5 hash: c66a5ebe0ff790aa334fa6c9763251c4

Keys: time_period 

                                           type  count                 mean                  min                  25%                  50%                  75%                  max           std
time_period                      datetime64[ns]     15  2021-05-26 00:00:00  2016-07-01 00:00:00  2019-10-01 00:00:00  2021-07-01 00:00:00  2023-04-01 12:00:00  2025-01-01 00:00:00              
pull_request_closed                     float64      1                  1.0                  1.0                  1.0                  1.0                  1.0                  1.0              
pull_request_opened                     float64      1                  1.0                  1.0                  1.0                  1.0                  1.0                  1.0              
num_downloads                           float64     14         44319.857143               5591.0              15852.5              28676.5             43413.25             205639.0  52383.722281
overall_new_release_count               float64      1                  1.0                  1.0                  1.0                  1.0                  1.0                  1.0              
major_new_release_count                 float64      1                  0.0                  0.0                  0.0                  0.0                  0.0                  0.0              
minor_new_release_count                 float64      1                  0.0                  0.0                  0.0                  0.0                  0.0                  0.0              
patch_new_release_count                 float64      1                  1.0                  1.0                  1.0                  1.0                  1.0                  1.0              
other_new_release_count                 float64      1                  0.0                  0.0                  0.0                  0.0                  0.0                  0.0              
major_minor_release_count               float64      1                  0.0                  0.0                  0.0                  0.0                  0.0                  0.0              
major_minor_patch_release_count         float64      1                  1.0                  1.0                  1.0                  1.0                  1.0                  1.0              

