File: drive/output/derived/org_outcomes_practices/org_outcomes/chutesai___chutes.parquet

MD5 hash: 4d9f8508d0dc79156866ed68a37ccf1d

Keys: time_period 

                                           type  count                 mean                  min                  25%                  50%                  75%                  max           std
time_period                      datetime64[ns]      2  2024-10-01 00:00:00  2024-07-01 00:00:00  2024-08-16 00:00:00  2024-10-01 00:00:00  2024-11-16 00:00:00  2025-01-01 00:00:00              
issue_closed                            float64      1                  1.0                  1.0                  1.0                  1.0                  1.0                  1.0              
issue_opened                            float64      1                  4.0                  4.0                  4.0                  4.0                  4.0                  4.0              
num_downloads                             int64      2              36934.0              20952.0              28943.0              36934.0              44925.0              52916.0  22601.961154
overall_new_release_count               float64      1                 69.0                 69.0                 69.0                 69.0                 69.0                 69.0              
major_new_release_count                 float64      1                  0.0                  0.0                  0.0                  0.0                  0.0                  0.0              
minor_new_release_count                 float64      1                  1.0                  1.0                  1.0                  1.0                  1.0                  1.0              
patch_new_release_count                 float64      1                 68.0                 68.0                 68.0                 68.0                 68.0                 68.0              
other_new_release_count                 float64      1                  0.0                  0.0                  0.0                  0.0                  0.0                  0.0              
major_minor_release_count               float64      1                  1.0                  1.0                  1.0                  1.0                  1.0                  1.0              
major_minor_patch_release_count         float64      1                 69.0                 69.0                 69.0                 69.0                 69.0                 69.0              

