File: drive/output/derived/org_outcomes_practices/org_outcomes/mrijken___check-config.parquet

MD5 hash: 32a5c257c8886daf5266f18688c37f98

Keys: time_period 

                                           type  count                 mean                  min                  25%                  50%                  75%                  max          std
time_period                      datetime64[ns]      4  2024-04-01 00:00:00  2023-07-01 00:00:00  2023-11-16 00:00:00  2024-04-01 00:00:00  2024-08-16 00:00:00  2025-01-01 00:00:00             
issue_closed                            float64      1                  2.0                  2.0                  2.0                  2.0                  2.0                  2.0             
issue_opened                            float64      1                  4.0                  4.0                  4.0                  4.0                  4.0                  4.0             
num_downloads                             int64      4              25128.0              15271.0             22414.75              25220.5             27933.75              34800.0  7980.926137
overall_new_release_count               float64      1                  7.0                  7.0                  7.0                  7.0                  7.0                  7.0             
major_new_release_count                 float64      1                  0.0                  0.0                  0.0                  0.0                  0.0                  0.0             
minor_new_release_count                 float64      1                  3.0                  3.0                  3.0                  3.0                  3.0                  3.0             
patch_new_release_count                 float64      1                  4.0                  4.0                  4.0                  4.0                  4.0                  4.0             
other_new_release_count                 float64      1                  0.0                  0.0                  0.0                  0.0                  0.0                  0.0             
major_minor_release_count               float64      1                  3.0                  3.0                  3.0                  3.0                  3.0                  3.0             
major_minor_patch_release_count         float64      1                  7.0                  7.0                  7.0                  7.0                  7.0                  7.0             

