File: drive/output/derived/org_outcomes_practices/org_outcomes/jaskirat1208___backtest-platform.parquet

MD5 hash: c029bff1515e7806f099310d3c3d0fc7

Keys: time_period 

                                           type  count                 mean                  min                  25%                  50%                  75%                  max          std
time_period                      datetime64[ns]      5  2023-12-31 19:12:00  2023-01-01 00:00:00  2023-07-01 00:00:00  2024-01-01 00:00:00  2024-07-01 00:00:00  2025-01-01 00:00:00             
issue_closed                            float64      1                 10.0                 10.0                 10.0                 10.0                 10.0                 10.0             
issue_opened                            float64      1                 12.0                 12.0                 12.0                 12.0                 12.0                 12.0             
num_downloads                             int64      5              14490.8               8572.0              10302.0              14322.0              14582.0              24676.0  6252.066634
overall_new_release_count               float64      1                  4.0                  4.0                  4.0                  4.0                  4.0                  4.0             
major_new_release_count                 float64      1                  1.0                  1.0                  1.0                  1.0                  1.0                  1.0             
minor_new_release_count                 float64      1                  2.0                  2.0                  2.0                  2.0                  2.0                  2.0             
patch_new_release_count                 float64      1                  1.0                  1.0                  1.0                  1.0                  1.0                  1.0             
other_new_release_count                 float64      1                  0.0                  0.0                  0.0                  0.0                  0.0                  0.0             
major_minor_release_count               float64      1                  3.0                  3.0                  3.0                  3.0                  3.0                  3.0             
major_minor_patch_release_count         float64      1                  4.0                  4.0                  4.0                  4.0                  4.0                  4.0             

