File: drive/output/derived/org_outcomes_practices/repo_discussion_quality/important_degree_z2/rolling5/fal-ai___fal.parquet

MD5 hash: 7809d40e411fd693891c73a3ddb4a4fc

Keys: time_period 

                                                                   type  count                 mean                  min                  25%                  50%                  75%                  max         std
time_period                                              datetime64[ns]      8  2023-04-01 18:00:00  2021-07-01 00:00:00  2022-05-16 18:00:00  2023-04-01 12:00:00  2024-02-15 12:00:00  2025-01-01 00:00:00            
response_rate                                                   float64      8              0.49419             0.237578             0.479382             0.539937             0.561153             0.602941    0.119664
mean_days_to_respond                                            float64      8           267.573029             3.407042           219.881048           309.313123           338.651242             448.8292  147.729916
pos_sentiment_avg                                               float64      8             0.131023             0.104362             0.123189             0.138651             0.143486             0.144112    0.016533
neg_sentiment_avg                                               float64      8              0.10574             0.093254             0.097268             0.099829             0.108919              0.13593    0.014207
ov_sentiment_avg                                                float64      8             0.060221             0.026304             0.049951             0.070638             0.074663             0.075931    0.020178
response_rate_issue_comment                                     float64      8             0.737601                  0.3             0.701787              0.82971             0.865749             0.904762     0.21338
response_rate_issue_opened                                      float64      8             0.952749             0.894737             0.933261             0.966518             0.970588                  1.0    0.034564
response_rate_pull_request_comment                              float64      8             0.666592             0.345679             0.540852             0.711982              0.79497               0.9375    0.212335
response_rate_pull_request_opened                               float64      8              0.74387             0.199336             0.689452             0.869114             0.902971               0.9375    0.263334
response_rate_pull_request_review_comment                       float64      8              0.29128              0.17734              0.29648             0.308867             0.313098             0.321782    0.047682
mean_days_to_respond_issue_comment                              float64      8           311.054498             23.43901           314.607127           350.190931           367.074606           409.124109  120.964463
mean_days_to_respond_issue_opened                               float64      8           322.850019             1.662523           148.311711           412.915567           507.903824           536.795658  225.430062
mean_days_to_respond_pull_request_comment                       float64      8           386.559582             0.660433           295.873268           464.180339           522.316986           594.348749  204.263062
mean_days_to_respond_pull_request_opened                        float64      8           406.657705             1.267364           318.563952           466.605382            523.46201           711.192989  243.426551
mean_days_to_respond_pull_request_review_comment                float64      8             0.563573             0.371454             0.531134              0.60727             0.611985             0.630271    0.086922
mean_days_to_respond_to_last_comment                            float64      8           310.098154             3.982152           239.818604            361.46665           399.467725           518.163929  173.126466
issue_comment_pos_sentiment_avg                                 float64      8             0.129518             0.109494             0.130227             0.133281             0.134127             0.134827    0.008699
issue_comment_neg_sentiment_avg                                 float64      8             0.020089             0.014808             0.015996             0.017957             0.022009             0.030919    0.006044
issue_comment_ov_sentiment_avg                                  float64      8             0.158324             0.109463             0.149903             0.169982             0.171808              0.18493    0.025566
issue_opened_pos_sentiment_avg                                  float64      8             0.073632             0.029796             0.076568              0.07991              0.08207             0.083594    0.017966
issue_opened_neg_sentiment_avg                                  float64      8             0.030966             0.007712             0.026619             0.030292             0.038712             0.047769    0.012289
issue_opened_ov_sentiment_avg                                   float64      8             0.070435             0.039806             0.065341             0.075739             0.077582             0.090552    0.015416
pull_request_comment_pos_sentiment_avg                          float64      8             0.099321             0.064436             0.092632             0.107285             0.109645             0.117916    0.019201
pull_request_comment_neg_sentiment_avg                          float64      8             0.039286             0.023397             0.035231             0.037716             0.045134             0.054695    0.009427
pull_request_comment_ov_sentiment_avg                           float64      8             0.063461             0.031403             0.059607               0.0624              0.07588             0.080145    0.015769
pull_request_opened_pos_sentiment_avg                           float64      8             0.033662             0.022291             0.033481             0.033711             0.036318             0.040048    0.005143
pull_request_opened_neg_sentiment_avg                           float64      8             0.313019             0.290429             0.307672             0.309715             0.325718             0.327306     0.01281
pull_request_opened_ov_sentiment_avg                            float64      8            -0.115087            -0.127051            -0.120784            -0.116079            -0.108159             -0.10356    0.008187
pull_request_review_approved_pos_sentiment_avg                  float64      8             0.526186             0.409312             0.495705             0.540272             0.560956             0.642096    0.074684
pull_request_review_approved_neg_sentiment_avg                  float64      8             0.011855             0.003481             0.005037             0.007091             0.017232             0.027176    0.009587
pull_request_review_approved_ov_sentiment_avg                   float64      8             0.376922             0.277471             0.330034             0.406733             0.424203             0.442605    0.066119
pull_request_review_changes_requested_pos_sentiment_avg         float64      8             0.216619             0.094762             0.197489              0.24089             0.251378             0.288767    0.064821
pull_request_review_changes_requested_neg_sentiment_avg         float64      8             0.005207                  0.0                  0.0             0.005704             0.006742               0.0164     0.00552
pull_request_review_changes_requested_ov_sentiment_avg          float64      8             0.228524             0.096762             0.222705             0.241255             0.248336             0.307487    0.060243
pull_request_review_comment_pos_sentiment_avg                   float64      8             0.121907             0.097474             0.117942             0.127975             0.131177             0.131379    0.013012
pull_request_review_comment_neg_sentiment_avg                   float64      8             0.025001             0.017538             0.024822              0.02516             0.025568             0.031304    0.003713
pull_request_review_comment_ov_sentiment_avg                    float64      8              0.09265             0.075249             0.090144             0.094765             0.096102             0.104127    0.008563
pull_request_review_commented_pos_sentiment_avg                 float64      8             0.277935             0.233232             0.235019             0.241895             0.256782                0.498    0.091202
pull_request_review_commented_neg_sentiment_avg                 float64      8             0.043076             0.036005             0.038289             0.039205             0.040619             0.071708    0.011802
pull_request_review_commented_ov_sentiment_avg                  float64      8             0.172064             0.134389             0.143999             0.161119             0.169509             0.278058    0.046314
pull_request_closed_pos_sentiment_avg                           float64      5                  0.0                  0.0                  0.0                  0.0                  0.0                  0.0         0.0
pull_request_closed_neg_sentiment_avg                           float64      5                  1.0                  1.0                  1.0                  1.0                  1.0                  1.0         0.0
pull_request_closed_ov_sentiment_avg                            float64      5               -0.296               -0.296               -0.296               -0.296               -0.296               -0.296         0.0
pull_request_merged_pos_sentiment_avg                           float64      7                  0.0                  0.0                  0.0                  0.0                  0.0                  0.0         0.0
pull_request_merged_neg_sentiment_avg                           float64      7             0.779018             0.284667             0.584229                  1.0                  1.0                  1.0     0.30251
pull_request_merged_ov_sentiment_avg                            float64      7            -0.260594               -0.296               -0.296               -0.296            -0.222511            -0.195133     0.04571
pull_request_reopened_pos_sentiment_avg                         float64      5                  0.0                  0.0                  0.0                  0.0                  0.0                  0.0         0.0
pull_request_reopened_neg_sentiment_avg                         float64      5                  1.0                  1.0                  1.0                  1.0                  1.0                  1.0         0.0
pull_request_reopened_ov_sentiment_avg                          float64      5               -0.296               -0.296               -0.296               -0.296               -0.296               -0.296         0.0
pull_request_review_dismissed_pos_sentiment_avg                 float64      6             0.397788             0.293098             0.304315             0.399657                0.495                0.495    0.106569
pull_request_review_dismissed_neg_sentiment_avg                 float64      6             0.024102                  0.0                  0.0             0.023639             0.047278             0.050059    0.026422
pull_request_review_dismissed_ov_sentiment_avg                  float64      6             0.463379             0.201018             0.229128             0.468064                0.707                0.707    0.267071
pct_merged_with_approved                                        float64      8             0.448505             0.267016             0.306353             0.490145             0.520083             0.680769    0.144962
pct_merged_with_review                                          float64      8             0.566711             0.382199             0.457673             0.604059              0.63172             0.765385     0.12889
avg_pull_request_comment_count                                  float64      8             0.579722             0.488372             0.497354              0.52957             0.654535             0.769492    0.105719
avg_pull_request_review_count                                   float64      8             3.263989             2.071186               3.0851             3.426175              3.63955             4.293478    0.746956
avg_pull_request_review_comment_count                           float64      8             2.807114             1.071186             2.619123             3.091139               3.3645             3.952899    0.988497
avg_all_disc_count                                              float64      8             6.650825             3.911864             6.309909              7.14251             7.394158             8.789855    1.650353
avg_pull_request_comment_exclude_opener_count                   float64      8             0.358565             0.223844             0.226829             0.248106               0.4627             0.722656    0.188178
avg_pull_request_review_exclude_opener_count                    float64      8             2.749562             1.902344              2.66909             2.885341             3.034237                 3.25    0.478965
avg_pull_request_review_comment_exclude_opener_count            float64      8              2.24838             0.730469              2.09454             2.554202             2.748645             2.935606    0.811152
avg_all_disc_exclude_opener_count                               float64      8             5.356507             3.355469             5.197338             5.768738             5.973238             6.431818    1.107591
clustering_coefficient                                          float64      8             0.480372                  0.0             0.400304             0.473916             0.556374             0.873216    0.272439

