File: drive/output/derived/org_outcomes_practices/repo_discussion_quality/important_degree_z2/rolling5/mwhooker___jsonselect.parquet

MD5 hash: 9bf72ff42fbabc48c48b50bdfbf36c14

Keys: time_period 

                                                         type  count                 mean                  min                  25%                  50%                  75%                  max  std
time_period                                    datetime64[ns]      5  2015-12-31 19:12:00  2015-01-01 00:00:00  2015-07-01 00:00:00  2016-01-01 00:00:00  2016-07-01 00:00:00  2017-01-01 00:00:00     
response_rate                                         float64      1                  0.0                  0.0                  0.0                  0.0                  0.0                  0.0     
mean_days_to_respond                                  float64      0                                                                                                                                   
pos_sentiment_avg                                     float64      1             0.194972             0.194972             0.194972             0.194972             0.194972             0.194972     
neg_sentiment_avg                                     float64      1             0.067167             0.067167             0.067167             0.067167             0.067167             0.067167     
ov_sentiment_avg                                      float64      1             0.064113             0.064113             0.064113             0.064113             0.064113             0.064113     
response_rate_issue_comment                           float64      1                  0.0                  0.0                  0.0                  0.0                  0.0                  0.0     
response_rate_pull_request_comment                    float64      1                  0.0                  0.0                  0.0                  0.0                  0.0                  0.0     
issue_comment_pos_sentiment_avg                       float64      1             0.109812             0.109812             0.109812             0.109812             0.109812             0.109812     
issue_comment_neg_sentiment_avg                       float64      1             0.147375             0.147375             0.147375             0.147375             0.147375             0.147375     
issue_comment_ov_sentiment_avg                        float64      1            -0.044588            -0.044588            -0.044588            -0.044588            -0.044588            -0.044588     
issue_opened_pos_sentiment_avg                        float64      1             0.105167             0.105167             0.105167             0.105167             0.105167             0.105167     
issue_opened_neg_sentiment_avg                        float64      1                0.005                0.005                0.005                0.005                0.005                0.005     
issue_opened_ov_sentiment_avg                         float64      1             0.104989             0.104989             0.104989             0.104989             0.104989             0.104989     
pull_request_comment_pos_sentiment_avg                float64      1                  1.0                  1.0                  1.0                  1.0                  1.0                  1.0     
pull_request_comment_neg_sentiment_avg                float64      1                  0.0                  0.0                  0.0                  0.0                  0.0                  0.0     
pull_request_comment_ov_sentiment_avg                 float64      1               0.4404               0.4404               0.4404               0.4404               0.4404               0.4404     
pull_request_opened_pos_sentiment_avg                 float64      1                  0.0                  0.0                  0.0                  0.0                  0.0                  0.0     
pull_request_opened_neg_sentiment_avg                 float64      1                  0.0                  0.0                  0.0                  0.0                  0.0                  0.0     
pull_request_opened_ov_sentiment_avg                  float64      1                  0.0                  0.0                  0.0                  0.0                  0.0                  0.0     
avg_pull_request_comment_count                        float64      1                  1.0                  1.0                  1.0                  1.0                  1.0                  1.0     
avg_all_disc_count                                    float64      1                  1.0                  1.0                  1.0                  1.0                  1.0                  1.0     
avg_pull_request_comment_exclude_opener_count         float64      1                  1.0                  1.0                  1.0                  1.0                  1.0                  1.0     
avg_all_disc_exclude_opener_count                     float64      1                  1.0                  1.0                  1.0                  1.0                  1.0                  1.0     
clustering_coefficient                                float64      5                  0.0                  0.0                  0.0                  0.0                  0.0                  0.0  0.0

