File: drive/output/derived/org_outcomes_practices/repo_discussion_quality/important_degree_z2/rolling5/whiplashoo___split-image.parquet

MD5 hash: 82a0a84898d83df3b6ec699e06ac062e

Keys: time_period 

                                                         type  count                 mean                  min                  25%                  50%                  75%                  max  std
time_period                                    datetime64[ns]      5  2023-07-01 19:12:00  2022-07-01 00:00:00  2023-01-01 00:00:00  2023-07-01 00:00:00  2024-01-01 00:00:00  2024-07-01 00:00:00     
response_rate                                         float64      1                  0.0                  0.0                  0.0                  0.0                  0.0                  0.0     
mean_days_to_respond                                  float64      0                                                                                                                                   
pos_sentiment_avg                                     float64      1             0.194987             0.194987             0.194987             0.194987             0.194987             0.194987     
neg_sentiment_avg                                     float64      1             0.189122             0.189122             0.189122             0.189122             0.189122             0.189122     
ov_sentiment_avg                                      float64      1             0.015659             0.015659             0.015659             0.015659             0.015659             0.015659     
response_rate_pull_request_comment                    float64      1                  0.0                  0.0                  0.0                  0.0                  0.0                  0.0     
pull_request_comment_pos_sentiment_avg                float64      1             0.401167             0.401167             0.401167             0.401167             0.401167             0.401167     
pull_request_comment_neg_sentiment_avg                float64      1                0.146                0.146                0.146                0.146                0.146                0.146     
pull_request_comment_ov_sentiment_avg                 float64      1              0.15023              0.15023              0.15023              0.15023              0.15023              0.15023     
pull_request_opened_pos_sentiment_avg                 float64      1             0.066125             0.066125             0.066125             0.066125             0.066125             0.066125     
pull_request_opened_neg_sentiment_avg                 float64      1             0.216073             0.216073             0.216073             0.216073             0.216073             0.216073     
pull_request_opened_ov_sentiment_avg                  float64      1            -0.068447            -0.068447            -0.068447            -0.068447            -0.068447            -0.068447     
pct_merged_with_approved                              float64      1             0.333333             0.333333             0.333333             0.333333             0.333333             0.333333     
pct_merged_with_review                                float64      1             0.333333             0.333333             0.333333             0.333333             0.333333             0.333333     
avg_pull_request_comment_count                        float64      1                  1.0                  1.0                  1.0                  1.0                  1.0                  1.0     
avg_pull_request_review_count                         float64      1                  0.5                  0.5                  0.5                  0.5                  0.5                  0.5     
avg_all_disc_count                                    float64      1                  1.5                  1.5                  1.5                  1.5                  1.5                  1.5     
avg_pull_request_comment_exclude_opener_count         float64      1                  1.0                  1.0                  1.0                  1.0                  1.0                  1.0     
avg_pull_request_review_exclude_opener_count          float64      1                  0.5                  0.5                  0.5                  0.5                  0.5                  0.5     
avg_all_disc_exclude_opener_count                     float64      1                  1.5                  1.5                  1.5                  1.5                  1.5                  1.5     
clustering_coefficient                                float64      5                  0.0                  0.0                  0.0                  0.0                  0.0                  0.0  0.0

