past_periods,percent_changed_from_0,percent_changed_from_1,covar,dataset,rolling
2,7.1067699562142135,7.041778975741241,avg_members_per_problem,important_thresh,rolling1
3,8.251936679016504,8.18733153638814,avg_members_per_problem,important_thresh,rolling1
4,9.531828898619063,9.467654986522911,avg_members_per_problem,important_thresh,rolling1
5,10.104412260020208,10.040431266846362,avg_members_per_problem,important_thresh,rolling1
2,6.736274840013473,6.738544474393531,pct_members_multiple,important_thresh,rolling1
3,8.858201414617717,8.861185983827493,pct_members_multiple,important_thresh,rolling1
4,10.407544627820815,10.411051212938006,pct_members_multiple,important_thresh,rolling1
5,10.676995621421353,10.714285714285714,pct_members_multiple,important_thresh,rolling1
2,3.4733022291342666,7.587181903864279,proj_hhi_pull_request_review_comment,important_thresh,rolling1
3,4.365482233502538,9.700491729995528,proj_hhi_pull_request_review_comment,important_thresh,rolling1
4,4.623115577889447,10.544662309368192,proj_hhi_pull_request_review_comment,important_thresh,rolling1
5,4.870920603994155,11.666666666666666,proj_hhi_pull_request_review_comment,important_thresh,rolling1
2,6.104553119730186,6.163691478612328,proj_hhi_discussion_comment,important_thresh,rolling1
3,7.8583473861720075,7.91512293701583,proj_hhi_discussion_comment,important_thresh,rolling1
4,8.802698145025294,8.858201414617717,proj_hhi_discussion_comment,important_thresh,rolling1
5,9.207419898819563,9.262377905018525,proj_hhi_discussion_comment,important_thresh,rolling1
2,8.611599297012303,8.983286908077995,proj_prob_hhi_issue_comment,important_thresh,rolling1
3,10.95890410958904,11.44244105409154,proj_prob_hhi_issue_comment,important_thresh,rolling1
4,12.658227848101266,13.278008298755188,proj_prob_hhi_issue_comment,important_thresh,rolling1
5,13.71308016877637,14.389233954451347,proj_prob_hhi_issue_comment,important_thresh,rolling1
2,7.506138197123816,7.945397269863492,proj_prob_hhi_pull_request_comment,important_thresh,rolling1
3,10.192644483362521,10.610263522884882,proj_prob_hhi_pull_request_comment,important_thresh,rolling1
4,10.838302350052613,11.433506044905009,proj_prob_hhi_pull_request_comment,important_thresh,rolling1
5,11.56677181913775,12.124352331606218,proj_prob_hhi_pull_request_comment,important_thresh,rolling1
2,5.637982195845697,6.286379511059372,proj_prob_hhi_pull_request_review,important_thresh,rolling1
3,6.86217008797654,8.201357466063348,proj_prob_hhi_pull_request_review,important_thresh,rolling1
4,6.963136337039204,8.76605248464545,proj_prob_hhi_pull_request_review,important_thresh,rolling1
5,7.238762405137186,9.201773835920177,proj_prob_hhi_pull_request_review,important_thresh,rolling1
2,6.9478908188585615,7.416502946954813,proj_prob_hhi_pull_request_review_comment,important_thresh,rolling1
3,9.143130684538056,9.726156751652502,proj_prob_hhi_pull_request_review_comment,important_thresh,rolling1
4,10.099103350637092,10.987996306555864,proj_prob_hhi_pull_request_review_comment,important_thresh,rolling1
5,10.610328638497652,11.938266000907854,proj_prob_hhi_pull_request_review_comment,important_thresh,rolling1
2,7.757107757107757,6.476121562952243,share_issue_only,important_thresh,rolling1
3,8.99581589958159,7.6923076923076925,share_issue_only,important_thresh,rolling1
4,9.735744089012517,8.22807650667629,share_issue_only,important_thresh,rolling1
5,10.34363068379035,8.82882882882883,share_issue_only,important_thresh,rolling1
2,6.282145481263776,6.541019955654102,share_pr_only,important_thresh,rolling1
3,8.087431693989071,7.962016070124179,share_pr_only,important_thresh,rolling1
4,9.05783921425973,9.261939218523878,share_pr_only,important_thresh,rolling1
5,9.639869043288469,10.043196544276457,share_pr_only,important_thresh,rolling1
2,8.049645390070923,8.144475920679886,share_issue_and_pr,important_thresh,rolling1
3,9.31545518701482,9.344146685472495,share_issue_and_pr,important_thresh,rolling1
4,10.303458009880028,10.467158412363892,share_issue_and_pr,important_thresh,rolling1
5,10.451977401129943,10.729312762973352,share_issue_and_pr,important_thresh,rolling1
2,6.2310542270124625,6.233153638814016,avg_unique_types,important_thresh,rolling1
3,8.254716981132075,8.285618053216572,avg_unique_types,important_thresh,rolling1
4,9.19811320754717,9.228696530818457,avg_unique_types,important_thresh,rolling1
5,9.939353099730457,9.96968676321994,avg_unique_types,important_thresh,rolling1
2,8.61777627576884,8.676569885212695,text_sim_ratio,important_thresh,rolling1
3,10.61528059499662,10.698616267296659,text_sim_ratio,important_thresh,rolling1
4,11.862115579587698,11.917623227548955,text_sim_ratio,important_thresh,rolling1
5,12.237998647734956,12.318596017549782,text_sim_ratio,important_thresh,rolling1
2,7.995951417004049,7.910750507099391,cos_sim_same_actor,important_thresh,rolling1
3,10.124873439082013,10.070969922271038,cos_sim_same_actor,important_thresh,rolling1
4,11.00236247046912,10.949645150388646,cos_sim_same_actor,important_thresh,rolling1
5,11.373607829902125,11.321392362284556,cos_sim_same_actor,important_thresh,rolling1
2,8.962264150943396,8.992926911417985,cos_sim_diff_actor,important_thresh,rolling1
3,11.3506231054227,11.354447439353098,cos_sim_diff_actor,important_thresh,rolling1
4,12.15897608622432,12.163072776280323,cos_sim_diff_actor,important_thresh,rolling1
5,12.933647692825867,12.93800539083558,cos_sim_diff_actor,important_thresh,rolling1
2,3.7601142313184197,2.5403028822667317,pct_merged_with_approved,important_thresh,rolling1
3,4.206049149338374,2.916869227029655,pct_merged_with_approved,important_thresh,rolling1
4,4.701457451810062,3.1599416626154593,pct_merged_with_approved,important_thresh,rolling1
5,4.9718574108818014,3.309002433090024,pct_merged_with_approved,important_thresh,rolling1
2,3.4761904761904763,2.1484375,pct_merged_with_review,important_thresh,rolling1
3,4.629192253188474,2.96692607003891,pct_merged_with_review,important_thresh,rolling1
4,5.694117647058824,3.2540067994171933,pct_merged_with_review,important_thresh,rolling1
5,5.871301080319399,3.4499514091350827,pct_merged_with_review,important_thresh,rolling1
2,7.739938080495357,6.87719298245614,avg_all_disc_count,important_thresh,rolling1
3,9.373930892918235,8.464498076250438,avg_all_disc_count,important_thresh,rolling1
4,10.054719562243502,9.157637189793778,avg_all_disc_count,important_thresh,rolling1
5,10.52991452991453,9.643605870020965,avg_all_disc_count,important_thresh,rolling1
2,8.487084870848708,6.438631790744467,response_rate,important_thresh,rolling1
3,10.39919490103992,8.350100603621732,response_rate,important_thresh,rolling1
4,11.237839651123783,9.188464118041582,response_rate,important_thresh,rolling1
5,12.110030191211003,10.090512906469996,response_rate,important_thresh,rolling1
2,8.627056059080228,8.487706298416974,mean_days_to_respond,important_thresh,rolling1
3,10.369127516778523,10.239137756820478,mean_days_to_respond,important_thresh,rolling1
4,11.618535930154467,11.544934365533491,mean_days_to_respond,important_thresh,rolling1
5,12.315436241610739,12.188552188552189,mean_days_to_respond,important_thresh,rolling1
2,7.478202548625084,7.447165380744717,pos_sentiment_avg,important_thresh,rolling1
3,9.691482226693495,9.66118752096612,pos_sentiment_avg,important_thresh,rolling1
4,10.764587525150905,10.734652801073464,pos_sentiment_avg,important_thresh,rolling1
5,11.532014750251426,11.50620597115062,pos_sentiment_avg,important_thresh,rolling1
2,7.380073800738007,7.377598926894702,neg_sentiment_avg,important_thresh,rolling1
3,9.761824890976182,9.758551307847082,neg_sentiment_avg,important_thresh,rolling1
4,11.036564911103657,11.032863849765258,neg_sentiment_avg,important_thresh,rolling1
5,11.472660181147267,11.498491451558833,neg_sentiment_avg,important_thresh,rolling1
2,7.847082494969819,7.816169070781617,ov_sentiment_avg,important_thresh,rolling1
3,10.160965794768611,10.130828581013084,ov_sentiment_avg,important_thresh,rolling1
4,11.200536552649229,11.170748071117075,ov_sentiment_avg,important_thresh,rolling1
5,11.967817633255112,11.94230124119423,ov_sentiment_avg,important_thresh,rolling1
2,7.617728531855955,6.458481192334989,avg_all_disc_exclude_opener_count,important_thresh,rolling1
3,9.381443298969073,8.094733121244255,avg_all_disc_exclude_opener_count,important_thresh,rolling1
4,10.257289879931388,9.225874867444327,avg_all_disc_exclude_opener_count,important_thresh,rolling1
5,10.95467032967033,9.774170783345095,avg_all_disc_exclude_opener_count,important_thresh,rolling1
2,7.032890132960112,0,pull_request_merged_rate_weighted,important_thresh,rolling1
3,12.443829934324231,0,pull_request_merged_rate_weighted,important_thresh,rolling1
4,15.854922279792746,0,pull_request_merged_rate_weighted,important_thresh,rolling1
5,19.080539232630485,0,pull_request_merged_rate_weighted,important_thresh,rolling1
2,14.463007159904533,0,pull_request_review_rate_weighted,important_thresh,rolling1
3,21.025154247745608,0.29615004935834155,pull_request_review_rate_weighted,important_thresh,rolling1
4,22.956273764258555,2.5086079685194296,pull_request_review_rate_weighted,important_thresh,rolling1
5,23.728007608178793,3.3906633906633905,pull_request_review_rate_weighted,important_thresh,rolling1
2,10.805084745762713,0,any_activity_rate_weighted,important_thresh,rolling1
3,16.07267645003494,0,any_activity_rate_weighted,important_thresh,rolling1
4,20.405310971348708,0,any_activity_rate_weighted,important_thresh,rolling1
5,23.679608254634488,0,any_activity_rate_weighted,important_thresh,rolling1
2,10.529845741113347,10.499832271049984,clustering_coefficient,important_thresh,rolling1
3,12.810194500335346,12.780945991278095,clustering_coefficient,important_thresh,rolling1
4,14.625964441462596,14.621059691482227,clustering_coefficient,important_thresh,rolling1
5,15.023474178403756,15.023474178403756,clustering_coefficient,important_thresh,rolling1
2,5.935919055649242,1.4363885088919288,mean_has_reviewer,important_thresh,rolling1
3,8.067226890756302,3.4859876965140124,mean_has_reviewer,important_thresh,rolling1
4,8.635752688172044,4.0669856459330145,mean_has_reviewer,important_thresh,rolling1
5,9.0329079919409,4.411764705882353,mean_has_reviewer,important_thresh,rolling1
2,3.922225947033188,3.922225947033188,mean_has_tag,important_thresh,rolling1
3,5.330204492122024,5.330204492122024,mean_has_tag,important_thresh,rolling1
4,6.268856855514583,6.268856855514583,mean_has_tag,important_thresh,rolling1
5,6.70465973851827,6.70465973851827,mean_has_tag,important_thresh,rolling1
2,6.000670465973852,4.5591686221924235,mean_has_assignee,important_thresh,rolling1
3,7.609788803218237,6.034193764666443,mean_has_assignee,important_thresh,rolling1
4,8.280254777070063,6.70465973851827,mean_has_assignee,important_thresh,rolling1
5,8.649011062688569,7.073416024136775,mean_has_assignee,important_thresh,rolling1
2,0,0,has_codeowners,important_thresh,rolling1
3,0,0,has_codeowners,important_thresh,rolling1
4,0,0,has_codeowners,important_thresh,rolling1
5,0,0,has_codeowners,important_thresh,rolling1
2,0,0,has_issue_template,important_thresh,rolling1
3,0,0,has_issue_template,important_thresh,rolling1
4,0,0,has_issue_template,important_thresh,rolling1
5,0,0,has_issue_template,important_thresh,rolling1
2,0,0,has_pr_template,important_thresh,rolling1
3,0,0,has_pr_template,important_thresh,rolling1
4,0,0,has_pr_template,important_thresh,rolling1
5,0,0,has_pr_template,important_thresh,rolling1
2,5.001689760054073,0,has_good_first_issue,important_thresh,rolling1
3,7.941872254139912,0,has_good_first_issue,important_thresh,rolling1
4,9.935789117945252,0,has_good_first_issue,important_thresh,rolling1
5,11.456573166610342,0,has_good_first_issue,important_thresh,rolling1
2,0,0,has_contributing_guide,important_thresh,rolling1
3,0,0,has_contributing_guide,important_thresh,rolling1
4,0,0,has_contributing_guide,important_thresh,rolling1
5,0,0,has_contributing_guide,important_thresh,rolling1
2,0,0,has_code_of_conduct,important_thresh,rolling1
3,0,0,has_code_of_conduct,important_thresh,rolling1
4,0,0,has_code_of_conduct,important_thresh,rolling1
5,0,0,has_code_of_conduct,important_thresh,rolling1
2,0,0,prop_tests_passed,important_thresh,rolling1
3,0,0,prop_tests_passed,important_thresh,rolling1
4,0,0,prop_tests_passed,important_thresh,rolling1
5,0,0,prop_tests_passed,important_thresh,rolling1
