qualified_sample,covar_type,outcome,category,normalize,split_folder,split_value,estimation_type,event_time,estimate,sd,ci_low,ci_high
exact1,pc_score_binary,overall_new_release_count,downstream_outcomes,TRUE,split_full_avg,high,observed,-10,0.286259980281665,0.229405968398866,-0.163375717780112,0.735895678343443
exact1,pc_score_binary,overall_new_release_count,downstream_outcomes,TRUE,split_full_avg,high,observed,-9,0.211904733407135,0.198040499641405,-0.176254645890019,0.600064112704289
exact1,pc_score_binary,overall_new_release_count,downstream_outcomes,TRUE,split_full_avg,high,observed,-8,0.251587461971719,0.171940685688546,-0.0854162819778311,0.588591205921269
exact1,pc_score_binary,overall_new_release_count,downstream_outcomes,TRUE,split_full_avg,high,observed,-7,0.519940736962058,0.258271104068608,0.0137293729875873,1.02615210093653
exact1,pc_score_binary,overall_new_release_count,downstream_outcomes,TRUE,split_full_avg,high,observed,-6,0.370535454507408,0.232791557807204,-0.0857359987947118,0.826806907809528
exact1,pc_score_binary,overall_new_release_count,downstream_outcomes,TRUE,split_full_avg,high,observed,-5,0.11868064589343,0.162054976243066,-0.198947107542979,0.436308399329839
exact1,pc_score_binary,overall_new_release_count,downstream_outcomes,TRUE,split_full_avg,high,observed,-4,-0.0158868978546496,0.163967243653492,-0.337262695415494,0.305488899706195
exact1,pc_score_binary,overall_new_release_count,downstream_outcomes,TRUE,split_full_avg,high,observed,-3,0.233454273320631,0.182543539550223,-0.124331064197806,0.591239610839068
exact1,pc_score_binary,overall_new_release_count,downstream_outcomes,TRUE,split_full_avg,high,observed,-2,0.206770214818984,0.166886699011385,-0.120327715243331,0.533868144881298
exact1,pc_score_binary,overall_new_release_count,downstream_outcomes,TRUE,split_full_avg,high,observed,-1,0,0,0,0
exact1,pc_score_binary,overall_new_release_count,downstream_outcomes,TRUE,split_full_avg,high,observed,0,0.725882620442431,0.321711311102454,0.095328450681621,1.35643679020324
exact1,pc_score_binary,overall_new_release_count,downstream_outcomes,TRUE,split_full_avg,high,observed,1,-0.0425741281930607,0.191257458758885,-0.417438747360475,0.332290490974354
exact1,pc_score_binary,overall_new_release_count,downstream_outcomes,TRUE,split_full_avg,high,observed,2,-0.151382171644649,0.168396412097385,-0.481439139355524,0.178674796066225
exact1,pc_score_binary,overall_new_release_count,downstream_outcomes,TRUE,split_full_avg,high,observed,3,0.178044358268853,0.208045450932899,-0.229724725559628,0.585813442097334
exact1,pc_score_binary,overall_new_release_count,downstream_outcomes,TRUE,split_full_avg,high,observed,4,0.946235516215443,0.563686837068547,-0.158590684438908,2.0510617168698
exact1,pc_score_binary,overall_new_release_count,downstream_outcomes,TRUE,split_full_avg,high,observed,5,0.471672930119095,0.524066183826871,-0.555496790181573,1.49884265041976
exact1,pc_score_binary,overall_new_release_count,downstream_outcomes,TRUE,split_full_avg,high,observed,6,0.0454148507869185,0.229240717426205,-0.403896955368443,0.49472665694228
exact1,pc_score_binary,overall_new_release_count,downstream_outcomes,TRUE,split_full_avg,high,observed,7,0.0678521005279875,0.205508829468872,-0.334945205231002,0.470649406286977
exact1,pc_score_binary,overall_new_release_count,downstream_outcomes,TRUE,split_full_avg,high,observed,8,0.249519277154606,0.24962868622183,-0.23975294784018,0.738791502149392
exact1,pc_score_binary,overall_new_release_count,downstream_outcomes,TRUE,split_full_avg,high,observed,9,-0.0934083932992936,0.397984458770096,-0.873457932488683,0.686641145890095
exact1,pc_score_binary,overall_new_release_count,downstream_outcomes,TRUE,split_full_avg,high,observed,10,0.229751161831677,0.779927680433006,-1.29890709181701,1.75840941548037
exact1,pc_score_binary,overall_new_release_count,downstream_outcomes,TRUE,split_full_avg,high,observed,11,-0.928141609226544,0.758445120660995,-2.41469404572209,0.558410827269007
exact1,pc_score_binary,overall_new_release_count,downstream_outcomes,TRUE,split_full_avg,low,observed,-15,0.224381753954718,0.344894443342784,-0.451611354997138,0.900374862906574
exact1,pc_score_binary,overall_new_release_count,downstream_outcomes,TRUE,split_full_avg,low,observed,-14,0.245884429709103,0.317718311902334,-0.376843461619472,0.868612321037677
exact1,pc_score_binary,overall_new_release_count,downstream_outcomes,TRUE,split_full_avg,low,observed,-13,0.321672579152773,0.28343493318914,-0.233859889897942,0.877205048203487
exact1,pc_score_binary,overall_new_release_count,downstream_outcomes,TRUE,split_full_avg,low,observed,-12,0.234986687091908,0.243504250743807,-0.242281644365953,0.712255018549769
exact1,pc_score_binary,overall_new_release_count,downstream_outcomes,TRUE,split_full_avg,low,observed,-11,0.23317559679351,0.221413651954947,-0.200795161038186,0.667146354625206
exact1,pc_score_binary,overall_new_release_count,downstream_outcomes,TRUE,split_full_avg,low,observed,-10,0.22299767736108,0.20077466098686,-0.170520658173165,0.616516012895325
exact1,pc_score_binary,overall_new_release_count,downstream_outcomes,TRUE,split_full_avg,low,observed,-9,0.18237154936603,0.178224751326096,-0.166948963233118,0.531692061965178
exact1,pc_score_binary,overall_new_release_count,downstream_outcomes,TRUE,split_full_avg,low,observed,-8,0.219201189096875,0.16664799073737,-0.107428872748371,0.54583125094212
exact1,pc_score_binary,overall_new_release_count,downstream_outcomes,TRUE,split_full_avg,low,observed,-7,0.237740767347785,0.286187415943168,-0.323186567900825,0.798668102596394
exact1,pc_score_binary,overall_new_release_count,downstream_outcomes,TRUE,split_full_avg,low,observed,-6,0.251113713726522,0.236866938318149,-0.21314548537705,0.715372912830093
exact1,pc_score_binary,overall_new_release_count,downstream_outcomes,TRUE,split_full_avg,low,observed,-5,-0.202881888544109,0.16140502062932,-0.519235728977576,0.113471951889358
exact1,pc_score_binary,overall_new_release_count,downstream_outcomes,TRUE,split_full_avg,low,observed,-4,-0.277656508511316,0.161445085449618,-0.594088875992567,0.0387758589699347
exact1,pc_score_binary,overall_new_release_count,downstream_outcomes,TRUE,split_full_avg,low,observed,-3,-0.34151045092115,0.162755530967198,-0.660511291616858,-0.0225096102254424
exact1,pc_score_binary,overall_new_release_count,downstream_outcomes,TRUE,split_full_avg,low,observed,-2,-0.211078685603561,0.155087214509508,-0.515049626042197,0.0928922548350747
exact1,pc_score_binary,overall_new_release_count,downstream_outcomes,TRUE,split_full_avg,low,observed,-1,0,0,0,0
exact1,pc_score_binary,overall_new_release_count,downstream_outcomes,TRUE,split_full_avg,low,observed,0,-0.467955347270622,0.164769438888635,-0.790903447492346,-0.145007247048898
exact1,pc_score_binary,overall_new_release_count,downstream_outcomes,TRUE,split_full_avg,low,observed,1,-0.78940886639938,0.179096481222544,-1.14043796959557,-0.438379763203193
exact1,pc_score_binary,overall_new_release_count,downstream_outcomes,TRUE,split_full_avg,low,observed,2,-0.969795311601951,0.155924764012132,-1.27540784906573,-0.664182774138173
exact1,pc_score_binary,overall_new_release_count,downstream_outcomes,TRUE,split_full_avg,low,observed,3,-1.10974919264919,0.185624629457264,-1.47357346638543,-0.745924918912956
exact1,pc_score_binary,overall_new_release_count,downstream_outcomes,TRUE,split_full_avg,low,observed,4,-1.20273309366056,0.196499696202255,-1.58787249821698,-0.817593689104144
exact1,pc_score_binary,overall_new_release_count,downstream_outcomes,TRUE,split_full_avg,low,observed,5,-1.21565358641471,0.214187609242129,-1.63546130052928,-0.795845872300141
exact1,pc_score_binary,overall_new_release_count,downstream_outcomes,TRUE,split_full_avg,low,observed,6,-1.20721131152938,0.243308957079855,-1.6840968674059,-0.730325755652865
exact1,pc_score_binary,overall_new_release_count,downstream_outcomes,TRUE,split_full_avg,low,observed,7,-1.21048467787412,0.276830580476917,-1.75307261560887,-0.667896740139358
exact1,pc_score_binary,overall_new_release_count,downstream_outcomes,TRUE,split_full_avg,low,observed,8,-1.45269001501497,0.304221657393709,-2.04896446350664,-0.856415566523305
exact1,pc_score_binary,overall_new_release_count,downstream_outcomes,TRUE,split_full_avg,low,observed,9,-1.26912699381637,0.35023008813866,-1.95557796656814,-0.582676021064592
exact1,pc_score_binary,overall_new_release_count,downstream_outcomes,TRUE,split_full_avg,low,observed,10,-1.56589169796393,0.381739276967441,-2.31410068082011,-0.817682715107744
exact1,pc_score_binary,overall_new_release_count,downstream_outcomes,TRUE,split_full_avg,low,observed,11,-1.75881503630514,0.542954330020453,-2.82300552314522,-0.694624549465049
exact1,pc_score_binary,pull_request_opened,github_outcomes,TRUE,split_period1,high,observed,-15,-1.85176550102454,0.941882116156199,-3.69785444869069,-0.00567655335839223
exact1,pc_score_binary,pull_request_opened,github_outcomes,TRUE,split_period1,high,observed,-14,-2.14588544102837,0.588540600095121,-3.29942501721481,-0.992345864841937
exact1,pc_score_binary,pull_request_opened,github_outcomes,TRUE,split_period1,high,observed,-13,-0.0527851803836528,0.511216743135026,-1.0547699969283,0.949199636160997
exact1,pc_score_binary,pull_request_opened,github_outcomes,TRUE,split_period1,high,observed,-12,-0.16439921993248,0.559433065192436,-1.26088802770965,0.932089587844693
exact1,pc_score_binary,pull_request_opened,github_outcomes,TRUE,split_period1,high,observed,-11,0.777995795299983,0.633341622729294,-0.463353785249433,2.0193453758494
exact1,pc_score_binary,pull_request_opened,github_outcomes,TRUE,split_period1,high,observed,-10,0.873804233413073,0.594514898990699,-0.291444968608697,2.03905343543484
exact1,pc_score_binary,pull_request_opened,github_outcomes,TRUE,split_period1,high,observed,-9,0.74742859219769,0.588098434146909,-0.405244338730251,1.90010152312563
exact1,pc_score_binary,pull_request_opened,github_outcomes,TRUE,split_period1,high,observed,-8,0.64664959607049,0.552327632507608,-0.43591256364442,1.7292117557854
exact1,pc_score_binary,pull_request_opened,github_outcomes,TRUE,split_period1,high,observed,-7,0.259285239273561,0.30253354941049,-0.333680517570999,0.852250996118121
exact1,pc_score_binary,pull_request_opened,github_outcomes,TRUE,split_period1,high,observed,-6,0.308320786449538,0.34464284746824,-0.367179194588213,0.983820767487289
exact1,pc_score_binary,pull_request_opened,github_outcomes,TRUE,split_period1,high,observed,-5,0.0574580522117804,0.207689300546393,-0.34961297685915,0.464529081282711
exact1,pc_score_binary,pull_request_opened,github_outcomes,TRUE,split_period1,high,observed,-4,0.090959847497666,0.172649015808583,-0.247432223487156,0.429351918482488
exact1,pc_score_binary,pull_request_opened,github_outcomes,TRUE,split_period1,high,observed,-3,0.226771084158717,0.164480346896861,-0.0956103957591319,0.549152564076565
exact1,pc_score_binary,pull_request_opened,github_outcomes,TRUE,split_period1,high,observed,-2,0.424738798225766,0.141081393742449,0.148219266490567,0.701258329960966
exact1,pc_score_binary,pull_request_opened,github_outcomes,TRUE,split_period1,high,observed,-1,0,0,0,0
exact1,pc_score_binary,pull_request_opened,github_outcomes,TRUE,split_period1,high,observed,0,0.269165816037099,0.237806145844829,-0.196934229818765,0.735265861892963
exact1,pc_score_binary,pull_request_opened,github_outcomes,TRUE,split_period1,high,observed,1,0.0282814742926475,0.196969021315988,-0.357777807486688,0.414340756071983
exact1,pc_score_binary,pull_request_opened,github_outcomes,TRUE,split_period1,high,observed,2,-0.16677114320783,0.167645856011777,-0.495357020990914,0.161814734575253
exact1,pc_score_binary,pull_request_opened,github_outcomes,TRUE,split_period1,high,observed,3,-0.262602396114085,0.198713428884212,-0.65208071672714,0.12687592449897
exact1,pc_score_binary,pull_request_opened,github_outcomes,TRUE,split_period1,high,observed,4,-0.114088048124501,0.310103500626016,-0.721890909351493,0.493714813102491
exact1,pc_score_binary,pull_request_opened,github_outcomes,TRUE,split_period1,high,observed,5,-0.245953921061616,0.261885697972962,-0.759249889088621,0.267342046965389
exact1,pc_score_binary,pull_request_opened,github_outcomes,TRUE,split_period1,high,observed,6,-0.2362924710678,0.248222140475642,-0.722807866400057,0.250222924264458
exact1,pc_score_binary,pull_request_opened,github_outcomes,TRUE,split_period1,high,observed,7,-0.257505652878458,0.302508172213131,-0.850421670416195,0.335410364659279
exact1,pc_score_binary,pull_request_opened,github_outcomes,TRUE,split_period1,high,observed,8,-0.195987784107727,0.355966548819807,-0.893682219794549,0.501706651579095
exact1,pc_score_binary,pull_request_opened,github_outcomes,TRUE,split_period1,high,observed,9,-0.223769429384091,0.482185106031726,-1.16885223720627,0.721313378438092
exact1,pc_score_binary,pull_request_opened,github_outcomes,TRUE,split_period1,high,observed,10,-0.305082295799826,0.456181642948004,-1.19919831597791,0.589033724378263
exact1,pc_score_binary,pull_request_opened,github_outcomes,TRUE,split_period1,high,observed,11,-0.945524308271006,0.63124183247385,-2.18275829991975,0.29170968337774
exact1,pc_score_binary,pull_request_opened,github_outcomes,TRUE,split_period1,low,observed,-14,0.778947913282023,0.976596285913181,-1.13518080710781,2.69307663367186
exact1,pc_score_binary,pull_request_opened,github_outcomes,TRUE,split_period1,low,observed,-13,2.03270865892336,0.777221116246921,0.509355271079397,3.55606204676733
exact1,pc_score_binary,pull_request_opened,github_outcomes,TRUE,split_period1,low,observed,-12,0.168024895241219,0.363131226563825,-0.543712308823879,0.879762099306317
exact1,pc_score_binary,pull_request_opened,github_outcomes,TRUE,split_period1,low,observed,-11,0.779224068296306,0.732975622214686,-0.657408151244478,2.21585628783709
exact1,pc_score_binary,pull_request_opened,github_outcomes,TRUE,split_period1,low,observed,-10,0.358847761613204,0.448656456781593,-0.520518893678718,1.23821441690513
exact1,pc_score_binary,pull_request_opened,github_outcomes,TRUE,split_period1,low,observed,-9,0.891777589578932,0.678299540445447,-0.437689509694145,2.22124468885201
exact1,pc_score_binary,pull_request_opened,github_outcomes,TRUE,split_period1,low,observed,-8,0.317501628401741,0.334074463129416,-0.337284319331914,0.972287576135395
exact1,pc_score_binary,pull_request_opened,github_outcomes,TRUE,split_period1,low,observed,-7,1.1029744736305,0.450432439322646,0.220126892558118,1.98582205470289
exact1,pc_score_binary,pull_request_opened,github_outcomes,TRUE,split_period1,low,observed,-6,0.954346804595027,0.314342974749365,0.338234574086271,1.57045903510378
exact1,pc_score_binary,pull_request_opened,github_outcomes,TRUE,split_period1,low,observed,-5,0.422233095444198,0.209477320212748,0.0116575478272112,0.832808643061185
exact1,pc_score_binary,pull_request_opened,github_outcomes,TRUE,split_period1,low,observed,-4,0.295833820042253,0.204379044240603,-0.104749106669329,0.696416746753834
exact1,pc_score_binary,pull_request_opened,github_outcomes,TRUE,split_period1,low,observed,-3,0.195779953652591,0.204485524463671,-0.205011674296204,0.596571581601386
exact1,pc_score_binary,pull_request_opened,github_outcomes,TRUE,split_period1,low,observed,-2,0.163358358976556,0.179441773367388,-0.188347516823525,0.515064234776636
exact1,pc_score_binary,pull_request_opened,github_outcomes,TRUE,split_period1,low,observed,-1,0,0,0,0
exact1,pc_score_binary,pull_request_opened,github_outcomes,TRUE,split_period1,low,observed,0,-0.278138276621342,0.297789724415898,-0.861806136476502,0.305529583233818
exact1,pc_score_binary,pull_request_opened,github_outcomes,TRUE,split_period1,low,observed,1,-0.82445619378565,0.31284487220705,-1.43763214331147,-0.211280244259833
exact1,pc_score_binary,pull_request_opened,github_outcomes,TRUE,split_period1,low,observed,2,-0.846337942372841,0.367879605979176,-1.56738197009203,-0.125293914653657
exact1,pc_score_binary,pull_request_opened,github_outcomes,TRUE,split_period1,low,observed,3,-1.12718810540539,0.312773607772215,-1.74022437663893,-0.514151834171849
exact1,pc_score_binary,pull_request_opened,github_outcomes,TRUE,split_period1,low,observed,4,-1.1786981245717,0.326230451344797,-1.8181098092075,-0.539286439935892
exact1,pc_score_binary,pull_request_opened,github_outcomes,TRUE,split_period1,low,observed,5,-1.27130642176242,0.325845014271485,-1.90996264973453,-0.632650193790312
exact1,pc_score_binary,pull_request_opened,github_outcomes,TRUE,split_period1,low,observed,6,-1.21985152009698,0.439707355182985,-2.08167793625563,-0.358025103938328
exact1,pc_score_binary,pull_request_opened,github_outcomes,TRUE,split_period1,low,observed,7,-1.61883970694164,0.509447048167774,-2.61735592135048,-0.620323492532804
exact1,pc_score_binary,pull_request_opened,github_outcomes,TRUE,split_period1,low,observed,8,-2.29073458446177,0.51228125628603,-3.29480584678239,-1.28666332214115
exact1,pc_score_binary,pull_request_opened,github_outcomes,TRUE,split_period1,low,observed,9,-2.43911202232775,0.722873450204434,-3.85594398472844,-1.02228005992706
exact1,pc_score_binary,pull_request_opened,github_outcomes,TRUE,split_period1,low,observed,10,-2.2545267067164,0.52829429565574,-3.28998352620165,-1.21906988723115
exact1,pc_score_binary,pull_request_opened,github_outcomes,TRUE,split_period1,low,observed,11,-1.94477553990246,0.441824045360695,-2.81075066880942,-1.0788004109955
exact1,pc_score_binary,pull_request_merged,github_outcomes,TRUE,split_period1,high,observed,-15,-0.717219374040011,0.542590670480671,-1.78069708818213,0.346258340102104
exact1,pc_score_binary,pull_request_merged,github_outcomes,TRUE,split_period1,high,observed,-14,-0.91887821575704,0.495778767187919,-1.89060459944536,0.0528481679312814
exact1,pc_score_binary,pull_request_merged,github_outcomes,TRUE,split_period1,high,observed,-13,0.43011496505741,0.706665681792231,-0.954949771255363,1.81517970137018
exact1,pc_score_binary,pull_request_merged,github_outcomes,TRUE,split_period1,high,observed,-12,0.811104241209801,0.540020377579778,-0.247335698846564,1.86954418126617
exact1,pc_score_binary,pull_request_merged,github_outcomes,TRUE,split_period1,high,observed,-11,0.874926982413304,0.559940257709155,-0.22255592269664,1.97240988752325
exact1,pc_score_binary,pull_request_merged,github_outcomes,TRUE,split_period1,high,observed,-10,1.96602337393174,0.850450767995987,0.299139868659609,3.63290687920388
exact1,pc_score_binary,pull_request_merged,github_outcomes,TRUE,split_period1,high,observed,-9,0.777026875987209,0.468832748797883,-0.141885311656642,1.69593906363106
exact1,pc_score_binary,pull_request_merged,github_outcomes,TRUE,split_period1,high,observed,-8,0.303336276922272,0.365442607514021,-0.412931233805208,1.01960378764975
exact1,pc_score_binary,pull_request_merged,github_outcomes,TRUE,split_period1,high,observed,-7,0.46549700614203,0.307747934269478,-0.137688945026147,1.06868295731021
exact1,pc_score_binary,pull_request_merged,github_outcomes,TRUE,split_period1,high,observed,-6,0.457511693443852,0.354810617002601,-0.237917115881245,1.15294050276895
exact1,pc_score_binary,pull_request_merged,github_outcomes,TRUE,split_period1,high,observed,-5,0.0933709136495725,0.205398713158088,-0.309210564140279,0.495952391439424
exact1,pc_score_binary,pull_request_merged,github_outcomes,TRUE,split_period1,high,observed,-4,0.143907984668985,0.167589822587404,-0.184568067602327,0.472384036940297
exact1,pc_score_binary,pull_request_merged,github_outcomes,TRUE,split_period1,high,observed,-3,0.379714533347143,0.163348741538786,0.0595509999311223,0.699878066763163
exact1,pc_score_binary,pull_request_merged,github_outcomes,TRUE,split_period1,high,observed,-2,0.435625473410957,0.140227844860104,0.160778897485152,0.710472049336761
exact1,pc_score_binary,pull_request_merged,github_outcomes,TRUE,split_period1,high,observed,-1,0,0,0,0
exact1,pc_score_binary,pull_request_merged,github_outcomes,TRUE,split_period1,high,observed,0,0.653445952749618,0.210849521600231,0.240180890413164,1.06671101508607
exact1,pc_score_binary,pull_request_merged,github_outcomes,TRUE,split_period1,high,observed,1,0.458825229579823,0.203247238210181,0.0604606426878677,0.857189816471778
exact1,pc_score_binary,pull_request_merged,github_outcomes,TRUE,split_period1,high,observed,2,0.313178136033339,0.325720114936514,-0.325233289242228,0.951589561308907
exact1,pc_score_binary,pull_request_merged,github_outcomes,TRUE,split_period1,high,observed,3,0.134896055124127,0.242822828911204,-0.341036689541833,0.610828799790087
exact1,pc_score_binary,pull_request_merged,github_outcomes,TRUE,split_period1,high,observed,4,0.526621320260153,0.418271457421499,-0.293190736285985,1.34643337680629
exact1,pc_score_binary,pull_request_merged,github_outcomes,TRUE,split_period1,high,observed,5,-0.0152449423434477,0.292158142454502,-0.587874901554271,0.557385016867376
exact1,pc_score_binary,pull_request_merged,github_outcomes,TRUE,split_period1,high,observed,6,-0.222877419563334,0.250006777452547,-0.712890703370326,0.267135864243658
exact1,pc_score_binary,pull_request_merged,github_outcomes,TRUE,split_period1,high,observed,7,-0.279294057303858,0.277716621830509,-0.823618636091656,0.26503052148394
exact1,pc_score_binary,pull_request_merged,github_outcomes,TRUE,split_period1,high,observed,8,0.154754260562542,0.375705820962561,-0.581629148524077,0.891137669649161
exact1,pc_score_binary,pull_request_merged,github_outcomes,TRUE,split_period1,high,observed,9,-0.0283174435807918,0.403949254875254,-0.820057983136289,0.763423095974705
exact1,pc_score_binary,pull_request_merged,github_outcomes,TRUE,split_period1,high,observed,10,-0.352595848981695,0.385387849698334,-1.10795603439043,0.40276433642704
exact1,pc_score_binary,pull_request_merged,github_outcomes,TRUE,split_period1,high,observed,11,-1.01370944526824,0.604909927992247,-2.19933290413304,0.171914013596565
exact1,pc_score_binary,pull_request_merged,github_outcomes,TRUE,split_period1,low,observed,-14,0.26026340913699,0.537282237399214,-0.792809776165469,1.31333659443945
exact1,pc_score_binary,pull_request_merged,github_outcomes,TRUE,split_period1,low,observed,-13,1.05634716658094,0.518733598523522,0.0396293134748402,2.07306501968705
exact1,pc_score_binary,pull_request_merged,github_outcomes,TRUE,split_period1,low,observed,-12,-0.280240669732522,0.386257451335073,-1.03730527434926,0.47682393488422
exact1,pc_score_binary,pull_request_merged,github_outcomes,TRUE,split_period1,low,observed,-11,-0.113546824769186,0.426041939912889,-0.948589026998449,0.721495377460076
exact1,pc_score_binary,pull_request_merged,github_outcomes,TRUE,split_period1,low,observed,-10,0.150579266980438,0.419142486719136,-0.670940006989068,0.972098540949943
exact1,pc_score_binary,pull_request_merged,github_outcomes,TRUE,split_period1,low,observed,-9,0.412380769520095,0.453930385022001,-0.477322785123026,1.30208432416322
exact1,pc_score_binary,pull_request_merged,github_outcomes,TRUE,split_period1,low,observed,-8,0.079580831198116,0.375003176023934,-0.655425393808794,0.814587056205026
exact1,pc_score_binary,pull_request_merged,github_outcomes,TRUE,split_period1,low,observed,-7,0.625000989785859,0.355792163562098,-0.0723516507958529,1.32235363036757
exact1,pc_score_binary,pull_request_merged,github_outcomes,TRUE,split_period1,low,observed,-6,0.852362859109145,0.381294741001172,0.105025166746848,1.59970055147144
exact1,pc_score_binary,pull_request_merged,github_outcomes,TRUE,split_period1,low,observed,-5,0.15692669010644,0.224700357106227,-0.283486009821765,0.597339390034645
exact1,pc_score_binary,pull_request_merged,github_outcomes,TRUE,split_period1,low,observed,-4,0.119050972952748,0.227184331062302,-0.326230315929364,0.564332261834859
exact1,pc_score_binary,pull_request_merged,github_outcomes,TRUE,split_period1,low,observed,-3,-0.134344646324161,0.213454887532199,-0.552716225887271,0.284026933238949
exact1,pc_score_binary,pull_request_merged,github_outcomes,TRUE,split_period1,low,observed,-2,-0.121082364910699,0.18320515671659,-0.480164472075216,0.237999742253818
exact1,pc_score_binary,pull_request_merged,github_outcomes,TRUE,split_period1,low,observed,-1,0,0,0,0
exact1,pc_score_binary,pull_request_merged,github_outcomes,TRUE,split_period1,low,observed,0,-0.734063341895195,0.185559173810145,-1.09775932256308,-0.370367361227311
exact1,pc_score_binary,pull_request_merged,github_outcomes,TRUE,split_period1,low,observed,1,-1.53674309741819,0.14568228323537,-1.82228037255951,-1.25120582227686
exact1,pc_score_binary,pull_request_merged,github_outcomes,TRUE,split_period1,low,observed,2,-1.67292770638773,0.199486040473275,-2.06392034571534,-1.28193506706011
exact1,pc_score_binary,pull_request_merged,github_outcomes,TRUE,split_period1,low,observed,3,-1.65268275411663,0.237902001539879,-2.11897067713479,-1.18639483109847
exact1,pc_score_binary,pull_request_merged,github_outcomes,TRUE,split_period1,low,observed,4,-1.47759170363137,0.360794356121635,-2.18474864162978,-0.770434765632968
exact1,pc_score_binary,pull_request_merged,github_outcomes,TRUE,split_period1,low,observed,5,-1.66916710488188,0.324075363070301,-2.30435481649967,-1.03397939326409
exact1,pc_score_binary,pull_request_merged,github_outcomes,TRUE,split_period1,low,observed,6,-1.91893072641277,0.434944750064243,-2.77142243653868,-1.06643901628685
exact1,pc_score_binary,pull_request_merged,github_outcomes,TRUE,split_period1,low,observed,7,-2.23508844858117,0.503375537661925,-3.22170450239855,-1.2484723947638
exact1,pc_score_binary,pull_request_merged,github_outcomes,TRUE,split_period1,low,observed,8,-2.43141007639824,0.538860283781714,-3.4875762326104,-1.37524392018608
exact1,pc_score_binary,pull_request_merged,github_outcomes,TRUE,split_period1,low,observed,9,-2.7481483389067,0.573063912176124,-3.87135360677191,-1.6249430710415
exact1,pc_score_binary,pull_request_merged,github_outcomes,TRUE,split_period1,low,observed,10,-2.89368721891031,0.57023899438202,-4.01135564789907,-1.77601878992155
exact1,pc_score_binary,pull_request_merged,github_outcomes,TRUE,split_period1,low,observed,11,-2.53507586648911,0.501006899013628,-3.51704938855582,-1.5531023444224
exact1,pc_score_binary,overall_new_release_count,downstream_outcomes,TRUE,split_period1,high,observed,-15,0.222239302832857,0.356855204155058,-0.477196897311057,0.921675502976771
exact1,pc_score_binary,overall_new_release_count,downstream_outcomes,TRUE,split_period1,high,observed,-14,0.551971013099713,0.292322127216471,-0.0209803562445712,1.124922382444
exact1,pc_score_binary,overall_new_release_count,downstream_outcomes,TRUE,split_period1,high,observed,-13,0.492964169846189,0.248156037869624,0.00657833562172527,0.979350004070652
exact1,pc_score_binary,overall_new_release_count,downstream_outcomes,TRUE,split_period1,high,observed,-12,0.614283309212299,0.214898397900326,0.193082449327661,1.03548416909694
exact1,pc_score_binary,overall_new_release_count,downstream_outcomes,TRUE,split_period1,high,observed,-11,0.582901020483685,0.196066596791192,0.19861049077295,0.96719155019442
exact1,pc_score_binary,overall_new_release_count,downstream_outcomes,TRUE,split_period1,high,observed,-10,0.594771971386984,0.179274832297526,0.243393300083833,0.946150642690136
exact1,pc_score_binary,overall_new_release_count,downstream_outcomes,TRUE,split_period1,high,observed,-9,0.394446378606695,0.161880325497537,0.077160940631522,0.711731816581868
exact1,pc_score_binary,overall_new_release_count,downstream_outcomes,TRUE,split_period1,high,observed,-8,0.3847658194906,0.150485937334805,0.0898133823143814,0.679718256666819
exact1,pc_score_binary,overall_new_release_count,downstream_outcomes,TRUE,split_period1,high,observed,-7,0.463807275590859,0.263460912861649,-0.0525761136179731,0.980190664799691
exact1,pc_score_binary,overall_new_release_count,downstream_outcomes,TRUE,split_period1,high,observed,-6,0.305447758367652,0.236322204774741,-0.157743762990842,0.768639279726145
exact1,pc_score_binary,overall_new_release_count,downstream_outcomes,TRUE,split_period1,high,observed,-5,0.0718047814717519,0.1518788993971,-0.225877861346563,0.369487424290067
exact1,pc_score_binary,overall_new_release_count,downstream_outcomes,TRUE,split_period1,high,observed,-4,0.141195183382776,0.156226010167023,-0.16500779654459,0.447398163310141
exact1,pc_score_binary,overall_new_release_count,downstream_outcomes,TRUE,split_period1,high,observed,-3,0.279327828337873,0.164415914041492,-0.0429273631834513,0.601583019859197
exact1,pc_score_binary,overall_new_release_count,downstream_outcomes,TRUE,split_period1,high,observed,-2,0.211353171331025,0.156780528002114,-0.0959366635531191,0.518643006215169
exact1,pc_score_binary,overall_new_release_count,downstream_outcomes,TRUE,split_period1,high,observed,-1,0,0,0,0
exact1,pc_score_binary,overall_new_release_count,downstream_outcomes,TRUE,split_period1,high,observed,0,0.577172831322282,0.287871666868215,0.0129443642605798,1.14140129838398
exact1,pc_score_binary,overall_new_release_count,downstream_outcomes,TRUE,split_period1,high,observed,1,0.00294091671010066,0.219317040143512,-0.426920481971183,0.432802315391384
exact1,pc_score_binary,overall_new_release_count,downstream_outcomes,TRUE,split_period1,high,observed,2,-0.259663543718409,0.17161443319978,-0.596027832789977,0.0767007453531599
exact1,pc_score_binary,overall_new_release_count,downstream_outcomes,TRUE,split_period1,high,observed,3,-0.181411667206078,0.186933346382685,-0.547801026116141,0.184977691703985
exact1,pc_score_binary,overall_new_release_count,downstream_outcomes,TRUE,split_period1,high,observed,4,-0.167094137752753,0.203802331897022,-0.566546708270916,0.232358432765409
exact1,pc_score_binary,overall_new_release_count,downstream_outcomes,TRUE,split_period1,high,observed,5,-0.44334432190074,0.183005160133854,-0.802034435763093,-0.0846542080383864
