dataset,rolling,category,outcome,normalize,method,covar,split_value,event_time,estimate,sd,ci_low,ci_high
important_thresh_exact1,rolling5,github_outcomes,pull_request_opened,TRUE,cs,"","",-17,0.146238007634822,0.226477858575164,-0.495306891363121,0.787782906632766
important_thresh_exact1,rolling5,github_outcomes,pull_request_opened,TRUE,cs,"","",-16,-0.18070656409244,0.118287463368499,-0.515780019912324,0.154366891727443
important_thresh_exact1,rolling5,github_outcomes,pull_request_opened,TRUE,cs,"","",-15,0.238229540278569,0.258119757159134,-0.492947514193059,0.969406594750198
important_thresh_exact1,rolling5,github_outcomes,pull_request_opened,TRUE,cs,"","",-14,0.0259910436373701,0.125549565914686,-0.329653804343393,0.381635891618134
important_thresh_exact1,rolling5,github_outcomes,pull_request_opened,TRUE,cs,"","",-13,-0.020155831179203,0.125256313254734,-0.37496998096592,0.334658318607515
important_thresh_exact1,rolling5,github_outcomes,pull_request_opened,TRUE,cs,"","",-12,0.352587976914365,0.264496032409295,-0.396651182555445,1.10182713638418
important_thresh_exact1,rolling5,github_outcomes,pull_request_opened,TRUE,cs,"","",-11,0.249201977797932,0.269790559702142,-0.515035014125349,1.01343896972121
important_thresh_exact1,rolling5,github_outcomes,pull_request_opened,TRUE,cs,"","",-10,-0.157261588035012,0.364263640055062,-1.18911292060221,0.874589744532187
important_thresh_exact1,rolling5,github_outcomes,pull_request_opened,TRUE,cs,"","",-9,0.217433201027162,0.214866736026658,-0.391220816321256,0.826087218375579
important_thresh_exact1,rolling5,github_outcomes,pull_request_opened,TRUE,cs,"","",-8,-0.195587934275502,0.413552585784051,-1.36706029606099,0.975884427509989
important_thresh_exact1,rolling5,github_outcomes,pull_request_opened,TRUE,cs,"","",-7,0.127939622117504,0.12140488347667,-0.21596456435752,0.471843808592529
important_thresh_exact1,rolling5,github_outcomes,pull_request_opened,TRUE,cs,"","",-6,-0.457537787625555,0.126028361464612,-0.814538922020586,-0.100536653230525
important_thresh_exact1,rolling5,github_outcomes,pull_request_opened,TRUE,cs,"","",-5,0.0111913743451144,0.0864224746390027,-0.23361797749283,0.256000726183058
important_thresh_exact1,rolling5,github_outcomes,pull_request_opened,TRUE,cs,"","",-4,-0.0446676425527014,0.0750573521437202,-0.257282958253044,0.167947673147642
important_thresh_exact1,rolling5,github_outcomes,pull_request_opened,TRUE,cs,"","",-3,-0.115628903365609,0.0671312974905611,-0.30579204663769,0.0745342399064717
important_thresh_exact1,rolling5,github_outcomes,pull_request_opened,TRUE,cs,"","",-2,0.111760358733351,0.0658647714136092,-0.0748150901423409,0.298335807609042
important_thresh_exact1,rolling5,github_outcomes,pull_request_opened,TRUE,cs,"","",-1,-0.163581323141213,0.061775930148824,-0.338574292066156,0.0114116457837301
important_thresh_exact1,rolling5,github_outcomes,pull_request_opened,TRUE,cs,"","",0,-0.0868228679152623,0.0653859550100606,-0.272041971304531,0.0983962354740064
important_thresh_exact1,rolling5,github_outcomes,pull_request_opened,TRUE,cs,"","",1,-0.564343148424208,0.0648376507661324,-0.748009067793617,-0.3806772290548
important_thresh_exact1,rolling5,github_outcomes,pull_request_opened,TRUE,cs,"","",2,-0.590828381247592,0.0739860022871679,-0.800408879152335,-0.381247883342849
important_thresh_exact1,rolling5,github_outcomes,pull_request_opened,TRUE,cs,"","",3,-0.702755925454008,0.086878003892399,-0.948855657158219,-0.456656193749797
important_thresh_exact1,rolling5,github_outcomes,pull_request_opened,TRUE,cs,"","",4,-0.78323481999264,0.0988983911105469,-1.06338475930787,-0.503084880677412
important_thresh_exact1,rolling5,github_outcomes,pull_request_opened,TRUE,cs,"","",5,-0.870292895722123,0.143077381768231,-1.27558887040535,-0.4649969210389
important_thresh_exact1,rolling5,github_outcomes,pull_request_opened,TRUE,cs,"","",6,-0.754911661460409,0.25516771878833,-1.47772646290496,-0.0320968600158547
important_thresh_exact1,rolling5,github_outcomes,pull_request_opened,TRUE,cs,"","",7,-0.843639173868471,0.266131343955111,-1.59751068807305,-0.0897676596638959
important_thresh_exact1,rolling5,github_outcomes,pull_request_opened,TRUE,cs,"","",8,-1.06035642922173,0.203724450912143,-1.63744764293288,-0.483265215510585
important_thresh_exact1,rolling5,github_outcomes,pull_request_opened,TRUE,cs,"","",9,-1.26134910762734,0.176914674576306,-1.76249614136548,-0.760202073889191
important_thresh_exact1,rolling5,github_outcomes,pull_request_opened,TRUE,cs,"","",10,-1.42431990100133,0.197142318793923,-1.98276587799246,-0.865873924010192
important_thresh_exact1,rolling5,github_outcomes,pull_request_opened,TRUE,cs,"","",11,-1.48204226070502,0.227612333443449,-2.12680079201726,-0.837283729392775
important_thresh_exact1,rolling5,github_outcomes,pull_request_opened,TRUE,cs,"","",12,-1.50036939163489,0.281350432189258,-2.29735208891689,-0.703386694352889
important_thresh_exact1,rolling5,github_outcomes,pull_request_opened,TRUE,cs,"","",13,-1.92115424837068,0.530002522392236,-3.42249489524869,-0.419813601492672
important_thresh_exact1,rolling5,github_outcomes,pull_request_opened,TRUE,sa,"","",-18,-0.0983486606875395,0.213026172869958,-0.515879959512658,0.319182638137579
important_thresh_exact1,rolling5,github_outcomes,pull_request_opened,TRUE,sa,"","",-17,-0.0532831476223819,0.172090434384048,-0.390580399015116,0.284014103770352
important_thresh_exact1,rolling5,github_outcomes,pull_request_opened,TRUE,sa,"","",-16,-0.324439131195575,0.183675751765228,-0.684443604655421,0.0355653422642717
