File:  output/analysis/event_study_forest/important_degree_top3/rolling5/exact2/nevertreated/pc_score/pull_request_merged_repo_att_event_study_forest.parquet 
MD5:   292f4d353c866d4291e32a9009e48b4f 
Key:   outcome repo_name repo_id 
 
 ================================================================================================= 
 variable_name                       type     N  uniqueN    mean       sd        min        max    
 ------------------------------------------------------------------------------------------------- 
 outcome                           character 480    1                                              
 repo_name                         character 480   480                                             
 repo_id                            numeric  480         12,016.770 6,453.984    101      23,014   
 att                                numeric  480           -1.121     4.667    -47.284     8.231   
 att_group                         character 480    2                                              
 att_dr                             numeric  479           0.799     103.965  -1,675.212  701.814  
 att_dr_group                      character 479    3                                              
 event_time-5                       numeric  480           0.298      1.452     -6.661     8.380   
 event_time-4                       numeric  480           0.305      1.444     -6.800     9.263   
 event_time-3                       numeric  480           0.078      1.343     -6.540     8.326   
 event_time-2                       numeric  480           0.264      1.010     -6.706     3.375   
 event_time0                        numeric  480           -0.335     4.596    -47.065     4.822   
 event_time1                        numeric  480           -0.806     4.675    -48.047     8.562   
 event_time2                        numeric  480           -1.075     4.916    -49.040     9.393   
 event_time3                        numeric  480           -1.408     4.897    -47.344     7.570   
 event_time4                        numeric  480           -1.313     4.746    -46.012     7.523   
 event_time5                        numeric  480           -1.006     4.849    -45.977    16.378   
 cohort10event_time.2               numeric  22           -10.965    151.047   -575.758   173.782  
 cohort10event_time.3               numeric  22           -13.706    156.957   -651.907   180.187  
 cohort10event_time.4               numeric  22            2.331     162.694   -571.286   302.384  
 cohort10event_time.5               numeric  22            0.392     171.860   -640.516   290.135  
 cohort10event_time0                numeric  22            25.889    101.114   -91.658    434.896  
 cohort10event_time1                numeric  22            31.387    92.864    -85.667    405.695  
 cohort10event_time2                numeric  22            15.034    50.246    -104.212   133.339  
 cohort10event_time3                numeric  22            32.199    125.417   -108.564   547.327  
 cohort10event_time4                numeric  22            36.356    107.283   -79.381    447.482  
 cohort10event_time5                numeric  22            30.284    65.351    -75.260    211.901  
 cohort11event_time.2               numeric  43           -39.308    256.260  -1,674.627  48.197   
 cohort11event_time.3               numeric  43           -11.507    72.273    -248.728   225.787  
 cohort11event_time.4               numeric  43           -11.288    69.514    -286.528   218.058  
 cohort11event_time.5               numeric  43           -18.017    118.913   -673.618   208.361  
 cohort11event_time0                numeric  43            50.323    260.320     -74     1,669.700 
 cohort11event_time1                numeric  43            -6.922    132.196   -794.313   260.244  
 cohort11event_time2                numeric  43            -5.196    104.190   -608.606   269.233  
 cohort11event_time3                numeric  43           -16.024    239.339  -1,497.961  367.261  
 cohort11event_time4                numeric  43           161.231    939.886   -34.094   6,173.714 
 cohort11event_time5                numeric  43           -148.319   945.637  -6,183.223  278.110  
 cohort12event_time.2               numeric  61            -2.695    27.842    -163.539   53.105   
 cohort12event_time.3               numeric  61            -7.766    43.679    -286.965   71.796   
 cohort12event_time.4               numeric  61            4.121     33.203    -58.479    175.118  
 cohort12event_time.5               numeric  61            1.763     30.642    -72.695    157.060  
 cohort12event_time0                numeric  61            -1.746    44.031    -294.237   129.292  
 cohort12event_time1                numeric  61            0.117     26.487    -124.593   80.924   
