actor_id,actor_login
129742071,noneflow[bot]
129796574,aws-sam-bot
129964168,siliconcompiler-bot
130602381,jenkins-mbdev[bot]
130620543,mtpk-bot
131012537,darth-quack[bot]
131295404,codegen-sh[bot]
131444098,korbit-ai-mentor[bot]
131444098,korbit-ai[bot]
131609634,import-bot
131922026,dosu-beta[bot]
131922026,dosubot[bot]
132414303,watermelon-context[bot]
132414303,watermelon-copilot-for-code-review[bot]
132550499,rerun-bot
132915763,quant-ranger[bot]
133053644,op1st-prow[bot]
133916390,pytorchupdatebot
134028196,modal-pr-review-automation[bot]
134180824,ai-maintainer-bot
135514537,Bingchatbot
135666964,semanticdiff-com[bot]
135774087,karlebot
136622811,coderabbitai[bot]
136636167,conbench-apache-arrow[bot]
136651988,neophile-square[bot]
137032426,mlflow[bot]
137423389,dlrsp-bot
137892573,cf-allstar[bot]
138073465,fontawesome-github-bot
138089423,prplex[bot]
138128286,codiumai-pr-agent-free[bot]
138128286,codiumai-pr-agent[bot]
138252374,copy-pr-bot[bot]
138932838,dosu-bot
138933559,factory-droid[bot]
139079794,disnake-bot[bot]
139269630,semgrep-code-returntocorp[bot]
139502916,moto-payments-app[bot]
139873238,openimbot
140659516,evergreen-ci-prod[bot]
141277837,cumulus-bot
141718529,snyk-io[bot]
142106920,robot-magpie[bot]
142633134,stainless-app[bot]
143075427,adaptly-bot
143504162,renovate-coveooss[bot]
143693109,ansys-reviewer-bot[bot]
144191168,semgrep-code-semgrep[bot]
145397600,pyzbot
146311692,openslide-bot
146321879,geo-ghci-int[bot]
147643061,cvat-bot[bot]
147888899,stack-file[bot]
148852131,openshift-merge-bot[bot]
148906541,codeflash-ai[bot]
149236861,codekitchen-bot
151028932,pyodide-pr-bot
151058649,codiumai-pr-agent-pro[bot]
152252888,knope-bot[bot]
152328217,oss-prow-bot[bot]
153269286,agent-platform-auto-pr[bot]
154288675,hyperlint-ai[bot]
154622635,nucliabot[bot]
154984095,qiniu-x[bot]
155555808,wiz-inc-572fc38784[bot]
157164994,seer-by-sentry[bot]
157164994,sentry-autofix-experimental[bot]
157164994,sentry-autofix[bot]
157481700,wiz-inc-a28a8b7b4c[bot]
157494751,lich-bot
157653362,blacksmith-sh[bot]
158082902,semgrep-zcs-prod-semgrep[bot]
158243242,devin-ai-integration[bot]
158570872,monosans[bot]
158576507,djlint[bot]
159767151,datadog-agent-integrations-bot[bot]
161707711,zettascale-bot
161749420,hail-ci-robot
162320242,geo-ghci-test[bot]
162879700,MoazzemHossain-bot
164567228,wiz-inc-266a8a9c32[bot]
165735046,greptile-apps[bot]
166410377,wiz-inc-4ad3b29aa7[bot]
166657716,linkml-pr-bot[bot]
168018167,datarobot-harness[bot]
168258904,devloai[bot]
169726756,renovatebot-confluentinc[bot]
171379150,painebot
172699233,zeropath-ai[bot]
172878892,delve-auditor[bot]
173078052,rickwporter-datarobot
173152895,skrub-bot
173546081,scikit-build-app-bot[bot]
173976618,queenmoon-bot
174090064,linchen1-robot
174136889,entelligence-ai-pr-reviews[bot]
174430125,connectivity-team-actions[bot]
174716857,elastic-renovate-prod[bot]
175728472,copilot-pull-request-reviewer[bot]
175746647,langcarl[bot]
176961590,gemini-code-assist[bot]
176963294,airlock-confluentinc[bot]
177162917,elroy-bot
177872868,learning-equality-bot[bot]
177913338,Nightowlbot
178910129,semgrep-managed-scans[bot]
179230569,prowler-bot
180123077,rohitcpbot
180520183,elastic-observability-automation[bot]
181281370,semgrep-app-snowflakedb[bot]
182241434,bilby-bot
182814678,code-review-assist[bot]
184450083,runllm-pr-agent[bot]
184758061,llamapreview[bot]
185783227,opensafely-core-create-pr[bot]
186980925,slackapi[bot]
188008098,stepsecurity-app[bot]
188091657,recurseml[bot]
188282206,prints-charming-bot
189166143,pulumi-renovate[bot]
189278048,service-bot-app[bot]
189301087,windsurf-bot[bot]
189443453,trademark-bot
189517486,qodo-merge-pro-for-open-source[bot]
189566278,gaphor-updater[bot]
189905375,pulumi-renovate-approve[bot]
190631864,dls-release-please[bot]
191113872,cubic-dev-ai[bot]
191113872,mrge-io[bot]
191533747,azure-sdk-automation[bot]
191724331,agentmarketbot
191742271,phishing-database-bot
191841109,mlflow-app[bot]
193960024,sander0542-renovate[bot]
193975065,review-ai-agent[bot]
194105452,EXD-Peterbot
194984044,bhr-cihub[bot]
199298453,vllm-bot
201638009,jetbrains-junie[bot]
202712287,token-generator-for-automated-prs[bot]
203372662,propel-code-bot[bot]
204324030,nvdiacudabot
205013149,dependency-automation-app[bot]
205193780,scout-team-app[bot]
205629012,lingma-agents[bot]
206951365,cursor-com[bot]
206951365,cursor[bot]
209825114,claude[bot]
210608311,Makhmudbot
210670560,kci-pr-agent[bot]
211987625,tensorflow-pr-cleanup[bot]
212256041,pylint-backport-bot[bot]
212951490,datadog-cdk-constructs-bot[bot]
212979880,pytorchxpubot
213116393,unidata-pr-backport[bot]
