group,var,loading,variance_explained_pc_score
collaboration,avg_members_per_problem,0.5289429198111537,58.42339157154473
collaboration,pct_members_multiple,0.43510442073477845,58.42339157154473
collaboration,proj_hhi_discussion_comment,-0.4403662975274924,58.42339157154473
collaboration,proj_prob_hhi_issue_comment,-0.4140102943123257,58.42339157154473
collaboration,proj_prob_hhi_pull_request_comment,-0.4069109618135821,58.42339157154473
discussion_quality,mean_days_to_respond,-0.09206924986095111,49.39257230580863
discussion_quality,neg_sentiment_avg,-0.5069955531653165,49.39257230580863
discussion_quality,ov_sentiment_avg,0.6107630370920816,49.39257230580863
discussion_quality,pos_sentiment_avg,0.5364200141886373,49.39257230580863
discussion_quality,response_rate,0.2714789921901044,49.39257230580863
investment_in_new_talent,has_code_of_conduct,0.7071067811865414,69.18717992857579
investment_in_new_talent,has_contributing_guide,0.7071067811865538,69.18717992857579
investment_in_new_talent,has_good_first_issue,0.0,69.18717992857579
problem_solving_routines,has_codeowners,0.4093087236307131,53.629586949943
problem_solving_routines,has_issue_template,0.6462818775442716,53.629586949943
problem_solving_routines,has_pr_template,0.6440388990718241,53.629586949943
problem_solving_routines,mean_has_assignee,-0.0,53.629586949943
problem_solving_routines,mean_has_reviewer,-0.0,53.629586949943
problem_solving_routines,mean_has_tag,-0.0,53.629586949943
shared_knowledge,avg_unique_types,-0.7071067811865475,91.86012775025466
shared_knowledge,share_issue_and_pr,-0.7071067811865475,91.86012775025466
