File: drive/output/derived/org_outcomes_practices/repo_collaboration/all/rolling5/novuhq___novu-python-legacy.parquet

MD5 hash: 47fd5daf3144fcb8a900953ef97e5fac

Keys: time_period 

                                                     type  count                 mean                  min                  25%                  50%                  75%                  max std
time_period                                datetime64[ns]      1  2023-01-01 00:00:00  2023-01-01 00:00:00  2023-01-01 00:00:00  2023-01-01 00:00:00  2023-01-01 00:00:00  2023-01-01 00:00:00    
avg_members_per_problem                           float64      1             1.466667             1.466667             1.466667             1.466667             1.466667             1.466667    
pct_members_multiple                              float64      1             0.266667             0.266667             0.266667             0.266667             0.266667             0.266667    
proj_hhi_discussion_comment                       float64      1             0.302857             0.302857             0.302857             0.302857             0.302857             0.302857    
proj_hhi_issue_closed                             float64      1             0.555556             0.555556             0.555556             0.555556             0.555556             0.555556    
proj_hhi_issue_comment                            float64      1                  1.0                  1.0                  1.0                  1.0                  1.0                  1.0    
proj_hhi_issue_opened                             float64      1             0.387755             0.387755             0.387755             0.387755             0.387755             0.387755    
proj_hhi_pull_request_comment                     float64      1                 0.52                 0.52                 0.52                 0.52                 0.52                 0.52    
proj_hhi_pull_request_merged                      float64      1                  1.0                  1.0                  1.0                  1.0                  1.0                  1.0    
proj_hhi_pull_request_opened                      float64      1                  1.0                  1.0                  1.0                  1.0                  1.0                  1.0    
proj_hhi_pull_request_review                      float64      1             0.363322             0.363322             0.363322             0.363322             0.363322             0.363322    
proj_hhi_pull_request_review_comment              float64      1             0.425331             0.425331             0.425331             0.425331             0.425331             0.425331    
proj_prob_hhi_discussion_comment                  float64      1             0.521429             0.521429             0.521429             0.521429             0.521429             0.521429    
proj_prob_hhi_issue_comment                       float64      1                  1.0                  1.0                  1.0                  1.0                  1.0                  1.0    
proj_prob_hhi_pull_request_comment                float64      1                  0.8                  0.8                  0.8                  0.8                  0.8                  0.8    
proj_prob_hhi_pull_request_review                 float64      1             0.442577             0.442577             0.442577             0.442577             0.442577             0.442577    
proj_prob_hhi_pull_request_review_comment         float64      1              0.44664              0.44664              0.44664              0.44664              0.44664              0.44664    
num_active_members                                  Int64      1                  7.0                  7.0                  7.0                  7.0                  7.0                  7.0    

