File: drive/output/derived/org_outcomes_practices/repo_collaboration/all/rolling5/henrywoo___pyllama.parquet

MD5 hash: 453c345da6584ab623b12f5e19ade11b

Keys: time_period 

                                             type  count                 mean                  min                  25%                  50%                  75%                  max std
time_period                        datetime64[ns]      1  2023-01-01 00:00:00  2023-01-01 00:00:00  2023-01-01 00:00:00  2023-01-01 00:00:00  2023-01-01 00:00:00  2023-01-01 00:00:00    
avg_members_per_problem                   float64      1             1.944444             1.944444             1.944444             1.944444             1.944444             1.944444    
pct_members_multiple                      float64      1             0.777778             0.777778             0.777778             0.777778             0.777778             0.777778    
proj_hhi_pull_request_closed              float64      1                  1.0                  1.0                  1.0                  1.0                  1.0                  1.0    
proj_hhi_pull_request_merged              float64      1                  1.0                  1.0                  1.0                  1.0                  1.0                  1.0    
proj_hhi_pull_request_opened              float64      1             0.117284             0.117284             0.117284             0.117284             0.117284             0.117284    
proj_hhi_pull_request_review              float64      1             0.662222             0.662222             0.662222             0.662222             0.662222             0.662222    
proj_prob_hhi_pull_request_review         float64      1             0.866667             0.866667             0.866667             0.866667             0.866667             0.866667    
num_active_members                          Int64      1                 12.0                 12.0                 12.0                 12.0                 12.0                 12.0    

