dataset,rolling,category,outcome,normalize,method,covar,split_value,event_time,estimate,sd,ci_low,ci_high
important_topk_exact1,rolling5,github_outcomes,pull_request_opened,TRUE,sa,collaboration_score,low,-14,-2.61097139280405,1.45938572518557,-5.47136741416776,0.249424628559669
important_topk_exact1,rolling5,github_outcomes,pull_request_opened,TRUE,sa,collaboration_score,low,-13,-0.888959966873452,0.838348557055467,-2.53212313870217,0.754203204955264
important_topk_exact1,rolling5,github_outcomes,pull_request_opened,TRUE,sa,collaboration_score,low,-12,-0.831403374627336,0.801995896991008,-2.40331533272971,0.74050858347504
important_topk_exact1,rolling5,github_outcomes,pull_request_opened,TRUE,sa,collaboration_score,low,-11,-0.402015221081532,0.62210188870012,-1.62133492293377,0.817304480770703
important_topk_exact1,rolling5,github_outcomes,pull_request_opened,TRUE,sa,collaboration_score,low,-10,0.594575403187699,0.727350493862787,-0.831031564783365,2.02018237115876
important_topk_exact1,rolling5,github_outcomes,pull_request_opened,TRUE,sa,collaboration_score,low,-9,-0.000463986575796938,0.57033194531385,-1.11831459939094,1.11738662623935
important_topk_exact1,rolling5,github_outcomes,pull_request_opened,TRUE,sa,collaboration_score,low,-8,0.0300438346105282,0.355937658894252,-0.667593976822206,0.727681646043263
important_topk_exact1,rolling5,github_outcomes,pull_request_opened,TRUE,sa,collaboration_score,low,-7,0.190867995373892,0.306845272018558,-0.410548737782482,0.792284728530266
important_topk_exact1,rolling5,github_outcomes,pull_request_opened,TRUE,sa,collaboration_score,low,-6,0.343624560077346,0.26981260348274,-0.185208142748825,0.872457262903517
important_topk_exact1,rolling5,github_outcomes,pull_request_opened,TRUE,sa,collaboration_score,low,-5,0.146372822864357,0.180026564839073,-0.206479244220227,0.499224889948941
important_topk_exact1,rolling5,github_outcomes,pull_request_opened,TRUE,sa,collaboration_score,low,-4,0.219432901587345,0.155305096562345,-0.084965087674851,0.523830890849542
important_topk_exact1,rolling5,github_outcomes,pull_request_opened,TRUE,sa,collaboration_score,low,-3,0.18802356055615,0.139382463407348,-0.0851660677222515,0.461213188834551
important_topk_exact1,rolling5,github_outcomes,pull_request_opened,TRUE,sa,collaboration_score,low,-2,0.241446880341788,0.124167724349817,-0.001921859383853,0.48481562006743
important_topk_exact1,rolling5,github_outcomes,pull_request_opened,TRUE,sa,collaboration_score,low,-1,0,0,0,0
important_topk_exact1,rolling5,github_outcomes,pull_request_opened,TRUE,sa,collaboration_score,low,0,0.322958106328234,0.228852094787888,-0.125591999456026,0.771508212112494
important_topk_exact1,rolling5,github_outcomes,pull_request_opened,TRUE,sa,collaboration_score,low,1,-0.331204793570727,0.215970211365712,-0.754506407847523,0.0920968207060686
important_topk_exact1,rolling5,github_outcomes,pull_request_opened,TRUE,sa,collaboration_score,low,2,-0.487946457067562,0.237479389856984,-0.953406061187251,-0.0224868529478728
important_topk_exact1,rolling5,github_outcomes,pull_request_opened,TRUE,sa,collaboration_score,low,3,-0.419857111675082,0.223407831675408,-0.857736461758881,0.0180222384087165
important_topk_exact1,rolling5,github_outcomes,pull_request_opened,TRUE,sa,collaboration_score,low,4,-0.567586980847241,0.269413148445748,-1.09563675180091,-0.0395372098935751
important_topk_exact1,rolling5,github_outcomes,pull_request_opened,TRUE,sa,collaboration_score,low,5,-0.58818751771347,0.258902599175129,-1.09563661209672,-0.0807384233302185
important_topk_exact1,rolling5,github_outcomes,pull_request_opened,TRUE,sa,collaboration_score,low,6,-0.488263627542009,0.334611076544633,-1.14410133756949,0.167574082485473
important_topk_exact1,rolling5,github_outcomes,pull_request_opened,TRUE,sa,collaboration_score,low,7,-0.276063867327816,0.44541724723318,-1.14908167190485,0.596953937249218
important_topk_exact1,rolling5,github_outcomes,pull_request_opened,TRUE,sa,collaboration_score,low,8,-0.769253489110971,0.368052746225042,-1.49063687171205,-0.0478701065098889
important_topk_exact1,rolling5,github_outcomes,pull_request_opened,TRUE,sa,collaboration_score,low,9,-0.815013163471498,0.31813459516125,-1.43855696998755,-0.191469356955448
important_topk_exact1,rolling5,github_outcomes,pull_request_opened,TRUE,sa,collaboration_score,low,10,-0.34729100599767,0.922460694061535,-2.15531396635828,1.46073195436294
important_topk_exact1,rolling5,github_outcomes,pull_request_opened,TRUE,sa,collaboration_score,low,11,0.51982022601319,0.983230924485442,-1.40731238597828,2.44695283800466
important_topk_exact1,rolling5,github_outcomes,pull_request_opened,TRUE,sa,collaboration_score,low,12,1.47053038260138,2.13114855545738,-2.7065207860951,5.64758155129785
important_topk_exact1,rolling5,github_outcomes,pull_request_opened,TRUE,sa,collaboration_score,low,13,-1.26645257419292,0.641672509246944,-2.52413069231693,-0.00877445606890581
important_topk_exact1,rolling5,github_outcomes,pull_request_opened,TRUE,sa,collaboration_score,high,-14,-3.58416652480359,0.59456595610723,-4.74951579877376,-2.41881725083342
important_topk_exact1,rolling5,github_outcomes,pull_request_opened,TRUE,sa,collaboration_score,high,-13,4.46721606409759,0.530036758909765,3.42834401663445,5.50608811156073
important_topk_exact1,rolling5,github_outcomes,pull_request_opened,TRUE,sa,collaboration_score,high,-12,-0.246458896862194,0.559354362321085,-1.34279344701152,0.849875653287132
important_topk_exact1,rolling5,github_outcomes,pull_request_opened,TRUE,sa,collaboration_score,high,-11,1.11366821163879,0.934061718847953,-0.717092757303194,2.94442918058078
important_topk_exact1,rolling5,github_outcomes,pull_request_opened,TRUE,sa,collaboration_score,high,-10,-0.300974321547021,0.405762952437492,-1.09626970832451,0.494321065230463
important_topk_exact1,rolling5,github_outcomes,pull_request_opened,TRUE,sa,collaboration_score,high,-9,0.54608127884616,0.755217027777256,-0.934144095597263,2.02630665328958
important_topk_exact1,rolling5,github_outcomes,pull_request_opened,TRUE,sa,collaboration_score,high,-8,1.1702162845567,0.544407204805034,0.103178163138838,2.23725440597457
important_topk_exact1,rolling5,github_outcomes,pull_request_opened,TRUE,sa,collaboration_score,high,-7,1.2274587511792,0.505022761991036,0.237614137676764,2.21730336468163
important_topk_exact1,rolling5,github_outcomes,pull_request_opened,TRUE,sa,collaboration_score,high,-6,0.654560907154526,0.353945374830611,-0.0391720275134714,1.34829384182252
important_topk_exact1,rolling5,github_outcomes,pull_request_opened,TRUE,sa,collaboration_score,high,-5,0.136418014333121,0.208548859786944,-0.27233775084929,0.545173779515532
important_topk_exact1,rolling5,github_outcomes,pull_request_opened,TRUE,sa,collaboration_score,high,-4,0.134111274328923,0.192286349561374,-0.24276997081137,0.510992519469216
important_topk_exact1,rolling5,github_outcomes,pull_request_opened,TRUE,sa,collaboration_score,high,-3,-0.0571482371024059,0.185834262927378,-0.421383392440067,0.307086918235255
important_topk_exact1,rolling5,github_outcomes,pull_request_opened,TRUE,sa,collaboration_score,high,-2,-0.0372466283511081,0.165924096648549,-0.362457857782263,0.287964601080047
important_topk_exact1,rolling5,github_outcomes,pull_request_opened,TRUE,sa,collaboration_score,high,-1,0,0,0,0
important_topk_exact1,rolling5,github_outcomes,pull_request_opened,TRUE,sa,collaboration_score,high,0,-0.534487190357493,0.222413391739964,-0.970417438167822,-0.0985569425471632
important_topk_exact1,rolling5,github_outcomes,pull_request_opened,TRUE,sa,collaboration_score,high,1,-1.13270085740208,0.176068853807464,-1.47779581086471,-0.787605903939451
important_topk_exact1,rolling5,github_outcomes,pull_request_opened,TRUE,sa,collaboration_score,high,2,-1.15473028887629,0.19937140880474,-1.54549825013358,-0.763962327619001
important_topk_exact1,rolling5,github_outcomes,pull_request_opened,TRUE,sa,collaboration_score,high,3,-1.21965192381355,0.216431843725448,-1.64385833751543,-0.795445510111667
important_topk_exact1,rolling5,github_outcomes,pull_request_opened,TRUE,sa,collaboration_score,high,4,-1.47326213465962,0.216327106795571,-1.89726326397894,-1.0492610053403
important_topk_exact1,rolling5,github_outcomes,pull_request_opened,TRUE,sa,collaboration_score,high,5,-1.374843980213,0.226683425752624,-1.81914349468814,-0.930544465737853
important_topk_exact1,rolling5,github_outcomes,pull_request_opened,TRUE,sa,collaboration_score,high,6,-1.37447705997797,0.262571078521688,-1.88911637388048,-0.859837746075462
important_topk_exact1,rolling5,github_outcomes,pull_request_opened,TRUE,sa,collaboration_score,high,7,-1.66687405431973,0.283445430625902,-2.2224270983465,-1.11132101029296
important_topk_exact1,rolling5,github_outcomes,pull_request_opened,TRUE,sa,collaboration_score,high,8,-1.98433688508897,0.3601309149875,-2.69019347846447,-1.27848029171347
important_topk_exact1,rolling5,github_outcomes,pull_request_opened,TRUE,sa,collaboration_score,high,9,-1.6623601516126,0.290087083779967,-2.23093083582133,-1.09378946740386
important_topk_exact1,rolling5,github_outcomes,pull_request_opened,TRUE,sa,collaboration_score,high,10,-2.03197914343719,0.332007243117995,-2.68271333994846,-1.38124494692592
important_topk_exact1,rolling5,github_outcomes,pull_request_opened,TRUE,sa,collaboration_score,high,11,-1.90026962520298,0.347268414507678,-2.58091571763803,-1.21962353276793
important_topk_exact1,rolling5,github_outcomes,pull_request_opened,TRUE,sa,collaboration_score,high,12,-1.93778632367296,0.364997775592236,-2.65318196383374,-1.22239068351217
important_topk_exact1,rolling5,github_outcomes,pull_request_opened,TRUE,sa,shared_knowledge_score,low,-14,-1.67328309509113,0.743896266554937,-3.1313197775388,-0.215246412643452
important_topk_exact1,rolling5,github_outcomes,pull_request_opened,TRUE,sa,shared_knowledge_score,low,-13,0.471324254472813,0.632546364402956,-0.76846661975698,1.71111512870261
important_topk_exact1,rolling5,github_outcomes,pull_request_opened,TRUE,sa,shared_knowledge_score,low,-12,-0.0495032137176855,0.441350659325154,-0.914550505994988,0.815544078559617
important_topk_exact1,rolling5,github_outcomes,pull_request_opened,TRUE,sa,shared_knowledge_score,low,-11,0.437299466972802,0.705013410206573,-0.944526817032081,1.81912575097768
important_topk_exact1,rolling5,github_outcomes,pull_request_opened,TRUE,sa,shared_knowledge_score,low,-10,0.308555578519008,0.565073626025031,-0.798988728490054,1.41609988552807
important_topk_exact1,rolling5,github_outcomes,pull_request_opened,TRUE,sa,shared_knowledge_score,low,-9,0.797174939558618,0.715252135139799,-0.604719245315388,2.19906912443263
