outcome,repo_name,repo_id,att,att_group,event_time-5,event_time-4,event_time-3,event_time-2,event_time0,event_time1,event_time2,event_time3,event_time4,event_time5
pull_request_merged,007gzs/django_restframework_apiview,1,-0.30129768254546646,high,0.007885861045281103,0.14231961133077461,0.1285339238032406,0.33152212865081154,0.20793361105933197,-0.3736559534216497,-0.35623651762342873,-0.40131215554087013,-0.6207954556568109,-0.5777580882135904
pull_request_merged,0b01001001/spectree,3,-0.3369410573345409,low,-0.010273413629327082,0.12488470753679512,0.10698242602712649,0.3275316956479309,0.1795696633221768,-0.42975185081237477,-0.3679078520834475,-0.4361658031313203,-0.6470235303877769,-0.6525464147353952
pull_request_merged,0cyn/ktool,5,-0.3554672977809333,low,-0.02799166631487795,0.12194318959660873,0.06528069350519193,0.28608314605388246,0.11541404352542026,-0.43866965864985835,-0.39180440584164794,-0.4274940561299511,-0.6737714362089025,-0.6315316159783849
pull_request_merged,0xSpaceShard/starknet-devnet,10,-0.31126352262424306,high,0.01677380466859535,0.13943911419121852,0.11754340038279143,0.3146619537938639,0.1764033547521267,-0.3878676793930229,-0.37276862352725315,-0.4001117494553772,-0.60180940286175,-0.5526538226556693
pull_request_merged,0xangelo/raylab,12,-0.2974596544228128,high,-0.008406652219961733,0.10371016647829527,0.09480618855132439,0.29782792326073515,0.21128624343262992,-0.38273500085725864,-0.3387808293510732,-0.42852297415519003,-0.6031095581749346,-0.5750001593191474
pull_request_merged,10sr/flake8-no-implicit-concat,18,-0.3570085200404296,low,-0.014861124289561592,0.09919829954052557,0.07540248648056266,0.29371222156586685,0.17150747309785064,-0.43030713072335397,-0.4500161694446329,-0.47472240542256033,-0.6980962813806837,-0.6256772329833296
pull_request_merged,11craft/louie,19,-0.3282080366748526,high,0.0032705212506174072,0.10693819372861696,0.08677594618077322,0.29173985081381654,0.1778963445628294,-0.40364433514686365,-0.36937729410329667,-0.4383488436639027,-0.6589042332563803,-0.6346290179060732
pull_request_merged,1313e/CMasher,20,-0.32874327846679124,high,-9.760848892017048e-4,0.11814991639722863,0.10471047383274426,0.3078325521818682,0.19174907936583432,-0.40380286686439404,-0.38509308666077063,-0.4628245750844867,-0.6242572647761848,-0.6011591379839835
pull_request_merged,15five/scim2-filter-parser,24,-0.3539139949574173,low,-0.019835656400448074,0.11022806161652794,0.1100376001012557,0.31082489592979223,0.1766277631967775,-0.4421012537435432,-0.40678725702476576,-0.47885789154654806,-0.6774771947270656,-0.6521354964690271
pull_request_merged,17451k/clade,25,-0.3459316847014839,low,-0.018731502253646944,0.08721806359450328,0.0823840093860809,0.3079025574002012,0.21648488273506325,-0.4051526538454644,-0.4059063668827501,-0.46270430495572756,-0.6965964882872522,-0.7415679135536485
