group,var,loading,variance_explained_pc_score
collaboration,avg_members_per_problem,0.5473568945069593,53.36637336863376
collaboration,pct_members_multiple,0.40517623879297465,53.36637336863376
collaboration,proj_hhi_discussion_comment,-0.4396747947383694,53.36637336863376
collaboration,proj_prob_hhi_issue_comment,-0.44053654833502665,53.36637336863376
collaboration,proj_prob_hhi_pull_request_comment,-0.38580600047965774,53.36637336863376
discussion_quality,mean_days_to_respond,-0.045708389629499434,46.22360726377961
discussion_quality,neg_sentiment_avg,-0.4838862478964717,46.22360726377961
discussion_quality,ov_sentiment_avg,0.6247193655979508,46.22360726377961
discussion_quality,pos_sentiment_avg,0.5428411854989174,46.22360726377961
discussion_quality,response_rate,0.28073831905740315,46.22360726377961
investment_in_new_talent,has_code_of_conduct,0.6260584839939648,53.50733915358694
investment_in_new_talent,has_contributing_guide,0.6226000806579771,53.50733915358694
investment_in_new_talent,has_good_first_issue,0.4694889926120301,53.50733915358694
knowledge_level,avg_unique_types,-0.7071067811865472,90.79700194039786
knowledge_level,share_issue_and_pr,-0.7071067811865477,90.79700194039786
problem_solving_routines,has_codeowners,0.38102763171711157,37.918660700495884
problem_solving_routines,has_issue_template,0.45744246775762903,37.918660700495884
problem_solving_routines,has_pr_template,0.3956951165785899,37.918660700495884
problem_solving_routines,mean_has_assignee,0.36869415486901336,37.918660700495884
problem_solving_routines,mean_has_reviewer,0.44258110950884294,37.918660700495884
problem_solving_routines,mean_has_tag,0.3964546492942935,37.918660700495884
