importance_type,rolling,qualified_sample,control_group,split_type,split_covar,split_value,category,outcome,normalize,method,event_time,estimate,sd,ci_low,ci_high
important_degree_top3,rolling5,exact2,nevertreated,full_sample,"","",github_outcomes,pull_request_merged,TRUE,sa,-13,0.633898506409303,0.439379292386424,-0.227284906668088,1.49508191948669
important_degree_top3,rolling5,exact2,nevertreated,full_sample,"","",github_outcomes,pull_request_merged,TRUE,sa,-12,0.342643709244399,0.316158964092087,-0.277027860376091,0.962315278864889
important_degree_top3,rolling5,exact2,nevertreated,full_sample,"","",github_outcomes,pull_request_merged,TRUE,sa,-11,0.282332355047013,0.334694711981703,-0.373669280437125,0.938333990531152
important_degree_top3,rolling5,exact2,nevertreated,full_sample,"","",github_outcomes,pull_request_merged,TRUE,sa,-10,0.680642020448107,0.510959593088247,-0.320838782004858,1.68212282290107
important_degree_top3,rolling5,exact2,nevertreated,full_sample,"","",github_outcomes,pull_request_merged,TRUE,sa,-9,0.603142686977573,0.474551402622184,-0.326978062161907,1.53326343611705
important_degree_top3,rolling5,exact2,nevertreated,full_sample,"","",github_outcomes,pull_request_merged,TRUE,sa,-8,0.323587289648242,0.320357167992975,-0.30431275961799,0.951487338914474
important_degree_top3,rolling5,exact2,nevertreated,full_sample,"","",github_outcomes,pull_request_merged,TRUE,sa,-7,0.193885196012476,0.280530003610645,-0.355953611064387,0.74372400308934
important_degree_top3,rolling5,exact2,nevertreated,full_sample,"","",github_outcomes,pull_request_merged,TRUE,sa,-6,0.123171350975767,0.244586939461217,-0.356219050368218,0.602561752319751
important_degree_top3,rolling5,exact2,nevertreated,full_sample,"","",github_outcomes,pull_request_merged,TRUE,sa,-5,0.0980005865131524,0.176775288923549,-0.248478979777003,0.444480152803308
important_degree_top3,rolling5,exact2,nevertreated,full_sample,"","",github_outcomes,pull_request_merged,TRUE,sa,-4,0.0919894114298127,0.129487764464764,-0.161806606921125,0.345785429780751
important_degree_top3,rolling5,exact2,nevertreated,full_sample,"","",github_outcomes,pull_request_merged,TRUE,sa,-3,0.0448121437837874,0.105640739580039,-0.162243705793089,0.251867993360664
important_degree_top3,rolling5,exact2,nevertreated,full_sample,"","",github_outcomes,pull_request_merged,TRUE,sa,-2,0.332516379505493,0.09177580636424,0.152635799031583,0.512396959979403
important_degree_top3,rolling5,exact2,nevertreated,full_sample,"","",github_outcomes,pull_request_merged,TRUE,sa,-1,0,0,0,0
important_degree_top3,rolling5,exact2,nevertreated,full_sample,"","",github_outcomes,pull_request_merged,TRUE,sa,0,0.0592781122275851,0.157058265475502,-0.248556088104398,0.367112312559569
important_degree_top3,rolling5,exact2,nevertreated,full_sample,"","",github_outcomes,pull_request_merged,TRUE,sa,1,-0.618755924542979,0.232556163996937,-1.07456600597697,-0.162945843108983
important_degree_top3,rolling5,exact2,nevertreated,full_sample,"","",github_outcomes,pull_request_merged,TRUE,sa,2,-0.757897704910302,0.349025977807138,-1.44198862141229,-0.0738067884083105
important_degree_top3,rolling5,exact2,nevertreated,full_sample,"","",github_outcomes,pull_request_merged,TRUE,sa,3,-0.910409032493726,0.489482900735886,-1.86979551793606,0.0489774529486109
important_degree_top3,rolling5,exact2,nevertreated,full_sample,"","",github_outcomes,pull_request_merged,TRUE,sa,4,-1.09933126907057,0.732408530480645,-2.53485198881263,0.336189450671496
important_degree_top3,rolling5,exact2,nevertreated,full_sample,"","",github_outcomes,pull_request_merged,TRUE,sa,5,-1.15217691411117,0.866008463236693,-2.84955350205509,0.545199673832747
important_degree_top3,rolling5,exact2,nevertreated,full_sample,"","",github_outcomes,pull_request_merged,TRUE,sa,6,-1.34625898567306,0.950412002371177,-3.20906651032057,0.516548538974448
important_degree_top3,rolling5,exact2,nevertreated,full_sample,"","",github_outcomes,pull_request_merged,TRUE,sa,7,-1.6987628097579,1.11765534932367,-3.88936729443229,0.491841674916497
important_degree_top3,rolling5,exact2,nevertreated,full_sample,"","",github_outcomes,pull_request_merged,TRUE,sa,8,-1.71641973552488,1.12847557504386,-3.92823186261084,0.495392391561087
important_degree_top3,rolling5,exact2,nevertreated,full_sample,"","",github_outcomes,pull_request_merged,TRUE,sa,9,-2.07185210733923,1.26954816663297,-4.56016651393985,0.416462299261385
important_degree_top3,rolling5,exact2,nevertreated,full_sample,"","",github_outcomes,pull_request_merged,TRUE,sa,10,-2.40681317533927,1.36762930112978,-5.08736660555364,0.273740254875102
important_degree_top3,rolling5,exact2,nevertreated,full_sample,"","",github_outcomes,pull_request_merged,TRUE,sa,11,-1.9989503852011,1.30678721445278,-4.56025332552854,0.562352555126349
important_degree_top3,rolling5,exact2,nevertreated,full_sample,"","",github_outcomes,pull_request_merged,FALSE,sa,-15,12.2197513713608,5.88299203059289,0.68908699139873,23.7504157513229
important_degree_top3,rolling5,exact2,nevertreated,full_sample,"","",github_outcomes,pull_request_merged,FALSE,sa,-14,6.32953684134857,9.07577214013363,-11.4589765533134,24.1180502360105
important_degree_top3,rolling5,exact2,nevertreated,full_sample,"","",github_outcomes,pull_request_merged,FALSE,sa,-13,4.09805682342903,6.88648866777529,-9.39946096541054,17.5955746122686
important_degree_top3,rolling5,exact2,nevertreated,full_sample,"","",github_outcomes,pull_request_merged,FALSE,sa,-12,5.52323321507428,5.53471929138797,-5.32481659604615,16.3712830261947
important_degree_top3,rolling5,exact2,nevertreated,full_sample,"","",github_outcomes,pull_request_merged,FALSE,sa,-11,1.80174815701011,5.86879794810317,-9.70109582127209,13.3045921352923
important_degree_top3,rolling5,exact2,nevertreated,full_sample,"","",github_outcomes,pull_request_merged,FALSE,sa,-10,3.56458684846366,5.473085743129,-7.16266120806918,14.2918349049965
important_degree_top3,rolling5,exact2,nevertreated,full_sample,"","",github_outcomes,pull_request_merged,FALSE,sa,-9,3.68123736540063,4.47031982058833,-5.08058948295249,12.4430642137538
important_degree_top3,rolling5,exact2,nevertreated,full_sample,"","",github_outcomes,pull_request_merged,FALSE,sa,-8,3.84330118116026,3.98915752685074,-3.9754475714672,11.6620499337877
important_degree_top3,rolling5,exact2,nevertreated,full_sample,"","",github_outcomes,pull_request_merged,FALSE,sa,-7,3.62530752959264,3.35863285463886,-2.95761286549954,10.2082279246848
important_degree_top3,rolling5,exact2,nevertreated,full_sample,"","",github_outcomes,pull_request_merged,FALSE,sa,-6,4.46055705339845,2.85158051170025,-1.12854074953404,10.0496548563309
important_degree_top3,rolling5,exact2,nevertreated,full_sample,"","",github_outcomes,pull_request_merged,FALSE,sa,-5,4.12554706374454,2.22617701342671,-0.23775988257181,8.48885401006089
important_degree_top3,rolling5,exact2,nevertreated,full_sample,"","",github_outcomes,pull_request_merged,FALSE,sa,-4,4.09157309355659,1.99611546869787,0.17918677490877,8.0039594122044
important_degree_top3,rolling5,exact2,nevertreated,full_sample,"","",github_outcomes,pull_request_merged,FALSE,sa,-3,2.59444742855163,1.78934096302624,-0.912660858979802,6.10155571608306
important_degree_top3,rolling5,exact2,nevertreated,full_sample,"","",github_outcomes,pull_request_merged,FALSE,sa,-2,3.89932037290401,1.18829700476136,1.57025824357174,6.22838250223629
important_degree_top3,rolling5,exact2,nevertreated,full_sample,"","",github_outcomes,pull_request_merged,FALSE,sa,-1,0,0,0,0
important_degree_top3,rolling5,exact2,nevertreated,full_sample,"","",github_outcomes,pull_request_merged,FALSE,sa,0,-2.52837325972039,1.3753415683107,-5.22404273360936,0.167296214168581
important_degree_top3,rolling5,exact2,nevertreated,full_sample,"","",github_outcomes,pull_request_merged,FALSE,sa,1,-5.75769941673936,2.76062745792338,-11.1685292342692,-0.346869599209536
important_degree_top3,rolling5,exact2,nevertreated,full_sample,"","",github_outcomes,pull_request_merged,FALSE,sa,2,-8.21078306042781,4.00100408327539,-16.0527510636476,-0.368815057208045
important_degree_top3,rolling5,exact2,nevertreated,full_sample,"","",github_outcomes,pull_request_merged,FALSE,sa,3,-9.49882793897928,5.31455971156802,-19.9153649736526,0.917709095694027
important_degree_top3,rolling5,exact2,nevertreated,full_sample,"","",github_outcomes,pull_request_merged,FALSE,sa,4,-10.4802183308467,6.67576914246487,-23.5647258500779,2.60428918838441
important_degree_top3,rolling5,exact2,nevertreated,full_sample,"","",github_outcomes,pull_request_merged,FALSE,sa,5,-9.72414590679584,7.29475159818302,-24.0218590392346,4.57356722564287
important_degree_top3,rolling5,exact2,nevertreated,full_sample,"","",github_outcomes,pull_request_merged,FALSE,sa,6,-10.5262003258765,8.54315412990295,-27.2707824204863,6.21838176873333
important_degree_top3,rolling5,exact2,nevertreated,full_sample,"","",github_outcomes,pull_request_merged,FALSE,sa,7,-9.86183176508648,9.54684706285877,-28.5736520082897,8.84998847811671
important_degree_top3,rolling5,exact2,nevertreated,full_sample,"","",github_outcomes,pull_request_merged,FALSE,sa,8,-6.40313848734485,10.0731161279743,-26.1464460981745,13.3401691234848
important_degree_top3,rolling5,exact2,nevertreated,full_sample,"","",github_outcomes,pull_request_merged,FALSE,sa,9,-9.3058932488243,10.3929096591458,-29.67599618075,11.0642096831014
important_degree_top3,rolling5,exact2,nevertreated,full_sample,"","",github_outcomes,pull_request_merged,FALSE,sa,10,-14.480650881601,10.4402190915854,-34.9434803011085,5.98217853790643
important_degree_top3,rolling5,exact2,nevertreated,full_sample,"","",github_outcomes,pull_request_merged,FALSE,sa,11,-13.2471048416027,12.5408042221945,-37.8270811171039,11.3328714338985
important_degree_top3,rolling5,exact2,nevertreated,full_sample,"","",downstream_outcomes,overall_new_release_count,TRUE,sa,-15,1.10694700114345,0.245497390144632,0.625772116459975,1.58812188582693
important_degree_top3,rolling5,exact2,nevertreated,full_sample,"","",downstream_outcomes,overall_new_release_count,TRUE,sa,-14,0.909645321247657,0.214271623584204,0.489672939022617,1.3296177034727
important_degree_top3,rolling5,exact2,nevertreated,full_sample,"","",downstream_outcomes,overall_new_release_count,TRUE,sa,-13,0.778681249212389,0.214995255921045,0.35729054760714,1.20007195081764
important_degree_top3,rolling5,exact2,nevertreated,full_sample,"","",downstream_outcomes,overall_new_release_count,TRUE,sa,-12,0.715234277682086,0.21190553811845,0.299899422969924,1.13056913239425
important_degree_top3,rolling5,exact2,nevertreated,full_sample,"","",downstream_outcomes,overall_new_release_count,TRUE,sa,-11,0.563415453230329,0.186513143897588,0.197849691191056,0.928981215269602
important_degree_top3,rolling5,exact2,nevertreated,full_sample,"","",downstream_outcomes,overall_new_release_count,TRUE,sa,-10,0.547228101257514,0.170910675371061,0.212243177530235,0.882213024984792
important_degree_top3,rolling5,exact2,nevertreated,full_sample,"","",downstream_outcomes,overall_new_release_count,TRUE,sa,-9,0.445903718650708,0.159958056127496,0.132385928640816,0.7594215086606
important_degree_top3,rolling5,exact2,nevertreated,full_sample,"","",downstream_outcomes,overall_new_release_count,TRUE,sa,-8,0.388761568134342,0.149514581162173,0.0957129890564825,0.681810147212202
important_degree_top3,rolling5,exact2,nevertreated,full_sample,"","",downstream_outcomes,overall_new_release_count,TRUE,sa,-7,0.29600358617378,0.138429333317071,0.0246820928723215,0.567325079475239
important_degree_top3,rolling5,exact2,nevertreated,full_sample,"","",downstream_outcomes,overall_new_release_count,TRUE,sa,-6,0.33046355332835,0.141929576953901,0.0522815824987041,0.608645524157996
important_degree_top3,rolling5,exact2,nevertreated,full_sample,"","",downstream_outcomes,overall_new_release_count,TRUE,sa,-5,0.210973918301146,0.119985818368951,-0.0241982857019969,0.446146122304289
important_degree_top3,rolling5,exact2,nevertreated,full_sample,"","",downstream_outcomes,overall_new_release_count,TRUE,sa,-4,0.189196230394169,0.105268781066634,-0.017130580496433,0.39552304128477
important_degree_top3,rolling5,exact2,nevertreated,full_sample,"","",downstream_outcomes,overall_new_release_count,TRUE,sa,-3,0.0609613279926929,0.0908539571332002,-0.11711242798838,0.239035083973765
important_degree_top3,rolling5,exact2,nevertreated,full_sample,"","",downstream_outcomes,overall_new_release_count,TRUE,sa,-2,0.157712387280686,0.0798815936430138,0.00114446374037933,0.314280310820994
important_degree_top3,rolling5,exact2,nevertreated,full_sample,"","",downstream_outcomes,overall_new_release_count,TRUE,sa,-1,0,0,0,0
important_degree_top3,rolling5,exact2,nevertreated,full_sample,"","",downstream_outcomes,overall_new_release_count,TRUE,sa,0,0.120123656547271,0.105022443799966,-0.0857203333006628,0.325967646395205
important_degree_top3,rolling5,exact2,nevertreated,full_sample,"","",downstream_outcomes,overall_new_release_count,TRUE,sa,1,-0.387198993862336,0.110942508727949,-0.604646310969116,-0.169751676755556
important_degree_top3,rolling5,exact2,nevertreated,full_sample,"","",downstream_outcomes,overall_new_release_count,TRUE,sa,2,-0.343093695256125,0.138490332084643,-0.614534746142025,-0.0716526443702248
important_degree_top3,rolling5,exact2,nevertreated,full_sample,"","",downstream_outcomes,overall_new_release_count,TRUE,sa,3,-0.502461572991046,0.150389558415542,-0.797225107485509,-0.207698038496583
important_degree_top3,rolling5,exact2,nevertreated,full_sample,"","",downstream_outcomes,overall_new_release_count,TRUE,sa,4,-0.59886844426383,0.184897865387889,-0.961268260424092,-0.236468628103568
important_degree_top3,rolling5,exact2,nevertreated,full_sample,"","",downstream_outcomes,overall_new_release_count,TRUE,sa,5,-0.526587528132256,0.203202107860945,-0.924863659539709,-0.128311396724804
important_degree_top3,rolling5,exact2,nevertreated,full_sample,"","",downstream_outcomes,overall_new_release_count,TRUE,sa,6,-0.787511700962445,0.212016003511482,-1.20306306784495,-0.371960334079941
important_degree_top3,rolling5,exact2,nevertreated,full_sample,"","",downstream_outcomes,overall_new_release_count,TRUE,sa,7,-0.640821935184055,0.269168413577715,-1.16839202579638,-0.113251844571734
important_degree_top3,rolling5,exact2,nevertreated,full_sample,"","",downstream_outcomes,overall_new_release_count,TRUE,sa,8,-0.843020947059541,0.24825992184341,-1.32961039387263,-0.356431500246457
important_degree_top3,rolling5,exact2,nevertreated,full_sample,"","",downstream_outcomes,overall_new_release_count,TRUE,sa,9,-1.08884698379762,0.276043757578131,-1.62989274865076,-0.547801218944486
important_degree_top3,rolling5,exact2,nevertreated,full_sample,"","",downstream_outcomes,overall_new_release_count,TRUE,sa,10,-0.545876283095594,0.518337365529186,-1.5618175195328,0.47006495334161
important_degree_top3,rolling5,exact2,nevertreated,full_sample,"","",downstream_outcomes,overall_new_release_count,TRUE,sa,11,-1.744771136713,0.276235173550903,-2.28619207687277,-1.20335019655323
important_degree_top3,rolling5,exact2,nevertreated,full_sample,"","",downstream_outcomes,overall_new_release_count,FALSE,sa,-15,4.99426493021987,1.43659050484054,2.17854754073241,7.80998231970734
important_degree_top3,rolling5,exact2,nevertreated,full_sample,"","",downstream_outcomes,overall_new_release_count,FALSE,sa,-14,4.49298874422105,1.22049200234508,2.10082441962469,6.8851530688174
important_degree_top3,rolling5,exact2,nevertreated,full_sample,"","",downstream_outcomes,overall_new_release_count,FALSE,sa,-13,3.86958052669286,1.14560420428022,1.62419628630363,6.11496476708209
important_degree_top3,rolling5,exact2,nevertreated,full_sample,"","",downstream_outcomes,overall_new_release_count,FALSE,sa,-12,2.9130764244322,1.00823737993314,0.936931159763249,4.88922168910114
important_degree_top3,rolling5,exact2,nevertreated,full_sample,"","",downstream_outcomes,overall_new_release_count,FALSE,sa,-11,2.72421238312463,0.95722836433784,0.848044789022466,4.6003799772268
important_degree_top3,rolling5,exact2,nevertreated,full_sample,"","",downstream_outcomes,overall_new_release_count,FALSE,sa,-10,1.84931808753404,1.11351517275177,-0.333171651059438,4.03180782612751
important_degree_top3,rolling5,exact2,nevertreated,full_sample,"","",downstream_outcomes,overall_new_release_count,FALSE,sa,-9,0.868731774359269,1.3246590136169,-1.72759989232985,3.46506344104838
important_degree_top3,rolling5,exact2,nevertreated,full_sample,"","",downstream_outcomes,overall_new_release_count,FALSE,sa,-8,0.760186902384376,1.3716584348604,-1.92826362994201,3.44863743471077
important_degree_top3,rolling5,exact2,nevertreated,full_sample,"","",downstream_outcomes,overall_new_release_count,FALSE,sa,-7,0.441187243930063,1.31917988481954,-2.14440533031623,3.02677981817636
important_degree_top3,rolling5,exact2,nevertreated,full_sample,"","",downstream_outcomes,overall_new_release_count,FALSE,sa,-6,0.404136664350684,1.2804268322583,-2.10549992687558,2.91377325557695
important_degree_top3,rolling5,exact2,nevertreated,full_sample,"","",downstream_outcomes,overall_new_release_count,FALSE,sa,-5,0.132980391863327,1.28426488916919,-2.38417879090829,2.65013957463495
important_degree_top3,rolling5,exact2,nevertreated,full_sample,"","",downstream_outcomes,overall_new_release_count,FALSE,sa,-4,0.517467925120043,1.23207134107062,-1.89739190337838,2.93232775361846
important_degree_top3,rolling5,exact2,nevertreated,full_sample,"","",downstream_outcomes,overall_new_release_count,FALSE,sa,-3,0.0870151051671003,1.11060661958428,-2.08977386921808,2.26380407955228
important_degree_top3,rolling5,exact2,nevertreated,full_sample,"","",downstream_outcomes,overall_new_release_count,FALSE,sa,-2,0.401288024712968,1.01285794054898,-1.58391353876303,2.38648958818896
important_degree_top3,rolling5,exact2,nevertreated,full_sample,"","",downstream_outcomes,overall_new_release_count,FALSE,sa,-1,0,0,0,0
important_degree_top3,rolling5,exact2,nevertreated,full_sample,"","",downstream_outcomes,overall_new_release_count,FALSE,sa,0,-1.28693223765861,0.51524815519211,-2.29681862183515,-0.277045853482079
important_degree_top3,rolling5,exact2,nevertreated,full_sample,"","",downstream_outcomes,overall_new_release_count,FALSE,sa,1,-2.51611753988839,0.953445142352743,-4.38487001889977,-0.647365060877016
important_degree_top3,rolling5,exact2,nevertreated,full_sample,"","",downstream_outcomes,overall_new_release_count,FALSE,sa,2,-2.20367756143756,1.11344833866127,-4.38603630521365,-0.0213188176614727
important_degree_top3,rolling5,exact2,nevertreated,full_sample,"","",downstream_outcomes,overall_new_release_count,FALSE,sa,3,-1.93896203430201,1.21132045500045,-4.31315012610289,0.435226057498867
