group,var,loading,variance_explained_pc_score
collaboration,avg_members_per_problem,0.5471541133006985,53.47168972998874
collaboration,pct_members_multiple,0.405515413466017,53.47168972998874
collaboration,proj_hhi_discussion_comment,-0.4398638062432176,53.47168972998874
collaboration,proj_prob_hhi_issue_comment,-0.4398362789850406,53.47168972998874
collaboration,proj_prob_hhi_pull_request_comment,-0.38632046979862894,53.47168972998874
discussion_quality,mean_days_to_respond,-0.0491813969239247,46.17428574443904
discussion_quality,neg_sentiment_avg,-0.48540723060204866,46.17428574443904
discussion_quality,ov_sentiment_avg,0.6241609495557783,46.17428574443904
discussion_quality,pos_sentiment_avg,0.5422119206619056,46.17428574443904
discussion_quality,response_rate,0.2799827723586168,46.17428574443904
investment_in_new_talent,has_code_of_conduct,0.6326525898382347,52.69103131120288
investment_in_new_talent,has_contributing_guide,0.6283112867108328,52.69103131120288
investment_in_new_talent,has_good_first_issue,0.45274234125245266,52.69103131120288
knowledge_level,avg_unique_types,-0.7071067811865474,90.90398678959873
knowledge_level,share_issue_and_pr,-0.7071067811865477,90.90398678959873
problem_solving_routines,has_codeowners,0.3740693297061386,37.190330730391864
problem_solving_routines,has_issue_template,0.45647341337227665,37.190330730391864
problem_solving_routines,has_pr_template,0.41160162312477905,37.190330730391864
problem_solving_routines,mean_has_assignee,0.37041810306161854,37.190330730391864
problem_solving_routines,mean_has_reviewer,0.43641956460971904,37.190330730391864
problem_solving_routines,mean_has_tag,0.39321324475226593,37.190330730391864
