repo_name,time_period,prs_opened,commits,commit_additions,commit_deletions,commit_changes_total,commit_files_changed_count,pr_commits,pr_commit_additions,pr_commit_deletions,pr_commit_changes_total,pr_commit_files_changed_count,push_commits,push_commit_additions,push_commit_deletions,push_commit_changes_total,push_commit_files_changed_count,commits_lt100,commit_additions_lt100,commit_deletions_lt100,commit_changes_total_lt100,commit_files_changed_count_lt100,push_commits_lt100,push_commit_additions_lt100,push_commit_deletions_lt100,push_commit_changes_total_lt100,push_commit_files_changed_count_lt100,pr_commits_lt100,pr_commit_additions_lt100,pr_commit_deletions_lt100,pr_commit_changes_total_lt100,pr_commit_files_changed_count_lt100,comments,issue_comments,pr_comments,own_issue_comments,helping_issue_comments,own_pr_comments,helping_pr_comments,linked_pr_issue_comments,issues_opened,issues_opened_with_linked_pr,pr_reviews,pr_review_comments,prs_merged,issues_closed,first_period,final_period,closed_issue,closed_in_30_days,closed_in_60_days,closed_in_90_days,closed_in_180_days,closed_in_360_days,prs_closed_unmerged,p_prs_closed_unmerged,p_prs_merged,p_review_state_commented,p_review_state_approved,p_review_state_changes_requested,p_prs_merged_30d,p_prs_merged_60d,p_prs_merged_90d,p_prs_merged_180d,p_prs_merged_360d,prs_closed,p_prs_closed,mean_pr_reviews,time_index,departed_actor_id,last_pre_period,treatment_period,abandoned_date,treated_project,treatment,treatment_group,total_important,total_nodes,mean_cluster_overlap,avg_clusters_per_node,pct_nodes_one_cluster,HHI_normalized_degree,HHI_individual_coverage,HHI_individual_coverage_cluster,normalized_degree,imp_to_other_avg_edge_weight,individual_node_coverage,individual_coverage_cluster,overall_overlap,weighted_overall_overlap,important,imp_to_other_perc_10,imp_to_other_perc_25,imp_to_other_perc_50,imp_to_other_perc_75,imp_to_other_perc_90,imp_to_imp_avg_edge_weight,imp_to_imp_perc_10,imp_to_imp_perc_25,imp_to_imp_perc_50,imp_to_imp_perc_75,imp_to_imp_perc_90,prop_important,total_downloads,total_downloads_one_project,forks_gained,stars_gained,total_downloads_rel,total_downloads_one_project_rel,overall_new_release_count,major_new_release_count,minor_new_release_count,patch_new_release_count,other_new_release_count,major_minor_release_count,major_minor_patch_release_count,overall_score,overall_increase,overall_decrease,overall_stable,vulnerabilities_score
celery/billiard,2015-01-01,3,26,116,47,163,44,3,5,3,8,3,23,111,44,155,41,26,116,47,163,44,23,111,44,155,41,3,5,3,8,3,55,29,26,12,17,10,16,32,24,24,0,0,5,13,2015-01-01T00:00:00Z,2023-07-01,0,,,,,,,,,,,,,,,,,,,,1,1558,2016-07-01,2017-01-01,,1,0,5,2,15,30.7692307692308,1.15384615384615,84.6153846153846,0.0969529085872577,,,0.714285714285714,3.77777777777778,,,,,,1,1,2,2,6,1,1,1,1,1,1,0.133333333333333,,,10,14,,,0,0,0,0,0,0,0,6.7,0,0,1,10
celery/billiard,2015-07-01,2,72,2118,1319,3437,169,2,50,3,53,2,70,2068,1316,3384,167,72,2118,1319,3437,169,70,2068,1316,3384,167,2,50,3,53,2,34,28,6,8,20,3,3,8,22,8,0,1,4,11,2015-01-01T00:00:00Z,2023-07-01,0,,,,,,,,,,,,,,,,,,,,2,1558,2016-07-01,2017-01-01,,1,0,5,1,14,0,1,100,0.180473372781065,1,1,0.769230769230769,2.1,78.5714285714286,100,0,0,1,1,1,2,3,3.1,0,0,0,0,0,0,0.0714285714285714,,,11,19,,,0,0,0,0,0,0,0,6.7,0,0,1,10
celery/billiard,2016-01-01,0,22,225,446,671,54,0,0,0,0,0,22,225,446,671,54,22,225,446,671,54,22,225,446,671,54,0,0,0,0,0,13,4,9,1,3,0,9,2,4,2,0,4,0,1,2015-01-01T00:00:00Z,2023-07-01,0.571428571428571,0,0.142857142857143,0.285714285714286,0.285714285714286,0.285714285714286,1,1,0,0,0,0,0,0,0,0,0,1,1,,3,1558,2016-07-01,2017-01-01,,1,0,5,2,6,0,1,100,0.1875,0.5,0.5,0.2,2,,,,,1,2,2,2,2,2,0,0,0,0,0,0,0.333333333333333,,,7,19,,,0,0,0,0,0,0,0,6.7,0,0,1,10
celery/billiard,2016-07-01,3,38,8557,7860,16417,164,3,14,25,39,4,35,8543,7835,16378,160,38,8557,7860,16417,164,35,8543,7835,16378,160,3,14,25,39,4,39,35,4,9,26,0,4,15,25,9,0,1,5,7,2015-01-01T00:00:00Z,2023-07-01,0,,,,,,,,,,,,,,,,,,,,4,1558,2016-07-01,2017-01-01,,1,0,5,2,23,0,1,100,0.0774793388429753,0.57396449704142,0.57396449704142,0.409090909090909,1.125,39.1304347826087,69.2307692307692,0,0,1,1,1,1,1,1.3,2,2,2,2,2,2,0.0869565217391304,,,13,20,,,4,0,3,0,1,3,3,6.7,0,0,1,10
celery/billiard,2017-01-01,7.5,18,189,54,243,29,10,97,26,123,15,8,92,28,120,14,18,189,54,243,29,8,92,28,120,14,10,97,26,123,15,36,17,19,3,14,9,10,10,15,10,0,0,9,2,2015-01-01T00:00:00Z,2023-07-01,0,,,,,,,,,,,,,,,,,,,,5,1558,2016-07-01,2017-01-01,,1,1,5,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,26,23,,,0,0,0,0,0,0,0,6.7,0,0,1,10
celery/billiard,2017-07-01,2.5,7,197,29,226,12,3,91,21,112,5,4,106,8,114,7,7,197,29,226,12,4,106,8,114,7,3,91,21,112,5,51,40,11,11,29,4,7,10,29,7,0,0,3,10,2015-01-01T00:00:00Z,2023-07-01,0,,,,,,,,,,,,,,,,,,,,6,1558,2016-07-01,2017-01-01,,1,1,5,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,22,,,1,0,1,0,0,1,1,6.7,0,0,1,10
celery/billiard,2018-01-01,2,5,44,12,56,8,3,22,6,28,4,2,22,6,28,4,5,44,12,56,8,2,22,6,28,4,3,22,6,28,4,31,24,7,1,23,3,4,7,19,6,0,0,2,7,2015-01-01T00:00:00Z,2023-07-01,0.428571428571429,0.142857142857143,0.142857142857143,0.142857142857143,0.285714285714286,0.285714285714286,0,0,1,0,0,0,1,1,1,1,1,2,1,,7,1558,2016-07-01,2017-01-01,,1,1,5,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,13,,,0,0,0,0,0,0,0,6.7,0,0,1,10
celery/billiard,2018-07-01,6,15,234,113,347,40,7,88,86,174,18,8,146,27,173,22,15,234,113,347,40,8,146,27,173,22,7,88,86,174,18,40,27,13,4,23,2,11,20,17,13,0,1,5,4,2015-01-01T00:00:00Z,2023-07-01,0.625,0.25,0.375,0.5,0.5,0.625,0,0,1,0,0,0,0.6,0.8,0.8,0.8,1,5,1,,8,1558,2016-07-01,2017-01-01,,1,1,5,,0,,,,,,,,,,,,,,,,,,,,,,,,,,5071030,5071030,7,23,8.34497162292888e-05,8.36778585179543e-05,2,0,2,0,0,2,2,6.7,0,0,1,10
celery/billiard,2019-01-01,7,23,271,137,408,32,12,129,68,197,15,11,142,69,211,17,23,271,137,408,32,11,142,69,211,17,12,129,68,197,15,43,29,14,2,27,9,5,33,24,23,0,0,9,5,2015-01-01T00:00:00Z,2023-07-01,0,,,,,,,,,,,,,,,,,,,,9,1558,2016-07-01,2017-01-01,,1,1,5,,0,,,,,,,,,,,,,,,,,,,,,,,,,,10251129,10251129,9,25,0.000168694290130374,0.000169155481649941,1,0,1,0,0,1,1,6.7,0,0,1,10
celery/billiard,2019-07-01,3,11,151,149,300,33,3,49,47,96,11,8,102,102,204,22,11,151,149,300,33,8,102,102,204,22,3,49,47,96,11,35,29,6,4,25,3,3,19,21,10,0,0,4,3,2015-01-01T00:00:00Z,2023-07-01,0.25,0.25,0.25,0.25,0.25,0.25,1,0.142857142857143,0.571428571428571,0,0,0,0.571428571428571,0.571428571428571,0.571428571428571,0.571428571428571,0.571428571428571,5,0.714285714285714,,10,1558,2016-07-01,2017-01-01,,1,1,5,,0,,,,,,,,,,,,,,,,,,,,,,,,,,13507674,13507674,14,29,0.000222284538292564,0.000222892239619693,1,0,0,1,0,0,1,6.7,0,0,1,10
celery/billiard,2020-01-01,7,19,177,138,315,38,8,57,56,113,13,11,120,82,202,25,19,177,138,315,38,11,120,82,202,25,8,57,56,113,13,78,48,30,14,34,19,11,31,25,19,0,0,8,6,2015-01-01T00:00:00Z,2023-07-01,0.5,0.5,0.5,0.5,0.5,0.5,1,0.1,0.8,0,0,0,0.6,0.7,0.8,0.8,0.8,9,0.9,,11,1558,2016-07-01,2017-01-01,,1,1,5,,0,,,,,,,,,,,,,,,,,,,,,,,,,,15276874,15276874,11,23,0.000251398788839861,0.000252086085305868,2,0,0,2,0,0,2,6.7,0,0,1,10
celery/billiard,2020-07-01,2,6,16,16,32,7,3,6,8,14,3,3,10,8,18,4,6,16,16,32,7,3,10,8,18,4,3,6,8,14,3,17,8,9,1,7,4,5,9,8,7,0,0,3,0,2015-01-01T00:00:00Z,2023-07-01,0,,,,,,,,,,,,,,,,,,,,12,1558,2016-07-01,2017-01-01,,1,1,5,,0,,,,,,,,,,,,,,,,,,,,,,,,,,17387074,17387074,10,10,0.000286124592313129,0.000286906825282675,0,0,0,0,0,0,0,6.7,0,0,1,10
celery/billiard,2021-01-01,2,9,23,13,36,10,2,2,3,5,2,7,21,10,31,8,9,23,13,36,10,7,21,10,31,8,2,2,3,5,2,24,22,2,4,18,1,1,8,16,6,3,1,4,1,2015-01-01T00:00:00Z,2023-07-01,0,,,,,,,,,,,,,,,,,,,,13,1558,2016-07-01,2017-01-01,,1,1,5,,0,,,,,,,,,,,,,,,,,,,,,,,,,,26115488,26115488,7,20,0.000429760830204001,0.000430935748751503,1,0,0,1,0,0,1,6.7,0,0,1,10
celery/billiard,2021-07-01,6,21,296,331,627,46,7,103,12,115,8,14,193,319,512,38,21,296,331,627,46,14,193,319,512,38,7,103,12,115,8,22,20,2,9,11,0,2,9,13,5,2,0,8,5,2015-01-01T00:00:00Z,2023-07-01,0.857142857142857,0.428571428571429,0.428571428571429,0.571428571428571,0.571428571428571,0.571428571428571,1,0.111111111111111,0.888888888888889,0,0.222222222222222,0,0.888888888888889,0.888888888888889,0.888888888888889,0.888888888888889,0.888888888888889,9,1,1,14,1558,2016-07-01,2017-01-01,,1,1,5,,0,,,,,,,,,,,,,,,,,,,,,,,,,,27163037,27163037,3,13,0.000446999471424084,0.000448221518508855,0,0,0,0,0,0,0,5.82,0,0,1,10
celery/billiard,2022-01-01,4,24,221,310,531,133,7,94,147,241,61,17,127,163,290,72,24,221,310,531,133,17,127,163,290,72,7,94,147,241,61,17,11,6,3,8,3,3,6,10,5,3,0,7,3,2015-01-01T00:00:00Z,2023-07-01,0,,,,,,,,,,,,,,,,,,,,15,1558,2016-07-01,2017-01-01,,1,1,5,,0,,,,,,,,,,,,,,,,,,,,,,,,,,28922481,28922481,8,13,0.00047595317560673,0.000477254378914387,1,1,0,0,0,1,1,5.6,0,0,1,10
celery/billiard,2022-07-01,2,15,116,65,181,21,3,2,24,26,3,12,114,41,155,18,15,116,65,181,21,12,114,41,155,18,3,2,24,26,3,40,37,3,10,27,0,3,28,20,14,5,0,6,8,2015-01-01T00:00:00Z,2023-07-01,0,,,,,,,,,,,,,,,,,,,,16,1558,2016-07-01,2017-01-01,,1,1,5,,0,,,,,,,,,,,,,,,,,,,,,,,,,,32626791,32626791,4,13,0.000536911919358062,0.000538379777124739,3,0,1,2,0,1,3,5.6,0,0,1,10
celery/billiard,2023-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,15,0,2,13,0,0,10,13,8,2,0,0,0,2015-01-01T00:00:00Z,2023-07-01,0,,,,,,,,,,,,,,,,,,,,17,1558,2016-07-01,2017-01-01,,1,1,5,,0,,,,,,,,,,,,,,,,,,,,,,,,,,36373217,36373217,5,17,0.000598563731036169,0.000600200138032875,0,0,0,0,0,0,0,,,,,
danieliu/play-scraper,2016-01-01,0,2,19,5,24,6,0,0,0,0,0,2,19,5,24,6,2,19,5,24,6,2,19,5,24,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2016-01-01T00:00:00Z,2023-07-01,0,,,,,,1,1,0,0,0,0,0,0,0,0,0,1,1,,3,8889973,2019-07-01,2020-01-01,,1,0,11,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,,,0,0,0,0,0,0,0,3.76,0,0,0,1.2
danieliu/play-scraper,2016-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2016-01-01T00:00:00Z,2023-07-01,0,,,,,,,,,,,,,,,,,,,,4,8889973,2019-07-01,2020-01-01,,1,0,11,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,4,,,0,0,0,0,0,0,0,,,,,
danieliu/play-scraper,2017-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2016-01-01T00:00:00Z,2023-07-01,0,,,,,,,,,,,,,,,,,,,,5,8889973,2019-07-01,2020-01-01,,1,0,11,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,,,0,0,0,0,0,0,0,,,,,
danieliu/play-scraper,2017-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,1,1,0,0,0,0,2016-01-01T00:00:00Z,2023-07-01,0,,,,,,,,,,,,,,,,,,,,6,8889973,2019-07-01,2020-01-01,,1,0,11,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,7,,,0,0,0,0,0,0,0,,,,,
danieliu/play-scraper,2018-01-01,0,14,902,667,1569,56,0,0,0,0,0,14,902,667,1569,56,14,902,667,1569,56,14,902,667,1569,56,0,0,0,0,0,8,6,2,0,6,0,2,3,6,3,0,0,0,5,2016-01-01T00:00:00Z,2023-07-01,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,7,8889973,2019-07-01,2020-01-01,,1,0,11,1,4,0,1,100,0.333333333333334,1,1,1,1,100,100,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0.25,,,7,6,,,4,0,1,3,0,1,4,3.3,0,0,1,0
danieliu/play-scraper,2018-07-01,1,19,615,100,715,50,2,12,9,21,4,17,603,91,694,46,19,615,100,715,50,17,603,91,694,46,2,12,9,21,4,31,30,1,14,16,1,0,0,19,0,0,1,1,9,2016-01-01T00:00:00Z,2023-07-01,0.769230769230769,0.692307692307692,0.769230769230769,0.769230769230769,0.769230769230769,0.769230769230769,2,0.666666666666667,0.333333333333333,0,0,0,0.333333333333333,0.333333333333333,0.333333333333333,0.333333333333333,0.333333333333333,3,1,,8,8889973,2019-07-01,2020-01-01,,1,0,11,1,14,0,1,100,0.201388888888889,1,1,0.769230769230769,2.4,78.5714285714286,100,0,0,1,1,1,1,1.75,3.1,0,0,0,0,0,0,0.0714285714285714,13239,13239,7,29,2.17863194096575e-07,2.18458807957988e-07,7,0,2,5,0,2,7,3.3,0,0,1,0
danieliu/play-scraper,2019-01-01,3,21,172,52,224,31,4,11,5,16,4,17,161,47,208,27,21,172,52,224,31,17,161,47,208,27,4,11,5,16,4,42,41,1,8,33,0,1,18,35,14,0,0,3,14,2016-01-01T00:00:00Z,2023-07-01,0.80952380952381,0.571428571428571,0.619047619047619,0.666666666666667,0.80952380952381,0.80952380952381,2,0.25,0.375,0,0,0,0.25,0.375,0.375,0.375,0.375,5,0.625,,9,8889973,2019-07-01,2020-01-01,,1,0,11,1,28,0,1,100,0.106770833333333,1,1,0.518518518518519,1.78571428571429,53.5714285714286,100,0,0,1,1,1,1,2,3,0,0,0,0,0,0,0.0357142857142857,41453,41453,30,45,6.82157488094669e-07,6.84022431171727e-07,5,0,0,5,0,0,5,3.3,0,0,1,0
danieliu/play-scraper,2019-07-01,1,13,1179,1040,2219,33,1,5,7,12,3,12,1174,1033,2207,30,13,1179,1040,2219,33,12,1174,1033,2207,30,1,5,7,12,3,10,8,2,1,7,0,2,1,8,1,0,1,1,7,2016-01-01T00:00:00Z,2023-07-01,0.5,0.5,0.5,0.5,0.5,0.5,1,0.5,0.5,0,0,0,0,0,0.5,0.5,0.5,2,1,,10,8889973,2019-07-01,2020-01-01,,1,0,11,1,10,0,1,100,0.122448979591837,1,1,0.222222222222222,1.5,,,,,1,1.1,1.25,1.5,1.75,1.9,0,0,0,0,0,0,0.1,37577,37577,18,43,6.18373385041694e-07,6.20063949440088e-07,2,0,1,1,0,1,2,3.3,0,0,1,0
danieliu/play-scraper,2020-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,0,0,6,0,0,0,5,0,0,0,0,0,2016-01-01T00:00:00Z,2023-07-01,0,,,,,,,,,,,,,,,,,,,,11,8889973,2019-07-01,2020-01-01,,1,1,11,,0,,,,,,,,,,,,,,,,,,,,,,,,,,38917,38917,15,40,6.40424648739059e-07,6.42175498851955e-07,0,0,0,0,0,0,0,,,,,
danieliu/play-scraper,2020-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,8,1,0,8,1,0,0,7,0,0,0,0,0,2016-01-01T00:00:00Z,2023-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,12,8889973,2019-07-01,2020-01-01,,1,1,11,,0,,,,,,,,,,,,,,,,,,,,,,,,,,77019,77019,13,22,1.26743752142338e-06,1.27090255533774e-06,0,0,0,0,0,0,0,,,,,
danieliu/play-scraper,2021-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,1,2,0,0,1,3,1,0,0,0,0,2016-01-01T00:00:00Z,2023-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,13,8889973,2019-07-01,2020-01-01,,1,1,11,,0,,,,,,,,,,,,,,,,,,,,,,,,,,135457,135457,12,11,2.22910300496561e-06,2.23519712588301e-06,0,0,0,0,0,0,0,,,,,
danieliu/play-scraper,2021-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,5,1,4,1,0,1,1,3,1,0,0,0,2,2016-01-01T00:00:00Z,2023-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,14,8889973,2019-07-01,2020-01-01,,1,1,11,,0,,,,,,,,,,,,,,,,,,,,,,,,,,238940,238940,3,17,3.932036528245e-06,3.94278628094884e-06,0,0,0,0,0,0,0,,,,,
danieliu/play-scraper,2022-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,3,0,0,0,3,0,0,0,0,1,2016-01-01T00:00:00Z,2023-07-01,0,,,,,,,,,,,,,,,,,,,,15,8889973,2019-07-01,2020-01-01,,1,1,11,,0,,,,,,,,,,,,,,,,,,,,,,,,,,112632,112632,6,11,1.85349099459819e-06,1.85855823384879e-06,0,0,0,0,0,0,0,,,,,
