event_time,estimate,sd,ci_low,ci_high,dataset,rolling,category,outcome,normalize,method,covar,split_value,estimation_type
9,-1.7032926921493217,0.34310130406414124,-2.3757712481150386,-1.0308141361836047,NA,rolling5_depth1_default,github_outcomes,pull_request_merged,TRUE,sa,policy_tree_group_depth1_default,0,observed
10,-1.743909154046901,0.7494698273595577,-3.2128700156716343,-0.2749482924221678,NA,rolling5_depth1_default,github_outcomes,pull_request_merged,TRUE,sa,policy_tree_group_depth1_default,0,observed
11,-1.4089536920824748,0.7018674634148321,-2.784613920375546,-0.03329346378940401,NA,rolling5_depth1_default,github_outcomes,pull_request_merged,TRUE,sa,policy_tree_group_depth1_default,0,observed
12,-1.6310531625819702,0.7257126560986751,-3.0534499685353733,-0.20865635662856707,NA,rolling5_depth1_default,github_outcomes,pull_request_merged,TRUE,sa,policy_tree_group_depth1_default,0,observed
13,-2.968595281087911,0.36043251865569464,-3.6750430176530724,-2.2621475445227492,NA,rolling5_depth1_default,github_outcomes,pull_request_merged,TRUE,sa,policy_tree_group_depth1_default,0,observed
-14,-5.142189512678588,3.0152303728408105,-11.052041043446575,0.7676620180894007,NA,rolling5_kfold_depth1_default,github_outcomes,pull_request_merged,TRUE,sa,policy_tree_group_kfold_depth1_default,1,observed
-13,-2.5550660182894362,1.9268252614623618,-6.331643530755665,1.2215114941767928,NA,rolling5_kfold_depth1_default,github_outcomes,pull_request_merged,TRUE,sa,policy_tree_group_kfold_depth1_default,1,observed
-12,-2.6400264444671864,2.319454806332749,-7.186157864879374,1.9061049759450013,NA,rolling5_kfold_depth1_default,github_outcomes,pull_request_merged,TRUE,sa,policy_tree_group_kfold_depth1_default,1,observed
-11,-2.334829557599359,2.253570961350736,-6.751828641846801,2.0821695266480833,NA,rolling5_kfold_depth1_default,github_outcomes,pull_request_merged,TRUE,sa,policy_tree_group_kfold_depth1_default,1,observed
-10,-0.30555198530073613,1.9685242293218446,-4.163859474771551,3.5527555041700793,NA,rolling5_kfold_depth1_default,github_outcomes,pull_request_merged,TRUE,sa,policy_tree_group_kfold_depth1_default,1,observed
-9,-0.6525730725500082,1.5671167249759521,-3.724121853502874,2.418975708402858,NA,rolling5_kfold_depth1_default,github_outcomes,pull_request_merged,TRUE,sa,policy_tree_group_kfold_depth1_default,1,observed
-8,0.33440195151983454,1.0471033505201122,-1.717920615499585,2.3867245185392543,NA,rolling5_kfold_depth1_default,github_outcomes,pull_request_merged,TRUE,sa,policy_tree_group_kfold_depth1_default,1,observed
-7,-0.4409858707791184,0.6749916358705511,-1.7639694770853984,0.8819977355271618,NA,rolling5_kfold_depth1_default,github_outcomes,pull_request_merged,TRUE,sa,policy_tree_group_kfold_depth1_default,1,observed
-6,0.0017880674138526509,0.44752291275420697,-0.875356841584393,0.8789329764120982,NA,rolling5_kfold_depth1_default,github_outcomes,pull_request_merged,TRUE,sa,policy_tree_group_kfold_depth1_default,1,observed
-5,-0.344119139154474,0.3239346065627744,-0.9790309680175118,0.29079268970856376,NA,rolling5_kfold_depth1_default,github_outcomes,pull_request_merged,TRUE,sa,policy_tree_group_kfold_depth1_default,1,observed
-4,-0.30836806665406,0.3284117059521433,-0.9520550103202609,0.3353188770121408,NA,rolling5_kfold_depth1_default,github_outcomes,pull_request_merged,TRUE,sa,policy_tree_group_kfold_depth1_default,1,observed
-3,-0.33914686615754847,0.2296442265214085,-0.7892495501395091,0.11095581782441222,NA,rolling5_kfold_depth1_default,github_outcomes,pull_request_merged,TRUE,sa,policy_tree_group_kfold_depth1_default,1,observed
-2,0.14365691772242783,0.225965700511291,-0.29923585527970253,0.5865496907245582,NA,rolling5_kfold_depth1_default,github_outcomes,pull_request_merged,TRUE,sa,policy_tree_group_kfold_depth1_default,1,observed
-1,0,0,0,0,NA,rolling5_kfold_depth1_default,github_outcomes,pull_request_merged,TRUE,sa,policy_tree_group_kfold_depth1_default,1,observed
0,0.22289633024954542,0.3563359228064118,-0.47552207845102173,0.9213147389501126,NA,rolling5_kfold_depth1_default,github_outcomes,pull_request_merged,TRUE,sa,policy_tree_group_kfold_depth1_default,1,observed
1,-0.6796430480058673,0.2834551110126616,-1.235215065590684,-0.12407103042105061,NA,rolling5_kfold_depth1_default,github_outcomes,pull_request_merged,TRUE,sa,policy_tree_group_kfold_depth1_default,1,observed
2,-0.4192682056066251,0.29647262851871703,-1.0003545575033104,0.16181814629006025,NA,rolling5_kfold_depth1_default,github_outcomes,pull_request_merged,TRUE,sa,policy_tree_group_kfold_depth1_default,1,observed
3,-0.14319560767327805,0.46515346147696773,-1.0548963921681347,0.7685051768215787,NA,rolling5_kfold_depth1_default,github_outcomes,pull_request_merged,TRUE,sa,policy_tree_group_kfold_depth1_default,1,observed
4,-0.7752374019779029,0.3708432252374616,-1.5020901234433275,-0.04838468051247824,NA,rolling5_kfold_depth1_default,github_outcomes,pull_request_merged,TRUE,sa,policy_tree_group_kfold_depth1_default,1,observed
5,-0.7120384225175146,0.4036788250793146,-1.5032489196729713,0.07917207463794196,NA,rolling5_kfold_depth1_default,github_outcomes,pull_request_merged,TRUE,sa,policy_tree_group_kfold_depth1_default,1,observed
6,-0.08057979490369677,0.5663156572464587,-1.190558483106756,1.0293988932993623,NA,rolling5_kfold_depth1_default,github_outcomes,pull_request_merged,TRUE,sa,policy_tree_group_kfold_depth1_default,1,observed
7,-1.0110236563463206,0.43245760160789665,-1.858640555497798,-0.1634067571948432,NA,rolling5_kfold_depth1_default,github_outcomes,pull_request_merged,TRUE,sa,policy_tree_group_kfold_depth1_default,1,observed
8,-0.7251787034974153,0.46282130884851613,-1.632308468840507,0.18195106184567633,NA,rolling5_kfold_depth1_default,github_outcomes,pull_request_merged,TRUE,sa,policy_tree_group_kfold_depth1_default,1,observed
9,-0.5064134775455478,0.5302871453193303,-1.5457762823714352,0.5329493272803396,NA,rolling5_kfold_depth1_default,github_outcomes,pull_request_merged,TRUE,sa,policy_tree_group_kfold_depth1_default,1,observed
10,-1.3860675467724852,0.45211277492764246,-2.2722085856306644,-0.49992650791430604,NA,rolling5_kfold_depth1_default,github_outcomes,pull_request_merged,TRUE,sa,policy_tree_group_kfold_depth1_default,1,observed
11,-1.0491987969327274,0.5196261625657184,-2.0676660755615357,-0.030731518303919403,NA,rolling5_kfold_depth1_default,github_outcomes,pull_request_merged,TRUE,sa,policy_tree_group_kfold_depth1_default,1,observed
12,-1.8424620349099305,0.6393121653764577,-3.095513879047788,-0.5894101907720735,NA,rolling5_kfold_depth1_default,github_outcomes,pull_request_merged,TRUE,sa,policy_tree_group_kfold_depth1_default,1,observed
-14,-1.0382172665035458,0.8795753522584305,-2.76218495693007,0.6857504239229779,NA,rolling5_kfold_depth1_default,github_outcomes,pull_request_merged,TRUE,sa,policy_tree_group_kfold_depth1_default,0,observed
-13,0.6177232416435795,0.7765687288784071,-0.9043514669580984,2.1397979502452573,NA,rolling5_kfold_depth1_default,github_outcomes,pull_request_merged,TRUE,sa,policy_tree_group_kfold_depth1_default,0,observed
-12,0.19279591851030467,0.6144472995539398,-1.0115207886154174,1.397112625636027,NA,rolling5_kfold_depth1_default,github_outcomes,pull_request_merged,TRUE,sa,policy_tree_group_kfold_depth1_default,0,observed
-11,0.511986773132112,0.48854665206073017,-0.44556466490691904,1.4695382111711432,NA,rolling5_kfold_depth1_default,github_outcomes,pull_request_merged,TRUE,sa,policy_tree_group_kfold_depth1_default,0,observed
-10,1.0582519298189244,0.565687659683642,-0.05049588316101383,2.1669997427988625,NA,rolling5_kfold_depth1_default,github_outcomes,pull_request_merged,TRUE,sa,policy_tree_group_kfold_depth1_default,0,observed
-9,0.40236053507472125,0.35589603686132393,-0.2951956971734736,1.0999167673229162,NA,rolling5_kfold_depth1_default,github_outcomes,pull_request_merged,TRUE,sa,policy_tree_group_kfold_depth1_default,0,observed
-8,0.4844792436846349,0.3123678224220744,-0.1277616882626309,1.0967201756319007,NA,rolling5_kfold_depth1_default,github_outcomes,pull_request_merged,TRUE,sa,policy_tree_group_kfold_depth1_default,0,observed
-7,1.0072411479406191,0.30637356108853475,0.40674896820709106,1.6077333276741472,NA,rolling5_kfold_depth1_default,github_outcomes,pull_request_merged,TRUE,sa,policy_tree_group_kfold_depth1_default,0,observed
-6,0.8856717858496352,0.27392689133148385,0.34877507883992687,1.4225684928593436,NA,rolling5_kfold_depth1_default,github_outcomes,pull_request_merged,TRUE,sa,policy_tree_group_kfold_depth1_default,0,observed
-5,0.5063217678058894,0.1658035613978307,0.1813467874661413,0.8312967481456376,NA,rolling5_kfold_depth1_default,github_outcomes,pull_request_merged,TRUE,sa,policy_tree_group_kfold_depth1_default,0,observed
-4,0.4809141473595647,0.15638330723900523,0.17440286517111447,0.787425429548015,NA,rolling5_kfold_depth1_default,github_outcomes,pull_request_merged,TRUE,sa,policy_tree_group_kfold_depth1_default,0,observed
-3,0.34069905135704415,0.1345638339999129,0.0769539367172149,0.6044441659968733,NA,rolling5_kfold_depth1_default,github_outcomes,pull_request_merged,TRUE,sa,policy_tree_group_kfold_depth1_default,0,observed
-2,0.09028137667206018,0.11618677273038543,-0.13744469787949526,0.3180074512236156,NA,rolling5_kfold_depth1_default,github_outcomes,pull_request_merged,TRUE,sa,policy_tree_group_kfold_depth1_default,0,observed
-1,0,0,0,0,NA,rolling5_kfold_depth1_default,github_outcomes,pull_request_merged,TRUE,sa,policy_tree_group_kfold_depth1_default,0,observed
0,-0.06938908375410127,0.2583411226792763,-0.5757376842054828,0.4369595166972803,NA,rolling5_kfold_depth1_default,github_outcomes,pull_request_merged,TRUE,sa,policy_tree_group_kfold_depth1_default,0,observed
1,-0.86452244343004,0.1344905719529742,-1.1281239644578696,-0.6009209224022106,NA,rolling5_kfold_depth1_default,github_outcomes,pull_request_merged,TRUE,sa,policy_tree_group_kfold_depth1_default,0,observed
2,-1.119330589428201,0.15976851897322733,-1.4324768866157267,-0.8061842922406754,NA,rolling5_kfold_depth1_default,github_outcomes,pull_request_merged,TRUE,sa,policy_tree_group_kfold_depth1_default,0,observed
3,-1.024002942993898,0.1814679135152899,-1.3796800534838662,-0.6683258325039297,NA,rolling5_kfold_depth1_default,github_outcomes,pull_request_merged,TRUE,sa,policy_tree_group_kfold_depth1_default,0,observed
4,-1.0981750244711874,0.24581715034794735,-1.5799766391531642,-0.6163734097892106,NA,rolling5_kfold_depth1_default,github_outcomes,pull_request_merged,TRUE,sa,policy_tree_group_kfold_depth1_default,0,observed
5,-1.2190718738521058,0.21054362506437577,-1.6317373789782823,-0.8064063687259293,NA,rolling5_kfold_depth1_default,github_outcomes,pull_request_merged,TRUE,sa,policy_tree_group_kfold_depth1_default,0,observed
6,-1.2136241947364037,0.2471275702471076,-1.6979942324207347,-0.7292541570520727,NA,rolling5_kfold_depth1_default,github_outcomes,pull_request_merged,TRUE,sa,policy_tree_group_kfold_depth1_default,0,observed
7,-0.9432875914857843,0.5013947309487184,-1.9260212641452725,0.03944608117370385,NA,rolling5_kfold_depth1_default,github_outcomes,pull_request_merged,TRUE,sa,policy_tree_group_kfold_depth1_default,0,observed
8,-1.561827599713452,0.2973212334227592,-2.14457721722206,-0.9790779822048441,NA,rolling5_kfold_depth1_default,github_outcomes,pull_request_merged,TRUE,sa,policy_tree_group_kfold_depth1_default,0,observed
9,-1.5449606330176255,0.3180136018844643,-2.1682672927111755,-0.9216539733240755,NA,rolling5_kfold_depth1_default,github_outcomes,pull_request_merged,TRUE,sa,policy_tree_group_kfold_depth1_default,0,observed
10,-1.539846478100183,0.6725978942832607,-2.858138350895374,-0.22155460530499216,NA,rolling5_kfold_depth1_default,github_outcomes,pull_request_merged,TRUE,sa,policy_tree_group_kfold_depth1_default,0,observed
11,-1.256830261504223,0.5851249829268754,-2.403675228040899,-0.10998529496754728,NA,rolling5_kfold_depth1_default,github_outcomes,pull_request_merged,TRUE,sa,policy_tree_group_kfold_depth1_default,0,observed
12,-1.4188815208771766,0.5923721875953252,-2.5799310085640137,-0.2578320331903392,NA,rolling5_kfold_depth1_default,github_outcomes,pull_request_merged,TRUE,sa,policy_tree_group_kfold_depth1_default,0,observed
13,-2.761870372584007,0.3152925320632244,-3.3798437354279267,-2.143897009740087,NA,rolling5_kfold_depth1_default,github_outcomes,pull_request_merged,TRUE,sa,policy_tree_group_kfold_depth1_default,0,observed
-14,-1.6496043884561251,0.8321986428798421,-3.280713728500616,-0.01849504841163463,NA,rolling5_depth2_default,github_outcomes,pull_request_merged,TRUE,sa,policy_tree_group_depth2_default,1,observed
-13,2.048535575644803,0.629721169581554,0.8142820832649573,3.282789068024649,NA,rolling5_depth2_default,github_outcomes,pull_request_merged,TRUE,sa,policy_tree_group_depth2_default,1,observed
-12,0.8339299343693556,0.7128691688322966,-0.5632936365419456,2.231153505280657,NA,rolling5_depth2_default,github_outcomes,pull_request_merged,TRUE,sa,policy_tree_group_depth2_default,1,observed
-11,0.34965979575221334,0.6746760211386404,-0.9727052056795218,1.6720247971839486,NA,rolling5_depth2_default,github_outcomes,pull_request_merged,TRUE,sa,policy_tree_group_depth2_default,1,observed
-10,1.535640467495413,1.0228009786015548,-0.46904945056363445,3.5403303855544603,NA,rolling5_depth2_default,github_outcomes,pull_request_merged,TRUE,sa,policy_tree_group_depth2_default,1,observed
-9,1.0375538556809016,0.6527714754642908,-0.2418782362291083,2.3169859475909114,NA,rolling5_depth2_default,github_outcomes,pull_request_merged,TRUE,sa,policy_tree_group_depth2_default,1,observed
-8,0.9502768935663071,0.48015401329790436,0.009175027502414501,1.8913787596301996,NA,rolling5_depth2_default,github_outcomes,pull_request_merged,TRUE,sa,policy_tree_group_depth2_default,1,observed
-7,0.5264071188129925,0.3473648714103951,-0.15442802915138187,1.2072422667773668,NA,rolling5_depth2_default,github_outcomes,pull_request_merged,TRUE,sa,policy_tree_group_depth2_default,1,observed
-6,1.0498951411904651,0.3961474593207269,0.2734461209218404,1.8263441614590898,NA,rolling5_depth2_default,github_outcomes,pull_request_merged,TRUE,sa,policy_tree_group_depth2_default,1,observed
-5,0.398545133848233,0.21879381185074576,-0.030290737379228716,0.8273810050756947,NA,rolling5_depth2_default,github_outcomes,pull_request_merged,TRUE,sa,policy_tree_group_depth2_default,1,observed
-4,0.46329295841564555,0.21032960468838732,0.05104693322640641,0.8755389836048847,NA,rolling5_depth2_default,github_outcomes,pull_request_merged,TRUE,sa,policy_tree_group_depth2_default,1,observed
-3,0.3171454998140056,0.17583055706006168,-0.027482392023715274,0.6617733916517264,NA,rolling5_depth2_default,github_outcomes,pull_request_merged,TRUE,sa,policy_tree_group_depth2_default,1,observed
-2,0.3675547465763988,0.14530904675727083,0.08274901493214798,0.6523604782206496,NA,rolling5_depth2_default,github_outcomes,pull_request_merged,TRUE,sa,policy_tree_group_depth2_default,1,observed
-1,0,0,0,0,NA,rolling5_depth2_default,github_outcomes,pull_request_merged,TRUE,sa,policy_tree_group_depth2_default,1,observed
0,0.36087974966970116,0.24577018448763474,-0.1208298119260629,0.8425893112654652,NA,rolling5_depth2_default,github_outcomes,pull_request_merged,TRUE,sa,policy_tree_group_depth2_default,1,observed
1,-0.30291867126900923,0.19331038517047816,-0.6818070262031464,0.07596968366512796,NA,rolling5_depth2_default,github_outcomes,pull_request_merged,TRUE,sa,policy_tree_group_depth2_default,1,observed
2,-0.5277923404026112,0.2233230152815549,-0.9655054503544589,-0.09007923045076366,NA,rolling5_depth2_default,github_outcomes,pull_request_merged,TRUE,sa,policy_tree_group_depth2_default,1,observed
3,-0.1038133221889127,0.30998149964905336,-0.7113770615010573,0.5037504171232319,NA,rolling5_depth2_default,github_outcomes,pull_request_merged,TRUE,sa,policy_tree_group_depth2_default,1,observed
4,-0.19911315455608203,0.45957121082090596,-1.0998727277650577,0.7016464186528937,NA,rolling5_depth2_default,github_outcomes,pull_request_merged,TRUE,sa,policy_tree_group_depth2_default,1,observed
5,-0.45481669510075445,0.3409297147518177,-1.1230389360143171,0.2134055458128083,NA,rolling5_depth2_default,github_outcomes,pull_request_merged,TRUE,sa,policy_tree_group_depth2_default,1,observed
6,-0.4475965870398536,0.3886613511582216,-1.209372835309968,0.31417966123026064,NA,rolling5_depth2_default,github_outcomes,pull_request_merged,TRUE,sa,policy_tree_group_depth2_default,1,observed
7,-0.5867169947533263,0.4955056677805033,-1.5579081036031126,0.38447411409646015,NA,rolling5_depth2_default,github_outcomes,pull_request_merged,TRUE,sa,policy_tree_group_depth2_default,1,observed
8,-0.8894335206768281,0.43083482217438623,-1.7338697721386251,-0.04499726921503111,NA,rolling5_depth2_default,github_outcomes,pull_request_merged,TRUE,sa,policy_tree_group_depth2_default,1,observed
9,-0.6249579033459536,0.507440320246894,-1.6195409310298658,0.3696251243379587,NA,rolling5_depth2_default,github_outcomes,pull_request_merged,TRUE,sa,policy_tree_group_depth2_default,1,observed
10,-0.08738179356845777,1.3013937938176963,-2.6381136294511425,2.463350042314227,NA,rolling5_depth2_default,github_outcomes,pull_request_merged,TRUE,sa,policy_tree_group_depth2_default,1,observed
11,0.20820517235360325,1.136474846338009,-2.0192855264688943,2.435695871176101,NA,rolling5_depth2_default,github_outcomes,pull_request_merged,TRUE,sa,policy_tree_group_depth2_default,1,observed
12,0.46967141015369795,1.0850096542064351,-1.6569475120909147,2.596290332398311,NA,rolling5_depth2_default,github_outcomes,pull_request_merged,TRUE,sa,policy_tree_group_depth2_default,1,observed
-14,-1.5036321711585745,1.1118040913540221,-3.682768190212458,0.675503847895309,NA,rolling5_depth2_default,github_outcomes,pull_request_merged,TRUE,sa,policy_tree_group_depth2_default,0,observed
-13,-1.2766602706128611,0.6183121746598647,-2.4885521329461957,-0.06476840827952635,NA,rolling5_depth2_default,github_outcomes,pull_request_merged,TRUE,sa,policy_tree_group_depth2_default,0,observed
-12,-0.763972023734766,0.7776200910207514,-2.288107402135439,0.7601633546659066,NA,rolling5_depth2_default,github_outcomes,pull_request_merged,TRUE,sa,policy_tree_group_depth2_default,0,observed
-11,0.17482084379217003,0.6212362731735994,-1.0428022516280848,1.392443939212425,NA,rolling5_depth2_default,github_outcomes,pull_request_merged,TRUE,sa,policy_tree_group_depth2_default,0,observed
-10,0.5059570606429826,0.6219782655712136,-0.713120339876596,1.7250344611625612,NA,rolling5_depth2_default,github_outcomes,pull_request_merged,TRUE,sa,policy_tree_group_depth2_default,0,observed
-9,-0.09514035628410536,0.41898479698106833,-0.9163505583669992,0.7260698457987885,NA,rolling5_depth2_default,github_outcomes,pull_request_merged,TRUE,sa,policy_tree_group_depth2_default,0,observed
-8,0.2434752360566262,0.35650285680423066,-0.4552703632796659,0.9422208353929182,NA,rolling5_depth2_default,github_outcomes,pull_request_merged,TRUE,sa,policy_tree_group_depth2_default,0,observed
-7,0.8481655621508859,0.3554696078305932,0.1514451308029232,1.5448859934988486,NA,rolling5_depth2_default,github_outcomes,pull_request_merged,TRUE,sa,policy_tree_group_depth2_default,0,observed
-6,0.523377361753015,0.2878026730740349,-0.040715877472093376,1.0874706009781234,NA,rolling5_depth2_default,github_outcomes,pull_request_merged,TRUE,sa,policy_tree_group_depth2_default,0,observed
-5,0.33590930279983716,0.18928230979504607,-0.035084024398453095,0.7069026299981274,NA,rolling5_depth2_default,github_outcomes,pull_request_merged,TRUE,sa,policy_tree_group_depth2_default,0,observed
-4,0.262196924904947,0.1807283459073556,-0.09203063307346993,0.6164244828833639,NA,rolling5_depth2_default,github_outcomes,pull_request_merged,TRUE,sa,policy_tree_group_depth2_default,0,observed
-3,0.1524413663778832,0.15458710151020774,-0.15054935258212399,0.45543208533789037,NA,rolling5_depth2_default,github_outcomes,pull_request_merged,TRUE,sa,policy_tree_group_depth2_default,0,observed
-2,-0.06473980159190729,0.1350486622295175,-0.3294351795617616,0.19995557637794703,NA,rolling5_depth2_default,github_outcomes,pull_request_merged,TRUE,sa,policy_tree_group_depth2_default,0,observed
-1,0,0,0,0,NA,rolling5_depth2_default,github_outcomes,pull_request_merged,TRUE,sa,policy_tree_group_depth2_default,0,observed
0,-0.211797112998863,0.3079253708025315,-0.8153308397718249,0.3917366137740988,NA,rolling5_depth2_default,github_outcomes,pull_request_merged,TRUE,sa,policy_tree_group_depth2_default,0,observed
1,-1.1051839373313268,0.15057448405295623,-1.400309926075121,-0.8100579485875326,NA,rolling5_depth2_default,github_outcomes,pull_request_merged,TRUE,sa,policy_tree_group_depth2_default,0,observed
2,-1.2551495146031002,0.17588224520609402,-1.5998787152070446,-0.9104203139991559,NA,rolling5_depth2_default,github_outcomes,pull_request_merged,TRUE,sa,policy_tree_group_depth2_default,0,observed
3,-1.270823918648603,0.2021036519785689,-1.666947076526598,-0.874700760770608,NA,rolling5_depth2_default,github_outcomes,pull_request_merged,TRUE,sa,policy_tree_group_depth2_default,0,observed
4,-1.4492854996533413,0.21138501779261887,-1.8636001345268742,-1.0349708647798084,NA,rolling5_depth2_default,github_outcomes,pull_request_merged,TRUE,sa,policy_tree_group_depth2_default,0,observed
5,-1.465752307226296,0.21889355721000628,-1.8947836793579083,-1.0367209350946835,NA,rolling5_depth2_default,github_outcomes,pull_request_merged,TRUE,sa,policy_tree_group_depth2_default,0,observed
6,-1.3182402599906642,0.273204823414136,-1.8537217138823707,-0.7827588060989576,NA,rolling5_depth2_default,github_outcomes,pull_request_merged,TRUE,sa,policy_tree_group_depth2_default,0,observed
7,-1.1016505959561234,0.5970547288733334,-2.271877864547857,0.06857667263561007,NA,rolling5_depth2_default,github_outcomes,pull_request_merged,TRUE,sa,policy_tree_group_depth2_default,0,observed
8,-1.685025851605992,0.3214675756759742,-2.3151022999309014,-1.0549494032810824,NA,rolling5_depth2_default,github_outcomes,pull_request_merged,TRUE,sa,policy_tree_group_depth2_default,0,observed
9,-1.8090571549984849,0.32570095783936465,-2.4474310323636397,-1.17068327763333,NA,rolling5_depth2_default,github_outcomes,pull_request_merged,TRUE,sa,policy_tree_group_depth2_default,0,observed
10,-2.3159004936190053,0.33302288776694766,-2.9686253536422225,-1.663175633595788,NA,rolling5_depth2_default,github_outcomes,pull_request_merged,TRUE,sa,policy_tree_group_depth2_default,0,observed
11,-1.9752218499361063,0.38585414815319224,-2.731495980316363,-1.2189477195558496,NA,rolling5_depth2_default,github_outcomes,pull_request_merged,TRUE,sa,policy_tree_group_depth2_default,0,observed
12,-2.345921845236192,0.4173811249145603,-3.16398885006873,-1.5278548404036538,NA,rolling5_depth2_default,github_outcomes,pull_request_merged,TRUE,sa,policy_tree_group_depth2_default,0,observed
13,-2.7902110687790582,0.3506927577286533,-3.477568873927219,-2.1028532636308976,NA,rolling5_depth2_default,github_outcomes,pull_request_merged,TRUE,sa,policy_tree_group_depth2_default,0,observed
-14,-3.3952251036091625,2.353783804307443,-8.008641360051751,1.2181911528334255,NA,rolling5_kfold_depth2_default,github_outcomes,pull_request_merged,TRUE,sa,policy_tree_group_kfold_depth2_default,1,observed
-13,0.8502870293023945,1.6294203159101392,-2.343376789881478,4.043950848486267,NA,rolling5_kfold_depth2_default,github_outcomes,pull_request_merged,TRUE,sa,policy_tree_group_kfold_depth2_default,1,observed
-12,-0.7006575640350456,1.240091916281401,-3.1312377199465917,1.7299225918765002,NA,rolling5_kfold_depth2_default,github_outcomes,pull_request_merged,TRUE,sa,policy_tree_group_kfold_depth2_default,1,observed
-11,0.10361176465512482,1.138060438009463,-2.1269866938434223,2.334210223153672,NA,rolling5_kfold_depth2_default,github_outcomes,pull_request_merged,TRUE,sa,policy_tree_group_kfold_depth2_default,1,observed
-10,1.097531765474915,1.2126931190275194,-1.279346747819023,3.474410278768853,NA,rolling5_kfold_depth2_default,github_outcomes,pull_request_merged,TRUE,sa,policy_tree_group_kfold_depth2_default,1,observed
-9,0.9402998909253939,0.8335746416839681,-0.6935064067751835,2.5741061886259713,NA,rolling5_kfold_depth2_default,github_outcomes,pull_request_merged,TRUE,sa,policy_tree_group_kfold_depth2_default,1,observed
-8,0.8869596393148333,0.5810529676393539,-0.25190417725830017,2.025823455887967,NA,rolling5_kfold_depth2_default,github_outcomes,pull_request_merged,TRUE,sa,policy_tree_group_kfold_depth2_default,1,observed
-7,0.1915256454726198,0.3391438218232428,-0.4731962453009361,0.8562475362461757,NA,rolling5_kfold_depth2_default,github_outcomes,pull_request_merged,TRUE,sa,policy_tree_group_kfold_depth2_default,1,observed
-6,0.8185400076316119,0.40625928250317533,0.02227181392538835,1.6148082013378355,NA,rolling5_kfold_depth2_default,github_outcomes,pull_request_merged,TRUE,sa,policy_tree_group_kfold_depth2_default,1,observed
-5,0.21395788206834176,0.21368395844472213,-0.20486267648331358,0.6327784406199971,NA,rolling5_kfold_depth2_default,github_outcomes,pull_request_merged,TRUE,sa,policy_tree_group_kfold_depth2_default,1,observed
-4,0.3282101965398268,0.22003491356262841,-0.10305823404292486,0.7594786271225784,NA,rolling5_kfold_depth2_default,github_outcomes,pull_request_merged,TRUE,sa,policy_tree_group_kfold_depth2_default,1,observed
-3,0.06522152007205946,0.20562462787180538,-0.3378027505566791,0.46824579070079797,NA,rolling5_kfold_depth2_default,github_outcomes,pull_request_merged,TRUE,sa,policy_tree_group_kfold_depth2_default,1,observed
-2,0.14119054933323405,0.1626901563596442,-0.17768215713166857,0.46006325579813667,NA,rolling5_kfold_depth2_default,github_outcomes,pull_request_merged,TRUE,sa,policy_tree_group_kfold_depth2_default,1,observed
-1,0,0,0,0,NA,rolling5_kfold_depth2_default,github_outcomes,pull_request_merged,TRUE,sa,policy_tree_group_kfold_depth2_default,1,observed
0,-0.07884347676455655,0.25394484229567005,-0.5765753676640699,0.41888841413495675,NA,rolling5_kfold_depth2_default,github_outcomes,pull_request_merged,TRUE,sa,policy_tree_group_kfold_depth2_default,1,observed
1,-0.8204110701985889,0.21123879278487437,-1.2344391040569427,-0.4063830363402352,NA,rolling5_kfold_depth2_default,github_outcomes,pull_request_merged,TRUE,sa,policy_tree_group_kfold_depth2_default,1,observed
2,-1.026220113594834,0.24169613133126774,-1.4999445310041186,-0.5524956961855492,NA,rolling5_kfold_depth2_default,github_outcomes,pull_request_merged,TRUE,sa,policy_tree_group_kfold_depth2_default,1,observed
3,-0.5849067890223878,0.3343756971609043,-1.2402831554577602,0.07046957741298465,NA,rolling5_kfold_depth2_default,github_outcomes,pull_request_merged,TRUE,sa,policy_tree_group_kfold_depth2_default,1,observed
4,-0.7890859168986386,0.3333865689447641,-1.4425235920303763,-0.13564824176690105,NA,rolling5_kfold_depth2_default,github_outcomes,pull_request_merged,TRUE,sa,policy_tree_group_kfold_depth2_default,1,observed
5,-0.6964188245399248,0.30967932059430714,-1.3033902929047667,-0.089447356175082815,NA,rolling5_kfold_depth2_default,github_outcomes,pull_request_merged,TRUE,sa,policy_tree_group_kfold_depth2_default,1,observed
6,-0.5650416538023597,0.3692955892067446,-1.2888610086475791,0.1587777010428597,NA,rolling5_kfold_depth2_default,github_outcomes,pull_request_merged,TRUE,sa,policy_tree_group_kfold_depth2_default,1,observed
7,-0.6452788842328643,0.45593067065654047,-1.5389029987196836,0.24834523025395505,NA,rolling5_kfold_depth2_default,github_outcomes,pull_request_merged,TRUE,sa,policy_tree_group_kfold_depth2_default,1,observed
8,-1.0084888797374132,0.3963541926681306,-1.7853430973669493,-0.2316346621078772,NA,rolling5_kfold_depth2_default,github_outcomes,pull_request_merged,TRUE,sa,policy_tree_group_kfold_depth2_default,1,observed
9,-0.6132155920020614,0.47274614314182684,-1.539798032560042,0.3133668485559191,NA,rolling5_kfold_depth2_default,github_outcomes,pull_request_merged,TRUE,sa,policy_tree_group_kfold_depth2_default,1,observed
10,-0.1713454508553407,1.336760173061478,-2.7913953900558375,2.448704488345156,NA,rolling5_kfold_depth2_default,github_outcomes,pull_request_merged,TRUE,sa,policy_tree_group_kfold_depth2_default,1,observed
