group,var,loading,variance_explained_pc_score
collaboration,avg_members_per_problem,0.5291976884301717,58.54915471857749
collaboration,pct_members_multiple,0.433221815917278,58.54915471857749
collaboration,proj_hhi_discussion_comment,-0.4404618821531403,58.54915471857749
collaboration,proj_prob_hhi_issue_comment,-0.41904337246630063,58.54915471857749
collaboration,proj_prob_hhi_pull_request_comment,-0.40331705534936335,58.54915471857749
discussion_quality,mean_days_to_respond,-0.073703776091216,49.05832052025075
discussion_quality,neg_sentiment_avg,-0.5048625137967594,49.05832052025075
discussion_quality,ov_sentiment_avg,0.6122446790946973,49.05832052025075
discussion_quality,pos_sentiment_avg,0.5384517195861631,49.05832052025075
discussion_quality,response_rate,0.2736928828954962,49.05832052025075
investment_in_new_talent,has_code_of_conduct,0.6222736407396536,51.37534590705075
investment_in_new_talent,has_contributing_guide,0.6300410348812978,51.37534590705075
investment_in_new_talent,has_good_first_issue,0.464568413052717,51.37534590705075
problem_solving_routines,has_codeowners,0.2982885054429498,35.97642308303154
problem_solving_routines,has_issue_template,0.47560423556910264,35.97642308303154
problem_solving_routines,has_pr_template,0.40039605834734204,35.97642308303154
problem_solving_routines,mean_has_assignee,0.41419296912214704,35.97642308303154
problem_solving_routines,mean_has_reviewer,0.3973541310175984,35.97642308303154
problem_solving_routines,mean_has_tag,0.44165762076780857,35.97642308303154
shared_knowledge,avg_unique_types,-0.7071067811865478,91.61608864191587
shared_knowledge,share_issue_and_pr,-0.7071067811865474,91.61608864191587
