event_time,estimate,sd,ci_low,ci_high,dataset,rolling,category,outcome,normalize,method,covar,split_value,estimation_type
-4,0.2007584016562938,0.16652148176236942,-0.12562370259795028,0.5271405059105378,NA,rolling5_pc_depth2_pc,github_outcomes,pull_request_opened,TRUE,sa,policy_tree_group_depth2_pc,1,observed
-3,0.11732901978973417,0.15549712497976373,-0.1874453451706027,0.42210338475007103,NA,rolling5_pc_depth2_pc,github_outcomes,pull_request_opened,TRUE,sa,policy_tree_group_depth2_pc,1,observed
-2,0.25317106644741577,0.144183340264816,-0.029428280471623602,0.5357704133664551,NA,rolling5_pc_depth2_pc,github_outcomes,pull_request_opened,TRUE,sa,policy_tree_group_depth2_pc,1,observed
-1,0,0,0,0,NA,rolling5_pc_depth2_pc,github_outcomes,pull_request_opened,TRUE,sa,policy_tree_group_depth2_pc,1,observed
0,-0.11317383441565487,0.19428894420583342,-0.49398016505908837,0.2676324962277786,NA,rolling5_pc_depth2_pc,github_outcomes,pull_request_opened,TRUE,sa,policy_tree_group_depth2_pc,1,observed
1,-0.7879905788287798,0.13555707523523705,-1.0536824462898444,-0.5222987113677151,NA,rolling5_pc_depth2_pc,github_outcomes,pull_request_opened,TRUE,sa,policy_tree_group_depth2_pc,1,observed
2,-0.7705307368171466,0.1745956935808009,-1.1127382962355163,-0.4283231773987768,NA,rolling5_pc_depth2_pc,github_outcomes,pull_request_opened,TRUE,sa,policy_tree_group_depth2_pc,1,observed
3,-0.7677594250553097,0.20495110994907575,-1.1694636005554981,-0.3660552495551212,NA,rolling5_pc_depth2_pc,github_outcomes,pull_request_opened,TRUE,sa,policy_tree_group_depth2_pc,1,observed
4,-0.8029953366333119,0.2577315340637168,-1.3081491433981967,-0.29784152986842705,NA,rolling5_pc_depth2_pc,github_outcomes,pull_request_opened,TRUE,sa,policy_tree_group_depth2_pc,1,observed
5,-1.1048808682154347,0.22283461928288298,-1.5416367220098854,-0.668125014420984,NA,rolling5_pc_depth2_pc,github_outcomes,pull_request_opened,TRUE,sa,policy_tree_group_depth2_pc,1,observed
6,-1.191243302733289,0.24662369417270544,-1.6746257433117915,-0.7078608621547863,NA,rolling5_pc_depth2_pc,github_outcomes,pull_request_opened,TRUE,sa,policy_tree_group_depth2_pc,1,observed
7,-1.4326316692201955,0.28087522158962774,-1.9831471035358659,-0.8821162349045251,NA,rolling5_pc_depth2_pc,github_outcomes,pull_request_opened,TRUE,sa,policy_tree_group_depth2_pc,1,observed
8,-1.3679425898957822,0.3457357264019009,-2.045584613643508,-0.6903005661480565,NA,rolling5_pc_depth2_pc,github_outcomes,pull_request_opened,TRUE,sa,policy_tree_group_depth2_pc,1,observed
9,-1.6191634029314055,0.34245598909177444,-2.2903771415512835,-0.9479496643115276,NA,rolling5_pc_depth2_pc,github_outcomes,pull_request_opened,TRUE,sa,policy_tree_group_depth2_pc,1,observed
10,-1.7534206089748792,0.39340226067835987,-2.5244890399044646,-0.9823521780452938,NA,rolling5_pc_depth2_pc,github_outcomes,pull_request_opened,TRUE,sa,policy_tree_group_depth2_pc,1,observed
11,-1.4780149916929757,0.39775366157476294,-2.257612168379511,-0.6984178150064403,NA,rolling5_pc_depth2_pc,github_outcomes,pull_request_opened,TRUE,sa,policy_tree_group_depth2_pc,1,observed
12,-1.4512609612058776,0.45861699136839673,-2.3501502642879353,-0.5523716581238199,NA,rolling5_pc_depth2_pc,github_outcomes,pull_request_opened,TRUE,sa,policy_tree_group_depth2_pc,1,observed
-14,-1.9828080337092322,0.7574692283921932,-3.4674477213579307,-0.4981683460605335,NA,rolling5_pc_depth2_pc,github_outcomes,pull_request_opened,TRUE,sa,policy_tree_group_depth2_pc,0,observed
-13,-0.4263319515623607,0.8058286778173231,-2.005756160084314,1.1530922569595927,NA,rolling5_pc_depth2_pc,github_outcomes,pull_request_opened,TRUE,sa,policy_tree_group_depth2_pc,0,observed
-12,-0.8252940224335824,0.4735468623326956,-1.7534458726056656,0.10285782773850094,NA,rolling5_pc_depth2_pc,github_outcomes,pull_request_opened,TRUE,sa,policy_tree_group_depth2_pc,0,observed
-11,0.6364155084991017,0.869722215697777,-1.0682400342685412,2.3410710512667445,NA,rolling5_pc_depth2_pc,github_outcomes,pull_request_opened,TRUE,sa,policy_tree_group_depth2_pc,0,observed
-10,-0.4207899516074046,0.40791792083580314,-1.2203090764455786,0.3787291732307695,NA,rolling5_pc_depth2_pc,github_outcomes,pull_request_opened,TRUE,sa,policy_tree_group_depth2_pc,0,observed
-9,0.78414425612515,0.7579460157184781,-0.7014299346830669,2.269718446933367,NA,rolling5_pc_depth2_pc,github_outcomes,pull_request_opened,TRUE,sa,policy_tree_group_depth2_pc,0,observed
-8,0.958351772770109,0.5383235063146973,-0.09676229960669769,2.0134658451469156,NA,rolling5_pc_depth2_pc,github_outcomes,pull_request_opened,TRUE,sa,policy_tree_group_depth2_pc,0,observed
-7,0.7668313507239172,0.4386506286210725,-0.09292388137338492,1.6265865828212194,NA,rolling5_pc_depth2_pc,github_outcomes,pull_request_opened,TRUE,sa,policy_tree_group_depth2_pc,0,observed
-6,0.37876559723788455,0.3165461758059757,-0.24166490734182783,0.999196101817597,NA,rolling5_pc_depth2_pc,github_outcomes,pull_request_opened,TRUE,sa,policy_tree_group_depth2_pc,0,observed
-5,0.1310251228357131,0.19357193069970452,-0.24837586133570777,0.510426107007134,NA,rolling5_pc_depth2_pc,github_outcomes,pull_request_opened,TRUE,sa,policy_tree_group_depth2_pc,0,observed
-4,0.18667319904327637,0.17578263149169476,-0.15786075868044538,0.5312071567669981,NA,rolling5_pc_depth2_pc,github_outcomes,pull_request_opened,TRUE,sa,policy_tree_group_depth2_pc,0,observed
-3,0.07453396120161213,0.162501066221291,-0.24396812859211828,0.39303605099534256,NA,rolling5_pc_depth2_pc,github_outcomes,pull_request_opened,TRUE,sa,policy_tree_group_depth2_pc,0,observed
-2,0.020867901662953,0.14898053330085825,-0.27113394360672916,0.31286974693263514,NA,rolling5_pc_depth2_pc,github_outcomes,pull_request_opened,TRUE,sa,policy_tree_group_depth2_pc,0,observed
-1,0,0,0,0,NA,rolling5_pc_depth2_pc,github_outcomes,pull_request_opened,TRUE,sa,policy_tree_group_depth2_pc,0,observed
0,0.024774403381748553,0.2635802770272355,-0.491842939591633,0.5413917463551301,NA,rolling5_pc_depth2_pc,github_outcomes,pull_request_opened,TRUE,sa,policy_tree_group_depth2_pc,0,observed
1,-0.5877052371233868,0.26684676456702416,-1.1107248956747542,-0.06468557857201951,NA,rolling5_pc_depth2_pc,github_outcomes,pull_request_opened,TRUE,sa,policy_tree_group_depth2_pc,0,observed
2,-0.7976894518088876,0.27973716786430886,-1.345974300822933,-0.24940460279484222,NA,rolling5_pc_depth2_pc,github_outcomes,pull_request_opened,TRUE,sa,policy_tree_group_depth2_pc,0,observed
3,-0.7822796377593108,0.25299528827879214,-1.2781504027857433,-0.2864088727328782,NA,rolling5_pc_depth2_pc,github_outcomes,pull_request_opened,TRUE,sa,policy_tree_group_depth2_pc,0,observed
4,-1.1114093983410016,0.23994290754268374,-1.5816974971246618,-0.6411212995573414,NA,rolling5_pc_depth2_pc,github_outcomes,pull_request_opened,TRUE,sa,policy_tree_group_depth2_pc,0,observed
5,-0.8012766792555552,0.26293099060933933,-1.3166214208498603,-0.28593193766125014,NA,rolling5_pc_depth2_pc,github_outcomes,pull_request_opened,TRUE,sa,policy_tree_group_depth2_pc,0,observed
6,-0.5847001854798923,0.3482544617558059,-1.2672789305212717,0.09787855956148717,NA,rolling5_pc_depth2_pc,github_outcomes,pull_request_opened,TRUE,sa,policy_tree_group_depth2_pc,0,observed
7,-0.423236217940079,0.5200769186089758,-1.4425869784136716,0.5961145425335135,NA,rolling5_pc_depth2_pc,github_outcomes,pull_request_opened,TRUE,sa,policy_tree_group_depth2_pc,0,observed
8,-1.3226863077072937,0.42727755227806336,-2.160150310172298,-0.4852223052422895,NA,rolling5_pc_depth2_pc,github_outcomes,pull_request_opened,TRUE,sa,policy_tree_group_depth2_pc,0,observed
9,-0.9629498138500536,0.30118937741760093,-1.5532809935885514,-0.3726186341115558,NA,rolling5_pc_depth2_pc,github_outcomes,pull_request_opened,TRUE,sa,policy_tree_group_depth2_pc,0,observed
10,-0.6438992121263348,1.0147277624083904,-2.63276562644678,1.3449672021941104,NA,rolling5_pc_depth2_pc,github_outcomes,pull_request_opened,TRUE,sa,policy_tree_group_depth2_pc,0,observed
11,-0.3860335675311689,0.8616619023141311,-2.074890896066866,1.302823761004528,NA,rolling5_pc_depth2_pc,github_outcomes,pull_request_opened,TRUE,sa,policy_tree_group_depth2_pc,0,observed
12,0.18115978420834683,1.767050501378884,-3.2822591984942657,3.6445787669109593,NA,rolling5_pc_depth2_pc,github_outcomes,pull_request_opened,TRUE,sa,policy_tree_group_depth2_pc,0,observed
13,-1.3500316386916773,0.6261794701152846,-2.577343400117635,-0.12271987726571942,NA,rolling5_pc_depth2_pc,github_outcomes,pull_request_opened,TRUE,sa,policy_tree_group_depth2_pc,0,observed
-14,-0.9351954778288146,1.1146763639709536,-3.1199611512118834,1.2495701955542544,NA,rolling5_pc_depth2_pc,github_outcomes,pull_request_merged,TRUE,sa,policy_tree_group_depth2_pc,1,observed
-13,0.9802079967693059,0.9613082448452646,-0.9039561631274126,2.8643721566660245,NA,rolling5_pc_depth2_pc,github_outcomes,pull_request_merged,TRUE,sa,policy_tree_group_depth2_pc,1,observed
-12,0.4874296870000341,0.7345538915117901,-0.9522959403630744,1.9271553143631426,NA,rolling5_pc_depth2_pc,github_outcomes,pull_request_merged,TRUE,sa,policy_tree_group_depth2_pc,1,observed
-11,0.5505918043059644,0.6442977732217651,-0.7122318312086952,1.813415439820624,NA,rolling5_pc_depth2_pc,github_outcomes,pull_request_merged,TRUE,sa,policy_tree_group_depth2_pc,1,observed
-10,1.8219642787496109,0.861562339190909,0.13330209393542924,3.5106264635637925,NA,rolling5_pc_depth2_pc,github_outcomes,pull_request_merged,TRUE,sa,policy_tree_group_depth2_pc,1,observed
-9,0.39920596456276425,0.46393770917365434,-0.5101119454175983,1.308523874543127,NA,rolling5_pc_depth2_pc,github_outcomes,pull_request_merged,TRUE,sa,policy_tree_group_depth2_pc,1,observed
-8,0.48335674841299425,0.36815957036996344,-0.23823600951213408,1.2049495063381226,NA,rolling5_pc_depth2_pc,github_outcomes,pull_request_merged,TRUE,sa,policy_tree_group_depth2_pc,1,observed
-7,0.6796089518072842,0.3926209872819888,-0.08992818326541385,1.4491460868799821,NA,rolling5_pc_depth2_pc,github_outcomes,pull_request_merged,TRUE,sa,policy_tree_group_depth2_pc,1,observed
-6,0.727596365329518,0.3096110994912956,0.12075861032657864,1.3344341203324572,NA,rolling5_pc_depth2_pc,github_outcomes,pull_request_merged,TRUE,sa,policy_tree_group_depth2_pc,1,observed
-5,0.3737521534606452,0.17637663032836207,0.02805395801705557,0.7194503489042349,NA,rolling5_pc_depth2_pc,github_outcomes,pull_request_merged,TRUE,sa,policy_tree_group_depth2_pc,1,observed
-4,0.2542203237085813,0.16941632442187302,-0.07783567215828985,0.5862763195754523,NA,rolling5_pc_depth2_pc,github_outcomes,pull_request_merged,TRUE,sa,policy_tree_group_depth2_pc,1,observed
-3,0.24226806580038207,0.1496927406913959,-0.05112970595475391,0.5356658375555181,NA,rolling5_pc_depth2_pc,github_outcomes,pull_request_merged,TRUE,sa,policy_tree_group_depth2_pc,1,observed
-2,0.20994831072039635,0.13742603189450825,-0.05940671179283982,0.4793033332336325,NA,rolling5_pc_depth2_pc,github_outcomes,pull_request_merged,TRUE,sa,policy_tree_group_depth2_pc,1,observed
-1,0,0,0,0,NA,rolling5_pc_depth2_pc,github_outcomes,pull_request_merged,TRUE,sa,policy_tree_group_depth2_pc,1,observed
0,0.25208029844909224,0.3787395232303104,-0.4902491670823161,0.9944097639805005,NA,rolling5_pc_depth2_pc,github_outcomes,pull_request_merged,TRUE,sa,policy_tree_group_depth2_pc,1,observed
1,-0.6413460144682019,0.14725321118172693,-0.9299623083843866,-0.3527297205520172,NA,rolling5_pc_depth2_pc,github_outcomes,pull_request_merged,TRUE,sa,policy_tree_group_depth2_pc,1,observed
2,-0.7341616135612216,0.14694103306554418,-1.0221660383696882,-0.44615718875275495,NA,rolling5_pc_depth2_pc,github_outcomes,pull_request_merged,TRUE,sa,policy_tree_group_depth2_pc,1,observed
3,-0.5134957325191484,0.2047259124939044,-0.914758521007201,-0.11223294403109574,NA,rolling5_pc_depth2_pc,github_outcomes,pull_request_merged,TRUE,sa,policy_tree_group_depth2_pc,1,observed
4,-0.7047631611999585,0.2714430451745259,-1.236791529742029,-0.17273479265788783,NA,rolling5_pc_depth2_pc,github_outcomes,pull_request_merged,TRUE,sa,policy_tree_group_depth2_pc,1,observed
5,-0.9363893074727959,0.209246802891371,-1.3465130411398831,-0.5262655738057087,NA,rolling5_pc_depth2_pc,github_outcomes,pull_request_merged,TRUE,sa,policy_tree_group_depth2_pc,1,observed
6,-0.979241402893745,0.2612909744000183,-1.4913717127177808,-0.4671110930697091,NA,rolling5_pc_depth2_pc,github_outcomes,pull_request_merged,TRUE,sa,policy_tree_group_depth2_pc,1,observed
7,-1.3081740784965816,0.26409319497224637,-1.8257967406421844,-0.7905514163509787,NA,rolling5_pc_depth2_pc,github_outcomes,pull_request_merged,TRUE,sa,policy_tree_group_depth2_pc,1,observed
8,-1.1037062128474195,0.32330503475356437,-1.7373840809644057,-0.4700283447304334,NA,rolling5_pc_depth2_pc,github_outcomes,pull_request_merged,TRUE,sa,policy_tree_group_depth2_pc,1,observed
9,-1.3422411426062268,0.31599419066478096,-1.9615897563091975,-0.7228925289032562,NA,rolling5_pc_depth2_pc,github_outcomes,pull_request_merged,TRUE,sa,policy_tree_group_depth2_pc,1,observed
10,-1.8894373576377452,0.3584576986296785,-2.5920144469519153,-1.1868602683235754,NA,rolling5_pc_depth2_pc,github_outcomes,pull_request_merged,TRUE,sa,policy_tree_group_depth2_pc,1,observed
11,-1.2895940954685305,0.389831339741993,-2.0536635213628367,-0.5255246695742243,NA,rolling5_pc_depth2_pc,github_outcomes,pull_request_merged,TRUE,sa,policy_tree_group_depth2_pc,1,observed
12,-1.3052127323831455,0.4365138744100131,-2.160779926226771,-0.44964553853951983,NA,rolling5_pc_depth2_pc,github_outcomes,pull_request_merged,TRUE,sa,policy_tree_group_depth2_pc,1,observed
-14,-1.255873148004889,0.5187051888362411,-2.2725353181239214,-0.23921097788585666,NA,rolling5_pc_depth2_pc,github_outcomes,pull_request_merged,TRUE,sa,policy_tree_group_depth2_pc,0,observed
-13,-0.5445408949937728,0.5867330543328148,-1.6945376814860897,0.6054558914985441,NA,rolling5_pc_depth2_pc,github_outcomes,pull_request_merged,TRUE,sa,policy_tree_group_depth2_pc,0,observed
-12,-0.5899547956008999,0.5221793655056957,-1.6134263519920633,0.43351676079026347,NA,rolling5_pc_depth2_pc,github_outcomes,pull_request_merged,TRUE,sa,policy_tree_group_depth2_pc,0,observed
-11,-0.10080332088229851,0.4612022331691094,-1.004759697893753,0.803153056129156,NA,rolling5_pc_depth2_pc,github_outcomes,pull_request_merged,TRUE,sa,policy_tree_group_depth2_pc,0,observed
-10,0.03399412419574985,0.39087232569262204,-0.7321156341617893,0.800103882553289,NA,rolling5_pc_depth2_pc,github_outcomes,pull_request_merged,TRUE,sa,policy_tree_group_depth2_pc,0,observed
-9,0.2721210474178466,0.3985438159531124,-0.5090248318502537,1.053266926685947,NA,rolling5_pc_depth2_pc,github_outcomes,pull_request_merged,TRUE,sa,policy_tree_group_depth2_pc,0,observed
-8,0.5585934444824674,0.38593576333081014,-0.19784065164592046,1.3150275406108554,NA,rolling5_pc_depth2_pc,github_outcomes,pull_request_merged,TRUE,sa,policy_tree_group_depth2_pc,0,observed
-7,0.7404435420217003,0.32352085536867714,0.1063426654990931,1.3745444185443074,NA,rolling5_pc_depth2_pc,github_outcomes,pull_request_merged,TRUE,sa,policy_tree_group_depth2_pc,0,observed
-6,0.39442175646755295,0.3031433219890563,-0.19973915463099734,0.9885826675661032,NA,rolling5_pc_depth2_pc,github_outcomes,pull_request_merged,TRUE,sa,policy_tree_group_depth2_pc,0,observed
-5,0.11197507983856948,0.18097697333150212,-0.24273978789117467,0.4666899475683136,NA,rolling5_pc_depth2_pc,github_outcomes,pull_request_merged,TRUE,sa,policy_tree_group_depth2_pc,0,observed
-4,0.249064048179533,0.1810759920489439,-0.10584489623639701,0.603972992595463,NA,rolling5_pc_depth2_pc,github_outcomes,pull_request_merged,TRUE,sa,policy_tree_group_depth2_pc,0,observed
-3,0.05172252999517743,0.15969463218503568,-0.2612789490874925,0.3647240090778474,NA,rolling5_pc_depth2_pc,github_outcomes,pull_request_merged,TRUE,sa,policy_tree_group_depth2_pc,0,observed
-2,-0.13028031608888999,0.13979273682547985,-0.40427408026683054,0.14371344808905054,NA,rolling5_pc_depth2_pc,github_outcomes,pull_request_merged,TRUE,sa,policy_tree_group_depth2_pc,0,observed
-1,0,0,0,0,NA,rolling5_pc_depth2_pc,github_outcomes,pull_request_merged,TRUE,sa,policy_tree_group_depth2_pc,0,observed
0,-0.17140411077719844,0.18726505014091227,-0.5384436090533865,0.1956353874989896,NA,rolling5_pc_depth2_pc,github_outcomes,pull_request_merged,TRUE,sa,policy_tree_group_depth2_pc,0,observed
1,-0.8065331726463961,0.14902403860432364,-1.0986202883108704,-0.5144460569819218,NA,rolling5_pc_depth2_pc,github_outcomes,pull_request_merged,TRUE,sa,policy_tree_group_depth2_pc,0,observed
2,-0.985624534359622,0.15235978555474208,-1.2842497140469165,-0.6869993546723276,NA,rolling5_pc_depth2_pc,github_outcomes,pull_request_merged,TRUE,sa,policy_tree_group_depth2_pc,0,observed
3,-0.8827681774358209,0.18210925325652022,-1.2397023138186005,-0.5258340410530413,NA,rolling5_pc_depth2_pc,github_outcomes,pull_request_merged,TRUE,sa,policy_tree_group_depth2_pc,0,observed
4,-1.0121377158768317,0.2023432865561831,-1.4087305575269506,-0.6155448742267128,NA,rolling5_pc_depth2_pc,github_outcomes,pull_request_merged,TRUE,sa,policy_tree_group_depth2_pc,0,observed
5,-0.9710612555167135,0.19597493605731145,-1.355172130189044,-0.586950380844383,NA,rolling5_pc_depth2_pc,github_outcomes,pull_request_merged,TRUE,sa,policy_tree_group_depth2_pc,0,observed
6,-0.7690581846871238,0.24538747819975168,-1.250017641958637,-0.28809872741561054,NA,rolling5_pc_depth2_pc,github_outcomes,pull_request_merged,TRUE,sa,policy_tree_group_depth2_pc,0,observed
7,-0.23461986008951446,0.7649161932168215,-1.7338555987944844,1.2646158786154555,NA,rolling5_pc_depth2_pc,github_outcomes,pull_request_merged,TRUE,sa,policy_tree_group_depth2_pc,0,observed
8,-1.297085149062685,0.26306018540056747,-1.8126831124477971,-0.7814871856775727,NA,rolling5_pc_depth2_pc,github_outcomes,pull_request_merged,TRUE,sa,policy_tree_group_depth2_pc,0,observed
9,-0.9029124976889972,0.3185992054666804,-1.5273669404036907,-0.27845805497430354,NA,rolling5_pc_depth2_pc,github_outcomes,pull_request_merged,TRUE,sa,policy_tree_group_depth2_pc,0,observed
10,-0.6088131480623064,0.9040702018760861,-2.380790743739435,1.1631644476148222,NA,rolling5_pc_depth2_pc,github_outcomes,pull_request_merged,TRUE,sa,policy_tree_group_depth2_pc,0,observed
11,-0.6412448548791578,0.7302196128273479,-2.0724752960207597,0.7899855862624441,NA,rolling5_pc_depth2_pc,github_outcomes,pull_request_merged,TRUE,sa,policy_tree_group_depth2_pc,0,observed
12,-0.7769212277739725,0.7466065001852394,-2.240269968137042,0.6864275125890968,NA,rolling5_pc_depth2_pc,github_outcomes,pull_request_merged,TRUE,sa,policy_tree_group_depth2_pc,0,observed
13,-1.353513673007875,0.6245246930785696,-2.5775820714418716,-0.12944527457387855,NA,rolling5_pc_depth2_pc,github_outcomes,pull_request_merged,TRUE,sa,policy_tree_group_depth2_pc,0,observed
-14,0.5791126532659256,0.3212681374228265,-0.050572896082814345,1.2087982026146658,NA,rolling5_pc_depth2_pc,downstream_outcomes,overall_new_release_count,TRUE,sa,policy_tree_group_depth2_pc,1,observed
-13,0.6011913721538075,0.3120619439640543,-0.01045003801573896,1.2128327823233538,NA,rolling5_pc_depth2_pc,downstream_outcomes,overall_new_release_count,TRUE,sa,policy_tree_group_depth2_pc,1,observed
-12,0.6709155520154044,0.22348058600568954,0.23289360344425292,1.1089375005865558,NA,rolling5_pc_depth2_pc,downstream_outcomes,overall_new_release_count,TRUE,sa,policy_tree_group_depth2_pc,1,observed
-11,0.5633647231509928,0.2127567699767639,0.1463614539965356,0.98036799230545,NA,rolling5_pc_depth2_pc,downstream_outcomes,overall_new_release_count,TRUE,sa,policy_tree_group_depth2_pc,1,observed
-10,0.6133642683142,0.22228741222581325,0.17768094035160603,1.049047596276794,NA,rolling5_pc_depth2_pc,downstream_outcomes,overall_new_release_count,TRUE,sa,policy_tree_group_depth2_pc,1,observed
-9,0.5540888044350335,0.24997882518453018,0.06413030707335432,1.0440473017967127,NA,rolling5_pc_depth2_pc,downstream_outcomes,overall_new_release_count,TRUE,sa,policy_tree_group_depth2_pc,1,observed
-8,0.5501281953573081,0.26382780935819494,0.03302568901524594,1.06723070169937,NA,rolling5_pc_depth2_pc,downstream_outcomes,overall_new_release_count,TRUE,sa,policy_tree_group_depth2_pc,1,observed
-7,0.18770895949245514,0.21896454484255645,-0.2414615483989555,0.6168794673838658,NA,rolling5_pc_depth2_pc,downstream_outcomes,overall_new_release_count,TRUE,sa,policy_tree_group_depth2_pc,1,observed
-6,0.40352726250004667,0.2931595698677935,-0.17106549444082864,0.978120019440922,NA,rolling5_pc_depth2_pc,downstream_outcomes,overall_new_release_count,TRUE,sa,policy_tree_group_depth2_pc,1,observed
-5,0.3916836586443282,0.16519896334063466,0.06789369049668426,0.7154736267919721,NA,rolling5_pc_depth2_pc,downstream_outcomes,overall_new_release_count,TRUE,sa,policy_tree_group_depth2_pc,1,observed
-4,0.05785449373679814,0.1480234244892168,-0.23227141826206676,0.347980405735663,NA,rolling5_pc_depth2_pc,downstream_outcomes,overall_new_release_count,TRUE,sa,policy_tree_group_depth2_pc,1,observed
-3,-0.0032495506741778493,0.13563841182120567,-0.269100837843741,0.26260173649538526,NA,rolling5_pc_depth2_pc,downstream_outcomes,overall_new_release_count,TRUE,sa,policy_tree_group_depth2_pc,1,observed
-2,0.11767228562527288,0.14038441403142715,-0.15748116587632432,0.3928257371268701,NA,rolling5_pc_depth2_pc,downstream_outcomes,overall_new_release_count,TRUE,sa,policy_tree_group_depth2_pc,1,observed
-1,0,0,0,0,NA,rolling5_pc_depth2_pc,downstream_outcomes,overall_new_release_count,TRUE,sa,policy_tree_group_depth2_pc,1,observed
0,0.04369794164219515,0.28546454808397015,-0.5158125726023863,0.6032084558867767,NA,rolling5_pc_depth2_pc,downstream_outcomes,overall_new_release_count,TRUE,sa,policy_tree_group_depth2_pc,1,observed
1,-0.48901108837911683,0.18507346604554495,-0.851755081828385,-0.12626709492984872,NA,rolling5_pc_depth2_pc,downstream_outcomes,overall_new_release_count,TRUE,sa,policy_tree_group_depth2_pc,1,observed
2,-0.6598453290235398,0.15326415919614694,-0.9602430810479878,-0.35944757699909174,NA,rolling5_pc_depth2_pc,downstream_outcomes,overall_new_release_count,TRUE,sa,policy_tree_group_depth2_pc,1,observed
3,-0.37863033631965304,0.23533978572953912,-0.8398963163495496,0.08263564371024362,NA,rolling5_pc_depth2_pc,downstream_outcomes,overall_new_release_count,TRUE,sa,policy_tree_group_depth2_pc,1,observed
4,-0.42693334919522624,0.3597249690800416,-1.1319942885921077,0.2781275902016553,NA,rolling5_pc_depth2_pc,downstream_outcomes,overall_new_release_count,TRUE,sa,policy_tree_group_depth2_pc,1,observed
5,-0.2839879028463974,0.3685146220747854,-1.0062765621129768,0.43830075642018196,NA,rolling5_pc_depth2_pc,downstream_outcomes,overall_new_release_count,TRUE,sa,policy_tree_group_depth2_pc,1,observed
6,-0.4182698712778813,0.37100668145172755,-1.1454429669232673,0.3089032243675047,NA,rolling5_pc_depth2_pc,downstream_outcomes,overall_new_release_count,TRUE,sa,policy_tree_group_depth2_pc,1,observed
7,-0.35162505346072115,0.4229256049829445,-1.1805592392272923,0.47730913230585004,NA,rolling5_pc_depth2_pc,downstream_outcomes,overall_new_release_count,TRUE,sa,policy_tree_group_depth2_pc,1,observed
8,-0.44851853771263633,0.5697490993079175,-1.5652267723561546,0.6681896969308818,NA,rolling5_pc_depth2_pc,downstream_outcomes,overall_new_release_count,TRUE,sa,policy_tree_group_depth2_pc,1,observed
9,-1.0467378343947296,0.25671117220848133,-1.549891731923353,-0.5435839368661062,NA,rolling5_pc_depth2_pc,downstream_outcomes,overall_new_release_count,TRUE,sa,policy_tree_group_depth2_pc,1,observed
10,-1.2208626103879023,0.26203690091595183,-1.7344549361831678,-0.7072702845926367,NA,rolling5_pc_depth2_pc,downstream_outcomes,overall_new_release_count,TRUE,sa,policy_tree_group_depth2_pc,1,observed
11,-0.9257675074594074,0.3688350463279691,-1.648684198262227,-0.202850816656588,NA,rolling5_pc_depth2_pc,downstream_outcomes,overall_new_release_count,TRUE,sa,policy_tree_group_depth2_pc,1,observed
12,-0.9036871455735738,0.5243676940858998,-1.9314478259819374,0.12407353483478989,NA,rolling5_pc_depth2_pc,downstream_outcomes,overall_new_release_count,TRUE,sa,policy_tree_group_depth2_pc,1,observed
-14,-0.0717597969121317,0.5804254213769375,-1.2093936228109292,1.0658740289866657,NA,rolling5_pc_depth2_pc,downstream_outcomes,overall_new_release_count,TRUE,sa,policy_tree_group_depth2_pc,0,observed
-13,0.0025700972700897187,0.5738986228837962,-1.122271203582151,1.1274113981223304,NA,rolling5_pc_depth2_pc,downstream_outcomes,overall_new_release_count,TRUE,sa,policy_tree_group_depth2_pc,0,observed
-12,0.34327845299938303,0.3269683536037759,-0.2975795200640177,0.9841364260627838,NA,rolling5_pc_depth2_pc,downstream_outcomes,overall_new_release_count,TRUE,sa,policy_tree_group_depth2_pc,0,observed
-11,0.3387783350999981,0.29934438968351,-0.24793666867968156,0.9254933388796778,NA,rolling5_pc_depth2_pc,downstream_outcomes,overall_new_release_count,TRUE,sa,policy_tree_group_depth2_pc,0,observed
-10,0.5966139444055285,0.26376375622720105,0.07963698220021442,1.1135909066108427,NA,rolling5_pc_depth2_pc,downstream_outcomes,overall_new_release_count,TRUE,sa,policy_tree_group_depth2_pc,0,observed
-9,0.4223125805031389,0.24710240018083315,-0.06200812385129406,0.9066332848575719,NA,rolling5_pc_depth2_pc,downstream_outcomes,overall_new_release_count,TRUE,sa,policy_tree_group_depth2_pc,0,observed
-8,0.23478651014915458,0.21386991177717107,-0.1843985169341007,0.6539715372324099,NA,rolling5_pc_depth2_pc,downstream_outcomes,overall_new_release_count,TRUE,sa,policy_tree_group_depth2_pc,0,observed
-7,0.3697557275599501,0.31167359918354026,-0.2411245268397888,0.980635981959689,NA,rolling5_pc_depth2_pc,downstream_outcomes,overall_new_release_count,TRUE,sa,policy_tree_group_depth2_pc,0,observed
-6,0.5743062102026172,0.3111348209901888,-0.03551803893815286,1.1841304593433872,NA,rolling5_pc_depth2_pc,downstream_outcomes,overall_new_release_count,TRUE,sa,policy_tree_group_depth2_pc,0,observed
-5,0.10017614303154522,0.1625216371524206,-0.21836626578719914,0.41871855185028956,NA,rolling5_pc_depth2_pc,downstream_outcomes,overall_new_release_count,TRUE,sa,policy_tree_group_depth2_pc,0,observed
-4,0.11401285416322877,0.15556663387921826,-0.19089774824003902,0.41892345656649654,NA,rolling5_pc_depth2_pc,downstream_outcomes,overall_new_release_count,TRUE,sa,policy_tree_group_depth2_pc,0,observed
