outcome,repo_name,repo_id,att,att_group,event_time-5,event_time-4,event_time-3,event_time-2,event_time0,event_time1,event_time2,event_time3,event_time4,event_time5
pull_request_merged,007gzs/django_restframework_apiview,1,-0.4788455946027815,high,-0.21290295631007236,-0.06738455233910899,-0.050451679063714484,0.13808921623977838,-0.00946137066395046,-0.5058049225466025,-0.5575989570168891,-0.5740857919342143,-0.7877746592558799,-0.6965185729986785
pull_request_merged,0b01001001/spectree,3,-0.594668079014675,low,-0.1326575649573947,-0.020596677548069216,0.008418535197602122,0.20116059941280848,-0.057527785941970486,-0.6240651306677741,-0.6484532903922428,-0.7199330326102698,-0.9747923840940593,-0.9781151956505093
pull_request_merged,0cyn/ktool,5,-0.6087759622650558,low,-0.26434479200810895,-0.15461177940578402,-0.1793472904434531,0.08282716020286994,-0.09355839903007643,-0.6739867407762881,-0.6878403138067908,-0.6599776672300026,-0.9567897279711435,-0.8969696654737604
pull_request_merged,0xSpaceShard/starknet-devnet,10,-0.3858766921851038,high,-0.11146598884967664,0.019483663355529708,-0.019366612555612273,0.18192648762391536,0.10851837895137727,-0.5295129418489302,-0.4183358207803508,-0.45795779204451564,-0.581812656697306,-0.5422919567626585
pull_request_merged,0xangelo/raylab,12,-0.44924320564229603,high,-0.22878792884459653,-0.12824879748949256,-0.10059176265910916,0.11409355756674344,0.07304920833842263,-0.5310163926264029,-0.5044455945496892,-0.5571680688520266,-0.7070421573151898,-0.6440316472890153
pull_request_merged,10sr/flake8-no-implicit-concat,18,-0.5977674967197292,low,-0.1409437245915854,-0.07193081066457833,-0.0517594896169082,0.142824462630386,-0.12824938651189405,-0.6798028882229871,-0.6470858865579714,-0.6471935005396227,-0.9286781549449216,-0.7628654119594643
pull_request_merged,11craft/louie,19,-0.09372334302104224,high,-0.7772906059617322,-0.6686583273675477,-0.64540973845364,-0.34459063103170995,0.39310567646802935,-0.32705012862664123,-0.09973643238796909,-0.4330108841285241,-0.25898354328317064,0.40831670881469867
pull_request_merged,1313e/CMasher,20,-0.45717407237408675,high,-0.3591180886468434,-0.20141147525660916,-0.27423345774092284,-0.033172190410375016,-0.0034840514345234564,-0.5505450946558622,-0.4732538314174232,-0.5802602989666773,-0.5915017816960546,-0.6858585662797017
pull_request_merged,15five/scim2-filter-parser,24,-0.5035070701381317,high,-0.27256616957264823,-0.14485371728860658,-0.10611754228877776,0.05344459398376324,-0.12699561782412536,-0.6453239409903834,-0.463219296096864,-0.5579649169485493,-0.7249468567974056,-0.5870649808578152
pull_request_merged,17451k/clade,25,-0.5622563968122499,low,-0.3495075265729954,-0.20349559649530571,-0.2220963946927535,0.03165683283366844,-0.025650086964037616,-0.642686056304296,-0.5481294395566516,-0.7207620820163043,-0.8319131963993378,-0.9236288737230618
pull_request_merged,1EdTech/openbadges-validator-core,26,-0.5152349357100837,high,-0.14839400778778197,-0.04513184436442323,-0.04946342122544452,0.12591985235974693,-0.014352804674169724,-0.6088944868758387,-0.44656642581791633,-0.6445070164984983,-0.8620859330971592,-0.7991373196601173
pull_request_merged,1Password/connect-sdk-python,27,-0.563345724344001,low,-0.12726347748547145,-0.03494843611598597,-0.06939232147802875,0.12483719826257016,-0.045931232761295696,-0.6242999699307832,-0.6201305641517969,-0.6616155215005931,-0.942810438376191,-0.9088457590013398
pull_request_merged,1adrianb/face-alignment,28,-0.47488239233971485,high,-0.055775370458185786,0.05434068677536733,-0.028695992722135757,0.10902793011790772,0.04624654475803643,-0.5903767106392387,-0.5251079146872936,-0.5424432584949115,-0.7591066850965921,-0.7260703173837407
pull_request_merged,1adrianb/pytorch-estimate-flops,29,-0.4833911280068727,high,-0.31388003247859375,-0.1968059484437515,-0.18519448399115648,0.08270568816991186,0.07088463449003332,-0.5881620156154126,-0.5129983250426119,-0.570261253783685,-0.7248346233046936,-0.7262045217611796
pull_request_merged,1e0ng/simhash,31,-0.5338274167253231,high,-0.2628216419197657,-0.1173180079199926,-0.17244072953919912,0.03484042538663335,-0.1282307934813486,-0.6140305573547066,-0.5768972994710084,-0.5855008826166093,-0.7681536881949154,-0.668581260056804
pull_request_merged,1kbgz/temporal-cache,32,-0.33030708937847514,high,-0.1378475742483692,-0.029257416690715524,-0.03899543434688672,0.15356139319384216,0.1027406794434426,-0.4713277062369673,-0.39317303789357133,-0.3839509617881729,-0.44059886888156424,-0.3471790537847627
pull_request_merged,23andMe/Yamale,33,-0.42185644754671703,high,-0.23445519043497082,-0.16854733636960853,-0.19627285443076328,0.061917930968445896,-0.024645995935104102,-0.542312136407267,-0.4469440607792373,-0.5382185776569569,-0.652257787986551,-0.3936893036196303
pull_request_merged,2Fake/devolo_home_control_api,34,-0.6009560157695807,low,-0.23226457322716157,-0.11144688200477237,-0.07544394053602066,0.12339105007131276,-0.017708877727363966,-0.6410554845147675,-0.6428591431834203,-0.7392066309003003,-0.978221967899627,-0.9718455835131589
pull_request_merged,2captcha/2captcha-python,35,-0.4892768239767376,high,-0.02020072185620839,0.04582908106433673,-0.04456163964359168,0.13272712558883146,0.047052402579232114,-0.5693327458205385,-0.5230108877993195,-0.6104382599796642,-0.7539947130923896,-0.781913075499104
pull_request_merged,3-manifolds/PLink,37,-0.4836700333924146,high,-0.31308175097167934,-0.17842464086422546,-0.22894862878671363,0.10412120553872521,-4.925322573092845e-4,-0.6433795972509837,-0.5323130004116802,-0.3994326418243618,-0.7426729216376023,-0.7352660932821238
pull_request_merged,3-manifolds/Spherogram,38,-0.3561358184828169,high,-0.2824966885185214,-0.07590524243016906,-0.05336783629145088,0.15138553952086206,0.07967880557407114,-0.49918569199128987,-0.351339172691031,-0.4102911050420825,-0.6321442829780332,-0.7186949144153825
