sample,covar_type,outcome,normalize,split_value,event_time,p2.5,p50,p97.5,draw_kstar,actual
exact2,pc_score_binary,direct_merge_rate,TRUE,high,-1,0,0,0,0,0
exact2,pc_score_binary,direct_merge_rate,TRUE,high,0,-0.333928806270967,0.0367032767936408,0.439756106854949,0.196365419204798,0.820751535778516
exact2,pc_score_binary,direct_merge_rate,TRUE,high,1,-0.673813936402539,-0.245487194952221,0.165430652860657,-0.263302198175265,1.28087426203996
exact2,pc_score_binary,direct_merge_rate,TRUE,high,2,-0.633673554426252,-0.252372040713466,0.117679474561291,-0.355124585339943,1.49143269762589
exact2,pc_score_binary,direct_merge_rate,TRUE,high,3,-0.642111405765969,-0.236668315617084,0.21068115095223,-0.330009249325868,0.881496090917067
exact2,pc_score_binary,direct_merge_rate,TRUE,high,4,-0.674155113438509,-0.256887470377631,0.143613735354152,-0.287986390025488,1.34391953128774
exact2,pc_score_binary,direct_merge_rate,TRUE,high,5,-0.688545301263384,-0.247097738797278,0.225291976860238,-0.347973264991553,1.41736633391
exact2,pc_score_binary,direct_merge_rate,TRUE,low,-5,-0.268661145915453,0.0260600954791467,0.321773073708249,-0.0536020966879051,-0.222812214864158
exact2,pc_score_binary,direct_merge_rate,TRUE,low,-4,-0.258753259053527,0.0196199048477928,0.299207620943653,0.089173132781917,-0.385861348799605
exact2,pc_score_binary,direct_merge_rate,TRUE,low,-3,-0.259508992115287,0.0184703427175024,0.301031487724655,-0.0151166411645722,-0.173191267412083
exact2,pc_score_binary,direct_merge_rate,TRUE,low,-2,-0.25363975114482,0.00546749093899524,0.248751338318932,-0.0655668070955619,-0.275712658417832
exact2,pc_score_binary,direct_merge_rate,TRUE,low,-1,0,0,0,0,0
exact2,pc_score_binary,direct_merge_rate,TRUE,low,0,-0.339691468508625,0.0135170557210408,0.336725891151787,0.104042402269,-0.190587776199813
exact2,pc_score_binary,direct_merge_rate,TRUE,low,1,-0.489057077227644,-0.149118714829364,0.215891726943888,-0.207522116507284,0.484242138460687
exact2,pc_score_binary,direct_merge_rate,TRUE,low,2,-0.482372093776404,-0.168700026067897,0.228633090090526,-0.353854975907581,-0.296485015437431
exact2,pc_score_binary,direct_merge_rate,TRUE,low,3,-0.536029249827075,-0.162762872463441,0.195557668450798,-0.454406150696457,-0.279383704366925
exact2,pc_score_binary,direct_merge_rate,TRUE,low,4,-0.498884919198312,-0.161597651802195,0.237936950223588,-0.309635040362373,-0.479922341008142
exact2,pc_score_binary,direct_merge_rate,TRUE,low,5,-0.61225907395809,-0.148275883953112,0.273448411051233,-0.193004722285623,-0.470447108276784
exact_1_2,pc_score_binary,direct_merge_rate,TRUE,high,-5,-0.240739588589893,0.0326200049508958,0.301233379077978,-0.0445919536699562,-0.114258794371206
exact_1_2,pc_score_binary,direct_merge_rate,TRUE,high,-4,-0.188706569916377,0.0251419315094359,0.282655842623323,-0.0437716705580955,-0.0418460715520297
exact_1_2,pc_score_binary,direct_merge_rate,TRUE,high,-3,-0.227438891170179,0.0220073170784126,0.259673203318367,-0.149773476623093,-0.109987542278865
exact_1_2,pc_score_binary,direct_merge_rate,TRUE,high,-2,-0.205508792559768,0.010362453328919,0.247774184931978,-0.165690876648844,0.173236797121505
exact_1_2,pc_score_binary,direct_merge_rate,TRUE,high,-1,0,0,0,0,0
exact_1_2,pc_score_binary,direct_merge_rate,TRUE,high,0,-0.271701298835361,0.043270312730356,0.380114839911007,0.0568894611202278,0.539137534419708
exact_1_2,pc_score_binary,direct_merge_rate,TRUE,high,1,-0.934503138413696,-0.482339826548981,-0.120099617650364,-0.243006113604423,0.885769210381053
exact_1_2,pc_score_binary,direct_merge_rate,TRUE,high,2,-0.876231709623506,-0.49531274788556,-0.130737023597322,-0.589487714918902,0.898168708288297
exact_1_2,pc_score_binary,direct_merge_rate,TRUE,high,3,-0.905481883736103,-0.480635718119995,-0.10971666268994,-0.733698882199661,0.579061492753139
exact_1_2,pc_score_binary,direct_merge_rate,TRUE,high,4,-0.909174636731608,-0.491229848161644,-0.10608650825265,-0.486905232573684,0.958171759035474
exact_1_2,pc_score_binary,direct_merge_rate,TRUE,high,5,-0.900296492555364,-0.489742940175688,-0.109546700991147,-0.62699111953587,1.10868021887622
exact_1_2,pc_score_binary,direct_merge_rate,TRUE,low,-5,-0.217553059684675,0.0176957256246223,0.276052101603999,0.020745796087024,-0.0530747916648888
exact_1_2,pc_score_binary,direct_merge_rate,TRUE,low,-4,-0.197163863018793,0.0186988011988499,0.236393999461423,0.0667515276037449,-0.106845517094832
exact_1_2,pc_score_binary,direct_merge_rate,TRUE,low,-3,-0.211720347772534,0.0173049868362934,0.241099192738861,-0.0139102832074679,-0.0871912987185213
exact_1_2,pc_score_binary,direct_merge_rate,TRUE,low,-2,-0.21367906930649,0.000385198809089408,0.199612518149472,-0.0344523923342427,-0.181988883936168
exact_1_2,pc_score_binary,direct_merge_rate,TRUE,low,-1,0,0,0,0,0
exact_1_2,pc_score_binary,direct_merge_rate,TRUE,low,0,-0.25063066428662,0.0206414554777163,0.295316956052787,0.0915399827641888,-0.182304760041508
exact_1_2,pc_score_binary,direct_merge_rate,TRUE,low,1,-0.839963376341118,-0.514522181406665,-0.204343696315069,-0.433272868062918,0.249134850523226
exact_1_2,pc_score_binary,direct_merge_rate,TRUE,low,2,-0.888930962358894,-0.532395076171279,-0.171835613992645,-0.692209755652334,-0.396794764004782
exact_1_2,pc_score_binary,direct_merge_rate,TRUE,low,3,-0.904763559144635,-0.524570824258258,-0.211578626067094,-0.680932905633514,-0.391292263797917
exact_1_2,pc_score_binary,direct_merge_rate,TRUE,low,4,-0.908133514895977,-0.52500648353072,-0.167622236578565,-0.62725461371646,-0.689316472948051
exact_1_2,pc_score_binary,direct_merge_rate,TRUE,low,5,-0.960834572258279,-0.518941336550363,-0.12703421276583,-0.626987835864122,-0.673465030836291
exact1,pc_score_binary,reviewed_merge_rate,TRUE,high,-5,-0.537893330507411,0.000418107600462023,0.457876789158668,-0.18543379592313,0.10610762648779
exact1,pc_score_binary,reviewed_merge_rate,TRUE,high,-4,-0.506899045150832,-0.0282298671465646,0.450775993738059,-0.0218686833306903,0.153781151292468
exact1,pc_score_binary,reviewed_merge_rate,TRUE,high,-3,-0.4781098464603,-0.0146574390711289,0.468626883710539,-0.169433315419601,0.0953066589685589
exact1,pc_score_binary,reviewed_merge_rate,TRUE,high,-2,-0.484051662869646,-0.00791391428124595,0.491185929507812,-0.161846060348555,0.00954605761535972
exact1,pc_score_binary,reviewed_merge_rate,TRUE,high,-1,0,0,0,0,0
exact1,pc_score_binary,reviewed_merge_rate,TRUE,high,0,-0.805653871227766,-0.0456178794261545,0.640295746155888,0.580903989641782,-0.531262346303095
exact1,pc_score_binary,reviewed_merge_rate,TRUE,high,1,-2.64517961435495,-0.87421559788512,0.112757105916437,-0.817819134329141,0.0432344773639692
exact1,pc_score_binary,reviewed_merge_rate,TRUE,high,2,-2.78173002043967,-0.872838161826439,0.11700802837757,-0.562562069496417,-1.18924626949995
exact1,pc_score_binary,reviewed_merge_rate,TRUE,high,3,-2.94218330331787,-0.989613666665956,0.121103645178622,-0.213111685122304,0.567468166924956
exact1,pc_score_binary,reviewed_merge_rate,TRUE,high,4,-2.59845681876317,-0.885513824610896,0.0678575630242168,-0.738397922067013,0.642018570208476
exact1,pc_score_binary,reviewed_merge_rate,TRUE,high,5,-2.57145967203825,-0.942338879578785,0.207968692266833,-0.540120477308562,0.616542473614424
exact1,pc_score_binary,reviewed_merge_rate,TRUE,low,-5,-0.544366191832681,-0.0256782716569654,0.45995989353288,0.0441195979711729,0.0974984586051023
exact1,pc_score_binary,reviewed_merge_rate,TRUE,low,-4,-0.496758531859514,-0.0499300622989185,0.469657939087481,0.0871729717138429,-0.226691539987151
exact1,pc_score_binary,reviewed_merge_rate,TRUE,low,-3,-0.489933937893404,-0.000542128520890726,0.439922995135943,0.30471114428396,-0.0335231992156331
exact1,pc_score_binary,reviewed_merge_rate,TRUE,low,-2,-0.43372147947257,-0.0112617993009318,0.432793964838993,0.281402877657489,0.0462817195070836
exact1,pc_score_binary,reviewed_merge_rate,TRUE,low,-1,0,0,0,0,0
exact1,pc_score_binary,reviewed_merge_rate,TRUE,low,0,-0.734982369267371,-0.0522665363450097,0.523574258545226,0.42285350933261,-0.805617023797464
exact1,pc_score_binary,reviewed_merge_rate,TRUE,low,1,-2.62536034737317,-1.57920265359671,-0.63646252842792,-1.15145925606532,-0.397931251626907
exact1,pc_score_binary,reviewed_merge_rate,TRUE,low,2,-2.56120150203532,-1.515590425398,-0.6257473312283,-0.979277503858292,-0.829062458114327
exact1,pc_score_binary,reviewed_merge_rate,TRUE,low,3,-2.59704082800969,-1.54580579291123,-0.69657004425013,-0.786075190912709,-0.49984004499003
exact1,pc_score_binary,reviewed_merge_rate,TRUE,low,4,-2.60926865963909,-1.50866116206886,-0.641762823486901,-0.897053586042732,-0.354052914318862
exact1,pc_score_binary,reviewed_merge_rate,TRUE,low,5,-2.67607804494697,-1.53865664566593,-0.559559672952044,-0.655837196830868,-0.591321463526849
exact2,pc_score_binary,reviewed_merge_rate,TRUE,high,-5,-0.448729510137513,-0.0432573215065762,0.318975508071251,-0.0127886418100178,0.335861448738685
exact2,pc_score_binary,reviewed_merge_rate,TRUE,high,-4,-0.367627584136984,-0.0234817409347137,0.321375643515956,-0.24276141437372,0.339543708620877
exact2,pc_score_binary,reviewed_merge_rate,TRUE,high,-3,-0.354598711975546,-0.0202128973956401,0.327201729307146,-0.0427666195142999,0.256369290880344
exact2,pc_score_binary,reviewed_merge_rate,TRUE,high,-2,-0.338798164661115,-0.0123200745894637,0.33132017833268,-0.0337548065555024,0.223347363008239
exact2,pc_score_binary,reviewed_merge_rate,TRUE,high,-1,0,0,0,0,0
exact2,pc_score_binary,reviewed_merge_rate,TRUE,high,0,-0.5161691263056,-0.0624613713313855,0.350959901758754,-0.0116768026348757,0.0803170401397295
exact2,pc_score_binary,reviewed_merge_rate,TRUE,high,1,-1.32789606267589,-0.741562328238245,-0.19385348597024,-1.25584024558079,-0.42001147635598
exact2,pc_score_binary,reviewed_merge_rate,TRUE,high,2,-1.34351971629108,-0.717944589333849,-0.164283162789666,-0.927986114879133,0.126678513705995
exact2,pc_score_binary,reviewed_merge_rate,TRUE,high,3,-1.44707772256222,-0.68357630792918,-0.136727648722914,-0.63411207537568,0.37610368797966
exact2,pc_score_binary,reviewed_merge_rate,TRUE,high,4,-1.36399712192122,-0.671576060573424,-0.133635011379934,-0.783172819203891,0.560488068419921
exact2,pc_score_binary,reviewed_merge_rate,TRUE,high,5,-1.38226337379534,-0.691733164795772,-0.118156102774494,-0.544688621648993,0.697069683057208
exact2,pc_score_binary,reviewed_merge_rate,TRUE,low,-5,-0.368461628832117,-0.0674215861181806,0.271893049260934,0.0340586446310253,0.0825254559163344
exact2,pc_score_binary,reviewed_merge_rate,TRUE,low,-4,-0.356435741626966,-0.0609725892424133,0.269093567355581,0.140182240408483,0.037611462421721
exact2,pc_score_binary,reviewed_merge_rate,TRUE,low,-3,-0.317910214446097,-0.0441117330881844,0.255400058939123,0.0701121826989485,-0.0749496981470586
exact2,pc_score_binary,reviewed_merge_rate,TRUE,low,-2,-0.274494847218481,-0.0154791828064053,0.239043201337649,0.190716566274643,0.118689191235678
exact2,pc_score_binary,reviewed_merge_rate,TRUE,low,-1,0,0,0,0,0
exact2,pc_score_binary,reviewed_merge_rate,TRUE,low,0,-0.437358938622788,-0.065544837849351,0.266886793801828,0.0678255075630604,0.164410567681928
exact2,pc_score_binary,reviewed_merge_rate,TRUE,low,1,-1.114130088304,-0.539132297595326,-0.122718734557588,-0.570787831798887,-0.436795765680355
exact2,pc_score_binary,reviewed_merge_rate,TRUE,low,2,-1.14132295510786,-0.518620153716298,-0.0407824652371456,-0.248545517290918,-0.521563547370487
exact2,pc_score_binary,reviewed_merge_rate,TRUE,low,3,-1.11001106706177,-0.528336706015388,-0.0114243943440149,0.0545903104780278,0.188889050288229
exact2,pc_score_binary,reviewed_merge_rate,TRUE,low,4,-1.04704163653723,-0.536009149553943,-0.079510767211396,-0.611203214337998,-0.598421781237467
exact2,pc_score_binary,reviewed_merge_rate,TRUE,low,5,-1.10901903972239,-0.520206005692414,-0.000984032991706922,-0.526875023817991,-0.331201089964518
exact_1_2,pc_score_binary,reviewed_merge_rate,TRUE,high,-5,-0.345236966515013,-0.0441568603474625,0.26411894456309,-0.0656070222921115,0.265571466588868
exact_1_2,pc_score_binary,reviewed_merge_rate,TRUE,high,-4,-0.323013811031883,-0.0302064045904194,0.296148700750778,-0.175182359671058,0.282712241310359
exact_1_2,pc_score_binary,reviewed_merge_rate,TRUE,high,-3,-0.297512778880128,-0.0153926294805969,0.263630912133984,-0.0815185310469719,0.207094421756647
exact_1_2,pc_score_binary,reviewed_merge_rate,TRUE,high,-2,-0.264675384849319,-0.0100092520135306,0.277375487707625,-0.0729425417341988,0.157937831221376
exact_1_2,pc_score_binary,reviewed_merge_rate,TRUE,high,-1,0,0,0,0,0
exact_1_2,pc_score_binary,reviewed_merge_rate,TRUE,high,0,-0.431469117872695,-0.0571390903266244,0.288723407748007,0.16961503792465,-0.106787155712641
exact_1_2,pc_score_binary,reviewed_merge_rate,TRUE,high,1,-1.45934211943969,-0.780171216164166,-0.282184085520481,-1.12183378688736,-0.27828782841426
exact_1_2,pc_score_binary,reviewed_merge_rate,TRUE,high,2,-1.41959311679284,-0.79333546100778,-0.262890265930232,-0.81618971743328,-0.275910346909523
exact_1_2,pc_score_binary,reviewed_merge_rate,TRUE,high,3,-1.58669788681555,-0.789241391121708,-0.278902843717827,-0.505312869225104,0.434648985191235
exact_1_2,pc_score_binary,reviewed_merge_rate,TRUE,high,4,-1.44916243710784,-0.785590862841431,-0.250471773150246,-0.769474563002198,0.585431189971671
exact_1_2,pc_score_binary,reviewed_merge_rate,TRUE,high,5,-1.42148786399861,-0.793042143890221,-0.260617348563479,-0.543291061508313,0.672433504825854
exact_1_2,pc_score_binary,reviewed_merge_rate,TRUE,low,-5,-0.324938279827475,-0.0565363674003565,0.244869270483653,0.0371607719109042,0.0871421317453712
exact_1_2,pc_score_binary,reviewed_merge_rate,TRUE,low,-4,-0.317067840327911,-0.0533517512294455,0.20284052565771,0.123837715894302,-0.0438819633210145
exact_1_2,pc_score_binary,reviewed_merge_rate,TRUE,low,-3,-0.25035691296874,-0.0268735732957563,0.224606582518476,0.142446862520994,-0.0621765276432024
exact_1_2,pc_score_binary,reviewed_merge_rate,TRUE,low,-2,-0.240826105387585,-0.0177502421117465,0.213451994273657,0.218678178951021,0.0963635541193615
exact_1_2,pc_score_binary,reviewed_merge_rate,TRUE,low,-1,0,0,0,0,0
exact_1_2,pc_score_binary,reviewed_merge_rate,TRUE,low,0,-0.388864377684246,-0.066649453305643,0.224347770050915,0.177292474775338,-0.134681273024218
exact_1_2,pc_score_binary,reviewed_merge_rate,TRUE,low,1,-1.39422127102258,-0.869452347554221,-0.442401444190378,-0.74982818761437,-0.424812540513875
exact_1_2,pc_score_binary,reviewed_merge_rate,TRUE,low,2,-1.39894199478166,-0.840770340543106,-0.428436138381553,-0.473854546482525,-0.616375711516504
exact_1_2,pc_score_binary,reviewed_merge_rate,TRUE,low,3,-1.35264428130236,-0.835545202922723,-0.386287830027031,-0.204614885784116,-0.0234690874225673
exact_1_2,pc_score_binary,reviewed_merge_rate,TRUE,low,4,-1.40850543921438,-0.854527039431056,-0.421847618232084,-0.699340412280291,-0.523074713937564
exact_1_2,pc_score_binary,reviewed_merge_rate,TRUE,low,5,-1.41337878248059,-0.824224521956191,-0.371266154855022,-0.566638360496961,-0.411404871812903
exact1,pc_score,pull_request_opened,TRUE,high,-5,-0.0689224273576384,0.336350288086889,0.746010765383122,0.665519822060812,0.310650399148626
exact1,pc_score,pull_request_opened,TRUE,high,-4,-0.0900158439584341,0.251815544706163,0.628553318638217,0.412791684414657,0.249618671380548
exact1,pc_score,pull_request_opened,TRUE,high,-3,-0.19767480526718,0.169429568790253,0.508991127639891,0.356636196097507,0.361025439898125
exact1,pc_score,pull_request_opened,TRUE,high,-2,-0.233459468533003,0.0976710630114946,0.429902216963711,0.26723166991632,0.450483174761027
exact1,pc_score,pull_request_opened,TRUE,high,-1,0,0,0,0,0
exact1,pc_score,pull_request_opened,TRUE,high,0,-0.287646687365334,0.124767070579114,0.752959778832148,0.618611719097048,0.447563098991225
exact1,pc_score,pull_request_opened,TRUE,high,1,-0.834517568938009,-0.400138012360086,0.246058126754504,0.158223965720962,0.339924573654874
exact1,pc_score,pull_request_opened,TRUE,high,2,-0.887028049413202,-0.424236250386959,0.162667902950037,-0.134785214918393,0.303890728577516
exact1,pc_score,pull_request_opened,TRUE,high,3,-0.820182083502162,-0.447688181079434,0.136486797238923,-0.0130758865569438,0.492303447572577
exact1,pc_score,pull_request_opened,TRUE,high,4,-0.889510045075642,-0.443780058721364,0.122405098408741,-0.300767388466868,0.584018049513139
exact1,pc_score,pull_request_opened,TRUE,high,5,-0.932983606601134,-0.450531041881372,0.171352555953622,-0.450849123102225,0.362853011171799
exact1,pc_score,pull_request_opened,TRUE,low,-5,-0.352919027232362,0.0037049759738027,0.385041488856761,-0.0327780028373517,0.0411228495533586
exact1,pc_score,pull_request_opened,TRUE,low,-4,-0.378924800063689,-0.0387991246810292,0.322066753771184,-0.172323212951927,-0.104949675298594
exact1,pc_score,pull_request_opened,TRUE,low,-3,-0.401066486395919,-0.0580493842678317,0.262612964767532,-0.219533615762262,-0.136596500067783
exact1,pc_score,pull_request_opened,TRUE,low,-2,-0.351853923479743,-0.0375299209967699,0.288430792664591,-0.0535484199240065,-0.0464986720628113
exact1,pc_score,pull_request_opened,TRUE,low,-1,0,0,0,0,0
exact1,pc_score,pull_request_opened,TRUE,low,0,-0.268891226738295,0.205172003191389,0.686067904162772,-0.0573836289489904,-0.506961137303684
exact1,pc_score,pull_request_opened,TRUE,low,1,-0.385906380059335,-0.0207907135240414,0.47959605703695,-0.203224853986422,-1.36930575870923
exact1,pc_score,pull_request_opened,TRUE,low,2,-0.358128510133343,0.0635759932579727,0.592476899117574,-0.243236681907454,-1.42141549617079
exact1,pc_score,pull_request_opened,TRUE,low,3,-0.309851465238264,0.131776010464563,0.596946773519088,0.345797121120732,-1.64144617894761
exact1,pc_score,pull_request_opened,TRUE,low,4,-0.303337794236816,0.197645353533376,0.726802779503569,0.131964927469523,-1.62861627284259
exact1,pc_score,pull_request_opened,TRUE,low,5,-0.232870177076201,0.262036142905649,0.739885631085589,0.486603302449365,-1.64983684333328
exact2,pc_score,pull_request_opened,TRUE,high,-5,0.391328464221068,0.738203732811035,1.13490420572449,0.580975602586469,0.211434904566153
exact2,pc_score,pull_request_opened,TRUE,high,-4,0.314267350538252,0.582052377337662,0.884586699446323,0.34633315171407,0.183348413204607
exact2,pc_score,pull_request_opened,TRUE,high,-3,0.171125365104116,0.423115015221629,0.679372887293253,0.324395399144556,0.0926394750102977
exact2,pc_score,pull_request_opened,TRUE,high,-2,-0.0181279759021464,0.235107019812434,0.480720658911801,0.152754560681664,0.545692561736918
exact2,pc_score,pull_request_opened,TRUE,high,-1,0,0,0,0,0
exact2,pc_score,pull_request_opened,TRUE,high,0,-0.321344094147257,-0.0245658935937534,0.310754556438116,-0.286097910062425,0.621947214358488
exact2,pc_score,pull_request_opened,TRUE,high,1,0.285041970211977,0.736245300647675,1.18320036937483,0.670863368347487,0.379507422766025
exact2,pc_score,pull_request_opened,TRUE,high,2,0.080373097285338,0.550197864925653,1.06208048814943,0.357014095165145,0.574997576085453
exact2,pc_score,pull_request_opened,TRUE,high,3,-0.0401964796312748,0.442093089376108,0.989517528930664,0.049841181702716,0.835883945939605
exact2,pc_score,pull_request_opened,TRUE,high,4,-0.191063709861391,0.370093073275199,0.965216111222587,0.474324797124588,0.998688523645442
exact2,pc_score,pull_request_opened,TRUE,high,5,-0.250409254760747,0.332403526469697,0.892013389425382,0.305963725405718,0.963342606793402
exact2,pc_score,pull_request_opened,TRUE,low,-5,0.0165026167081617,0.326453238527384,0.652273861268398,0.176324833204571,0.156845818864566
exact2,pc_score,pull_request_opened,TRUE,low,-4,0.0209584422043654,0.284868620756702,0.56969183818204,0.18910124157477,0.147769971334094
exact2,pc_score,pull_request_opened,TRUE,low,-3,-0.0204973863216418,0.230713922730182,0.497914455053992,0.248297295852402,0.0633263581767043
exact2,pc_score,pull_request_opened,TRUE,low,-2,-0.123922966730203,0.107242074720683,0.355759636827169,0.163682194442646,0.121158557585419
exact2,pc_score,pull_request_opened,TRUE,low,-1,0,0,0,0,0
exact2,pc_score,pull_request_opened,TRUE,low,0,-0.322151430766398,0.0250368682437811,0.403578801102052,0.0512658779968086,-0.79926509728785
exact2,pc_score,pull_request_opened,TRUE,low,1,1.19732755412979,1.6688088788563,2.22591046383601,1.38536191323872,-1.8231937380201
exact2,pc_score,pull_request_opened,TRUE,low,2,1.00608756383924,1.5421737168602,2.17183904714842,1.58615909959119,-2.30042766527397
exact2,pc_score,pull_request_opened,TRUE,low,3,0.935598626310626,1.41372920597343,2.00172627340516,1.044779488113,-2.98959688753747
exact2,pc_score,pull_request_opened,TRUE,low,4,0.744162686171721,1.33168736189932,1.9170799524874,1.1125931966838,-3.61551883128606
exact2,pc_score,pull_request_opened,TRUE,low,5,0.713457638715757,1.27545898074062,1.84890428954276,1.07215041443662,-3.9681223612713
exact_1_2,pc_score,pull_request_opened,TRUE,high,-5,0.33936656980444,0.616564617670824,0.911545338726233,0.60601230277415,0.240816317124911
exact_1_2,pc_score,pull_request_opened,TRUE,high,-4,0.282267205288923,0.488461815753476,0.729776240209166,0.366014004745574,0.202973511119371
exact_1_2,pc_score,pull_request_opened,TRUE,high,-3,0.140986730942178,0.351550824587525,0.575603325841831,0.333943102963241,0.172118580492101
exact_1_2,pc_score,pull_request_opened,TRUE,high,-2,-0.00272627104838065,0.191380563274786,0.396206677069184,0.186655507193214,0.517497507224744
exact_1_2,pc_score,pull_request_opened,TRUE,high,-1,0,0,0,0,0
exact_1_2,pc_score,pull_request_opened,TRUE,high,0,-0.210276643643445,0.0288721275817383,0.325191183513113,-0.0181796078649848,0.570305566460028
exact_1_2,pc_score,pull_request_opened,TRUE,high,1,0.084192419499388,0.402185725171305,0.751979891069933,0.519051699758516,0.367785463158002
exact_1_2,pc_score,pull_request_opened,TRUE,high,2,-0.0909695305250564,0.264796796167079,0.644266505216918,0.211373956127531,0.494712715664648
exact_1_2,pc_score,pull_request_opened,TRUE,high,3,-0.150615893394673,0.185994642326695,0.614702935701397,0.0312090885271086,0.734136931401729
exact_1_2,pc_score,pull_request_opened,TRUE,high,4,-0.274473732635249,0.136930776538713,0.540255441765724,0.244791059760594,0.875889112850898
exact_1_2,pc_score,pull_request_opened,TRUE,high,5,-0.342507092389784,0.102274503567664,0.489710389231635,0.0818431822853403,0.785515215815331
exact_1_2,pc_score,pull_request_opened,TRUE,low,-5,-0.0181553858927468,0.224550160223951,0.489774312005332,0.109708000483251,0.119978324216747
exact_1_2,pc_score,pull_request_opened,TRUE,low,-4,-0.0349301286735604,0.185806568961624,0.433234318513331,0.0739571675662649,0.0672575175396095
exact_1_2,pc_score,pull_request_opened,TRUE,low,-3,-0.0560779622431856,0.138091060483409,0.342710276924602,0.0992538195857831,-0.000365879848088259
exact_1_2,pc_score,pull_request_opened,TRUE,low,-2,-0.133043387577571,0.0620911832277011,0.254605837618185,0.0944759810161019,0.0677456348656286
exact_1_2,pc_score,pull_request_opened,TRUE,low,-1,0,0,0,0,0
exact_1_2,pc_score,pull_request_opened,TRUE,low,0,-0.192087276651147,0.0758658832293517,0.40646471933353,0.0166518757839877,-0.706141711806168
exact_1_2,pc_score,pull_request_opened,TRUE,low,1,0.785818504131774,1.13770245323905,1.5300981914002,0.879263474122742,-1.67859225788566
exact_1_2,pc_score,pull_request_opened,TRUE,low,2,0.691922462238708,1.07311008393074,1.54637517504713,1.00334274442348,-2.02038839016145
exact_1_2,pc_score,pull_request_opened,TRUE,low,3,0.623530925702881,1.01029680640446,1.438293274498,0.822094840221655,-2.56009754674778
exact_1_2,pc_score,pull_request_opened,TRUE,low,4,0.54947062336924,0.978821435521055,1.39963158566534,0.80018065073943,-2.98252332594124
exact_1_2,pc_score,pull_request_opened,TRUE,low,5,0.548476313688292,0.960963056368904,1.37964441889029,0.885604431856607,-3.22955352369812
exact1,pc_score,pull_request_reviewed,TRUE,high,-5,-0.152752468086826,0.265894433018474,0.648602619300162,0.551524212594963,0.0617597628320254
exact1,pc_score,pull_request_reviewed,TRUE,high,-4,-0.161263761223352,0.206375971997714,0.569782518187384,0.335323637781656,0.108140643430931
exact1,pc_score,pull_request_reviewed,TRUE,high,-3,-0.227905507849448,0.135973496785648,0.469801891096251,0.36322767738671,0.217441618550803
exact1,pc_score,pull_request_reviewed,TRUE,high,-2,-0.270583184066438,0.0740425280256594,0.38767431969722,0.363690406568052,0.272018177955915
exact1,pc_score,pull_request_reviewed,TRUE,high,-1,0,0,0,0,0
exact1,pc_score,pull_request_reviewed,TRUE,high,0,-0.313998815884659,0.116510897704197,0.79967487645261,0.359265952419824,0.569544348567641
exact1,pc_score,pull_request_reviewed,TRUE,high,1,-1.01215772719566,-0.681003041081283,-0.228275559636405,-0.532913905217453,0.275909662848227
exact1,pc_score,pull_request_reviewed,TRUE,high,2,-1.09279503755027,-0.686580818707023,-0.229265534519191,-0.729198498333067,0.147094588548953
exact1,pc_score,pull_request_reviewed,TRUE,high,3,-1.1126386889213,-0.693921671813068,-0.269700837289405,-0.445333681662693,0.355244732273064
exact1,pc_score,pull_request_reviewed,TRUE,high,4,-1.10583673683446,-0.717986430344833,-0.266859016033599,-0.627615699324337,0.499919687981739
exact1,pc_score,pull_request_reviewed,TRUE,high,5,-1.15222498019049,-0.697004184111823,-0.224304765754812,-0.582269818819648,0.144688846797742
exact2,pc_score,pull_request_reviewed,TRUE,high,-5,0.340225612299212,0.668614747007999,1.06766328790724,0.586297411101393,0.293582911607626
exact2,pc_score,pull_request_reviewed,TRUE,high,-4,0.239353369653261,0.516822169405423,0.837519768449697,0.37237211907389,0.258009887520036
exact2,pc_score,pull_request_reviewed,TRUE,high,-3,0.100782241373991,0.377055111417884,0.637934345582826,0.38281315623835,0.11317771377699
exact2,pc_score,pull_request_reviewed,TRUE,high,-2,-0.0385991319122722,0.207632536191962,0.466342864477246,0.246501888390619,0.475082146712685
exact2,pc_score,pull_request_reviewed,TRUE,high,-1,0,0,0,0,0
exact2,pc_score,pull_request_reviewed,TRUE,high,0,-0.315339021181849,-0.0118763203532927,0.34682028227499,-0.239911948420992,0.564496192110527
exact2,pc_score,pull_request_reviewed,TRUE,high,1,-0.164636332231404,0.205840726712009,0.569271437364373,0.00897355804790315,0.342435551588218
exact2,pc_score,pull_request_reviewed,TRUE,high,2,-0.363787935577157,0.0300344762694831,0.520797925850368,-0.0692463809020667,0.508808386853875
exact2,pc_score,pull_request_reviewed,TRUE,high,3,-0.495542334102094,-0.0665145161528807,0.425637936843594,-0.483147013264246,0.832167312876887
exact2,pc_score,pull_request_reviewed,TRUE,high,4,-0.640405340985329,-0.140873238912155,0.357790380035468,-0.144438189992121,1.05724853982683
exact2,pc_score,pull_request_reviewed,TRUE,high,5,-0.682587063493496,-0.202514393667558,0.314608208340049,-0.42838272846819,1.08561000904509
exact_1_2,pc_score,pull_request_reviewed,TRUE,high,-5,0.29907420865485,0.545934972757562,0.839676317498786,0.57599976862524,0.224931421197684
exact_1_2,pc_score,pull_request_reviewed,TRUE,high,-4,0.205605169810355,0.423879777271306,0.679140376851506,0.36140068040795,0.213628008369185
exact_1_2,pc_score,pull_request_reviewed,TRUE,high,-3,0.0904503855597964,0.29885423667781,0.516353935698459,0.377013164647091,0.144054149096274
