sample,outcome,normalize,event_time,p2.5,p50,p97.5,draw_kstar,actual
exact_1_2,pull_request_merged,TRUE,3,-0.623398139875363,-0.457382594411009,-0.286157289324987,-0.5258192910103,-0.735191808026745
exact_1_2,pull_request_merged,TRUE,4,-0.615931929548518,-0.449512550876633,-0.23538044977618,-0.578960363450123,-0.837275551587465
exact_1_2,pull_request_merged,TRUE,5,-0.61536282977606,-0.440990429828265,-0.250298685035954,-0.525691721727466,-1.04766859270172
exact1,pull_request_opened,TRUE,-5,-0.512746471671742,-0.281294443061572,-0.0379315368069112,-0.260966997545643,0.148377092259746
exact1,pull_request_opened,TRUE,-4,-0.448724417370195,-0.230536768740398,0.0118081326578429,-0.361159278268978,0.0573423445087689
exact1,pull_request_opened,TRUE,-3,-0.38791743659409,-0.147178265289161,0.0615703204230437,-0.24422001095553,0.100820486409104
exact1,pull_request_opened,TRUE,-2,-0.28543331055626,-0.0696969306268219,0.15616778762971,0.041264501284399,0.18925979128762
exact1,pull_request_opened,TRUE,-1,0,0,0,0,0
exact1,pull_request_opened,TRUE,0,-0.636907267159919,-0.364520893004341,0.0342029087193878,-0.414305541411528,-0.0511441075253173
exact1,pull_request_opened,TRUE,1,-0.742393869990465,-0.488374317194287,-0.222763010484976,-0.647742342918459,-0.513161722447219
exact1,pull_request_opened,TRUE,2,-0.673081150276982,-0.442152892075103,-0.109108638072499,-0.458959064011521,-0.580107947089602
exact1,pull_request_opened,TRUE,3,-0.656654973924493,-0.395617663985304,-0.101969259473345,-0.599919950259088,-0.60811504432719
exact1,pull_request_opened,TRUE,4,-0.639909759526327,-0.381250699672659,-0.0804257525955569,-0.557836375791936,-0.584780462845217
exact1,pull_request_opened,TRUE,5,-0.621090441703926,-0.376326806165525,-0.0709895197593375,-0.499069998103395,-0.711959864774444
exact2,pull_request_opened,TRUE,-5,-0.349699901570194,-0.177343265757137,0.0253488370203538,-0.124674601404234,0.196586686368598
exact2,pull_request_opened,TRUE,-4,-0.302032592299588,-0.128139159393765,0.034804107608787,-0.249392026660044,0.186257697335225
exact2,pull_request_opened,TRUE,-3,-0.247748260796314,-0.0822558193571641,0.0773955794672318,-0.038361579800766,0.0803376631863362
exact2,pull_request_opened,TRUE,-2,-0.208399429346774,-0.0422834789104944,0.125697885368769,-0.0990719979084823,0.345002898193841
exact2,pull_request_opened,TRUE,-1,0,0,0,0,0
exact2,pull_request_opened,TRUE,0,-0.345107505321611,-0.118564718870655,0.11833517983154,-0.206015909226921,-0.0599425440067551
exact2,pull_request_opened,TRUE,1,-0.497512602276558,-0.2671004604347,-0.0539201723862331,-0.317502021040151,-0.704240631485397
exact2,pull_request_opened,TRUE,2,-0.45261068361317,-0.243011761303291,-0.00323558988207679,-0.262292329434164,-0.859518156561943
exact2,pull_request_opened,TRUE,3,-0.458776156049047,-0.214248752052697,0.0337653668102309,-0.287279834889972,-1.0249762375775
exact2,pull_request_opened,TRUE,4,-0.440005883449796,-0.203184379860908,0.0269028854736498,-0.182897687879556,-1.26113149559834
exact2,pull_request_opened,TRUE,5,-0.440096442030619,-0.195160865174691,0.0620120821736971,-0.282441231090453,-1.45122321385336
exact_1_2,pull_request_opened,TRUE,-5,-0.354797114410235,-0.207908165302251,-0.0538696480168054,-0.166270332694144,0.181873368686026
exact_1_2,pull_request_opened,TRUE,-4,-0.288237745993259,-0.158520310874394,-0.0329409345393468,-0.283502811241992,0.146913401342735
exact_1_2,pull_request_opened,TRUE,-3,-0.241531816141025,-0.105095053247001,0.0177447798329894,-0.101188503594752,0.0865889144296483
exact_1_2,pull_request_opened,TRUE,-2,-0.181347551429057,-0.0522369592763345,0.0735281245476304,-0.05624202737559,0.297470911021163
exact_1_2,pull_request_opened,TRUE,-1,0,0,0,0,0
exact_1_2,pull_request_opened,TRUE,0,-0.367204557476438,-0.188334239579906,0.0209192839484375,-0.2695848229456,-0.0572573068987838
exact_1_2,pull_request_opened,TRUE,1,-0.511195947287544,-0.335677245269191,-0.160253404628255,-0.418289651743271,-0.645924341064655
exact_1_2,pull_request_opened,TRUE,2,-0.478256125266771,-0.298538049314028,-0.110181515859418,-0.322313995181799,-0.774243612112592
exact_1_2,pull_request_opened,TRUE,3,-0.453081327882959,-0.264676299401763,-0.0787952350152501,-0.382695973996131,-0.897752366910198
exact_1_2,pull_request_opened,TRUE,4,-0.440263603770238,-0.25786287517519,-0.0601421110254725,-0.29732702769697,-1.05471267391395
exact_1_2,pull_request_opened,TRUE,5,-0.431572705038116,-0.251137078318442,-0.0502894419939351,-0.348555205438559,-1.22560388004356
exact1,pull_request_merged,FALSE,-5,-7.56738057890624,-4.23053611461746,-1.34339566151674,-5.30213000139194,4.02944669325839
exact1,pull_request_merged,FALSE,-4,-6.21246578934022,-3.68756866375934,-1.15626216368308,-4.80273216732246,2.45015278044952
exact1,pull_request_merged,FALSE,-3,-4.77587975895783,-2.44753359343228,-0.155108585683079,-2.283625635182,2.04130467245077
exact1,pull_request_merged,FALSE,-2,-3.38050104711277,-1.21444219490081,1.21021316061445,-0.372836107326614,1.84572239402305
exact1,pull_request_merged,FALSE,-1,0,0,0,0,0
exact1,pull_request_merged,FALSE,0,-3.08934743339534,-1.11645264920883,0.942339647282483,-0.795307456336199,-1.84397891067401
exact1,pull_request_merged,FALSE,1,-4.3765106322562,-2.13606446675195,-0.38551376089505,-2.48048752449502,-2.20871669639157
exact1,pull_request_merged,FALSE,2,-3.77295978495051,-1.44502407474772,0.792003649321513,-1.60555762180662,-2.94460651991124
exact1,pull_request_merged,FALSE,3,-3.43566168537431,-0.96605649647549,1.43665155234392,-1.02208409385017,-2.54803716480649
exact1,pull_request_merged,FALSE,4,-3.4703435064251,-0.743677531067661,1.91338028304206,-0.986870503218423,-2.37680180277448
exact1,pull_request_merged,FALSE,5,-3.20238500557537,-0.648155242216044,2.24448156745583,-0.279794798121954,-0.931939523374844
exact2,pull_request_merged,FALSE,-5,-6.02075600569591,-2.85520423391747,0.35790965325679,-3.54704028361321,2.64585785477553
exact2,pull_request_merged,FALSE,-4,-5.47680881283801,-2.47193596769143,0.588909996513316,-3.97357419941959,2.91781766619672
exact2,pull_request_merged,FALSE,-3,-4.1758136648462,-1.65585177864557,0.87574908826827,-1.67590677296348,2.02583663975799
exact2,pull_request_merged,FALSE,-2,-3.30030315512121,-0.910819130504811,1.51945807810112,-2.29836517377466,3.0873044291958
exact2,pull_request_merged,FALSE,-1,0,0,0,0,0
exact2,pull_request_merged,FALSE,0,-3.30040038578442,-0.928941427052077,1.06513836911877,-1.29983040304372,-2.43163401768133
exact2,pull_request_merged,FALSE,1,-4.20960302864483,-2.06585348710559,0.351711212743849,-2.51142310037204,-5.05592523321685
exact2,pull_request_merged,FALSE,2,-3.52178436224641,-1.25597086221914,1.12483096362588,-3.009069084491,-6.51906907412742
exact2,pull_request_merged,FALSE,3,-3.23640998215881,-0.525377264504848,2.37650087729079,-2.17803120942943,-7.5576351153988
exact2,pull_request_merged,FALSE,4,-3.0859269249237,-0.0757850227134826,2.66805666958725,-1.73452759056916,-8.04218761815099
exact2,pull_request_merged,FALSE,5,-2.74049699445657,0.118326015643868,3.25375391902823,-1.99048289940181,-7.20503632871233
exact_1_2,pull_request_merged,FALSE,-5,-6.12044285199866,-3.29197938232486,-0.916411184788372,-4.0826845481301,3.06812198080601
exact_1_2,pull_request_merged,FALSE,-4,-4.95313898153978,-2.78008039884146,-0.567606979236331,-4.22662890390943,2.77508877249465
exact_1_2,pull_request_merged,FALSE,-3,-3.76567555556739,-1.93626387404135,0.0595253315647543,-1.86137941273147,2.03055740298241
exact_1_2,pull_request_merged,FALSE,-2,-2.87771115151557,-0.979024146288518,0.760760685114445,-1.71070370544311,2.70838004183788
exact_1_2,pull_request_merged,FALSE,-1,0,0,0,0,0
exact_1_2,pull_request_merged,FALSE,0,-2.86072139392998,-1.00462096396663,0.581107976285245,-1.14585262060701,-2.2522847317765
exact_1_2,pull_request_merged,FALSE,1,-3.80342359631891,-2.08702691195855,-0.30402797759961,-2.50198172331866,-4.18697197847147
exact_1_2,pull_request_merged,FALSE,2,-2.93302657940998,-1.28360077883707,0.505689327350172,-2.58072467704836,-5.42816167121729
exact_1_2,pull_request_merged,FALSE,3,-2.71303890685763,-0.656361464362898,1.45728713049537,-1.82524215467473,-6.02873184476348
exact_1_2,pull_request_merged,FALSE,4,-2.26501863623394,-0.263434588291458,1.73865143343236,-1.50634653144264,-6.31314129787374
exact_1_2,pull_request_merged,FALSE,5,-2.19907137013428,-0.11400766501567,2.1395893399095,-1.46838977758263,-5.2905197712392
exact1,pull_request_opened,FALSE,-5,-13.9743209463903,-7.1560565637189,-1.80582351724905,-10.8863595946131,13.0773858761041
exact1,pull_request_opened,FALSE,-4,-10.8196446546893,-5.84063286448975,-1.1219514169617,-10.8982746773147,7.90349980584397
exact1,pull_request_opened,FALSE,-3,-7.93528147713264,-3.96763438670361,-0.238516996576329,-5.73214328756535,4.68244564782099
exact1,pull_request_opened,FALSE,-2,-5.27347971938067,-2.04666254526508,1.63531993313068,-2.50890425090285,3.42770792554697
exact1,pull_request_opened,FALSE,-1,0,0,0,0,0
exact1,pull_request_opened,FALSE,0,-4.42271083956839,-0.832281512498556,2.36118525647952,-0.633959198616784,-2.76424881559243
exact1,pull_request_opened,FALSE,1,-4.83399165419797,-0.677472026220514,2.86005119058531,-2.09623474263417,-4.41581580377513
exact1,pull_request_opened,FALSE,2,-3.85384858183447,0.318795932815194,4.22416295414188,0.320159781528755,-5.52973630517701
exact1,pull_request_opened,FALSE,3,-4.11705592601407,1.04276189337075,5.31413930771559,0.0732193230098686,-6.34941303286952
exact1,pull_request_opened,FALSE,4,-4.23598670912491,1.17517753818637,6.2875239497572,0.329742496356554,-7.05630730963008
exact1,pull_request_opened,FALSE,5,-4.47656951847288,1.32971232360766,6.61613340360374,0.54178274046004,-5.81848774835677
exact2,pull_request_opened,FALSE,-5,-8.17684516326905,-3.70241645070111,0.579380335305627,-5.47092309738225,5.35932962495566
exact2,pull_request_opened,FALSE,-4,-6.57037208046137,-3.13287736953582,0.907095239569742,-5.38891963523531,5.26405268544262
exact2,pull_request_opened,FALSE,-3,-5.35623460022565,-2.14877348020292,1.26941455127483,-2.37235403473872,3.67477106204035
exact2,pull_request_opened,FALSE,-2,-3.91963358507233,-1.12915248218564,1.8169448729073,-2.27661479420567,4.43407380694918
exact2,pull_request_opened,FALSE,-1,0,0,0,0,0
exact2,pull_request_opened,FALSE,0,-3.75429714027157,-0.912472866184802,1.55855773477149,-0.740116933003056,-3.16720807642767
exact2,pull_request_opened,FALSE,1,-4.07870182560825,-1.04354313651904,2.02931897856364,-1.22348150761245,-6.21021246793158
exact2,pull_request_opened,FALSE,2,-2.863044505645,0.140028669663972,3.22555523004327,-2.53521879475526,-8.38347272136873
exact2,pull_request_opened,FALSE,3,-2.40763060300623,1.16764630612765,5.22911899824789,-1.17450392346483,-9.63488395974501
exact2,pull_request_opened,FALSE,4,-2.18588570655277,1.89389813184734,6.32394668206491,-0.639919799603694,-10.214229519907
exact2,pull_request_opened,FALSE,5,-2.01873527559049,2.28256596458209,6.67092688269451,-0.879970861838565,-9.47366315071286
exact_1_2,pull_request_opened,FALSE,-5,-8.72193636781729,-4.67852905751512,-1.24142302877806,-7.12368618419945,7.71484029900747
exact_1_2,pull_request_opened,FALSE,-4,-6.79501129524537,-3.86709813644532,-0.870437336293205,-7.07034617405174,6.0695982351755
exact_1_2,pull_request_opened,FALSE,-3,-5.23344257371546,-2.70295399899689,0.00632538099910792,-3.39774426125074,3.98230811094742
exact_1_2,pull_request_opened,FALSE,-2,-3.6342762350641,-1.3692184935391,0.852343184720682,-2.34750832969118,4.12693616781994
exact_1_2,pull_request_opened,FALSE,-1,0,0,0,0,0
exact_1_2,pull_request_opened,FALSE,0,-3.18756822964949,-1.03177906675195,1.22704809076384,-0.707718143937116,-3.04422700331562
exact_1_2,pull_request_opened,FALSE,1,-3.40643923820144,-0.927665952257277,1.37939564393629,-1.48984126115804,-5.66257192757214
exact_1_2,pull_request_opened,FALSE,2,-2.40338635325311,0.215960543917383,2.74435676842839,-1.66377208640884,-7.51252719175178
exact_1_2,pull_request_opened,FALSE,3,-1.93337527752531,1.10304304834381,4.20041486653967,-0.793705270319952,-8.63217530024405
exact_1_2,pull_request_opened,FALSE,4,-1.56590620010566,1.80848173019786,4.76194970390972,-0.343983904083358,-9.25044806612119
exact_1_2,pull_request_opened,FALSE,5,-1.46019992030337,1.89933306678463,5.39653656273349,-0.44605904815003,-8.35812260583795
