repo_name,time_period,prs_opened,commits,commit_additions,commit_deletions,commit_changes_total,commit_files_changed_count,pr_commits,pr_commit_additions,pr_commit_deletions,pr_commit_changes_total,pr_commit_files_changed_count,push_commits,push_commit_additions,push_commit_deletions,push_commit_changes_total,push_commit_files_changed_count,commits_lt100,commit_additions_lt100,commit_deletions_lt100,commit_changes_total_lt100,commit_files_changed_count_lt100,push_commits_lt100,push_commit_additions_lt100,push_commit_deletions_lt100,push_commit_changes_total_lt100,push_commit_files_changed_count_lt100,pr_commits_lt100,pr_commit_additions_lt100,pr_commit_deletions_lt100,pr_commit_changes_total_lt100,pr_commit_files_changed_count_lt100,comments,issue_comments,pr_comments,own_issue_comments,helping_issue_comments,own_pr_comments,helping_pr_comments,linked_pr_issue_comments,issues_opened,issues_opened_with_linked_pr,pr_reviews,pr_review_comments,prs_merged,issues_closed,first_period,final_period,closed_issue,closed_in_30_days,closed_in_60_days,closed_in_90_days,closed_in_180_days,closed_in_360_days,prs_closed_unmerged,p_prs_closed_unmerged,p_prs_merged,p_review_state_commented,p_review_state_approved,p_review_state_changes_requested,p_prs_merged_30d,p_prs_merged_60d,p_prs_merged_90d,p_prs_merged_180d,p_prs_merged_360d,prs_closed,p_prs_closed,mean_pr_reviews,time_index,departed_actor_id,last_pre_period,treatment_period,abandoned_date,treated_project,treatment,treatment_group,total_important,total_nodes,mean_cluster_overlap,avg_clusters_per_node,pct_nodes_one_cluster,HHI_normalized_degree,HHI_individual_coverage,HHI_individual_coverage_cluster,normalized_degree,imp_to_other_avg_edge_weight,important,imp_to_other_perc_10,imp_to_other_perc_25,imp_to_other_perc_50,imp_to_other_perc_75,imp_to_other_perc_90,imp_to_imp_avg_edge_weight,imp_to_imp_perc_10,imp_to_imp_perc_25,imp_to_imp_perc_50,imp_to_imp_perc_75,imp_to_imp_perc_90,individual_node_coverage,individual_coverage_cluster,overall_overlap,weighted_overall_overlap,prop_important,total_downloads,total_downloads_one_project,total_downloads_period,total_downloads_one_project_period
CartoDB/cartoframes,2017-01-01,52,213,56053,28086,84139,682,71,15964,8407,24371,331,142,40089,19679,59768,351,213,56053,28086,84139,682,142,40089,19679,59768,351,71,15964,8407,24371,331,109,63,46,32,31,23,23,35,52,29,0,21,54,55,2017-01-01T00:00:00Z,2023-01-01,,,,,,,,,,,,,,,,,,,,,5,3824953,2020-01-01,2020-07-01,,1,0,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CartoDB/cartoframes,2017-07-01,85,216,19884,69126,89010,744,125,17059,68039,85098,665,91,2825,1087,3912,79,216,19884,69126,89010,744,91,2825,1087,3912,79,125,17059,68039,85098,665,653,150,503,74,76,44,459,190,106,90,0,88,87,73,2017-01-01T00:00:00Z,2023-01-01,,,,,,,,,,,,,,,,,,,,,6,3824953,2020-01-01,2020-07-01,,1,0,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CartoDB/cartoframes,2018-01-01,34.5,86,36147,5801,41948,159,47,36147,5801,41948,159,39,0,0,0,0,86,36147,5801,41948,159,39,0,0,0,0,47,36147,5801,41948,159,185,93,92,39,54,13,79,68,50,36,0,48,41,31,2017-01-01T00:00:00Z,2023-01-01,,,,,,,,,,,,,,,,,,,,,7,3824953,2020-01-01,2020-07-01,,1,0,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CartoDB/cartoframes,2018-07-01,19,46,1042,600,1642,63,25,987,560,1547,62,21,55,40,95,1,46,1042,600,1642,63,21,55,40,95,1,25,987,560,1547,62,104,55,49,33,22,3,46,42,30,22,0,7,21,14,2017-01-01T00:00:00Z,2023-01-01,,,,,,,,,,,,,,,,,,,,,8,3824953,2020-01-01,2020-07-01,,1,0,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CartoDB/cartoframes,2019-01-01,98.5,246,1229157,984502,2213659,3617,159,867689,754507,1622196,3006,87,361468,229995,591463,611,232,609278,500618,1109896,2170,85,119916,27585,147501,255,147,489362,473033,962395,1915,664,410,254,154,256,99,155,407,242,223,0,851,113,138,2017-01-01T00:00:00Z,2023-01-01,,,,,,,,,,,,,,,,,,,,,9,3824953,2020-01-01,2020-07-01,,1,0,12,2,25,72.7272727272727,1.52173913043478,47.8260869565218,0.533061224489796,0.533061224489796,0.533061224489796,0.416666666666667,7.25,FALSE,3,3,4,7,14.5,36,20.8,26.5,36,45.5,51.2,,,,,0.08,6.29327451890003e-06,6.51605912584272e-06,12574058189,12144150087
CartoDB/cartoframes,2019-07-01,219,630,4939761,4373807,9313568,15078,386,3648398,3238217,6886615,9523,244,1291363,1135590,2426953,5555,577,1075639,776738,1852377,6396,229,351602,142977,494579,2501,348,724037,633761,1357798,3895,1340,907,433,253,654,183,250,715,534,388,0,1698,259,333,2017-01-01T00:00:00Z,2023-01-01,,,,,,,,,,,,,,,,,,,,,10,3824953,2020-01-01,2020-07-01,,1,0,12,6,40,83.5443037974684,2.36111111111111,52.7777777777778,0.168251830653985,0.169273356401384,0.169273356401384,0.435897435897436,9.66666666666667,TRUE,1.1,2,3.5,6.25,14.2,36,16.4,20,20,33,69,32.5,36.1111111111111,83.3333333333333,93.1034482758621,0.15,4.78756635042443e-06,4.95273463156448e-06,17417408741,16836557216
CartoDB/cartoframes,2020-01-01,98.5,189,558297,808049,1366346,3302,153,508301,765752,1274053,3119,36,49996,42297,92293,183,180,265231,444342,709573,1388,36,49996,42297,92293,183,144,215235,402045,617280,1205,397,270,127,64,206,60,67,184,197,121,0,282,154,126,2017-01-01T00:00:00Z,2023-01-01,,,,,,,,,,,,,,,,,,,,,11,3824953,2020-01-01,2020-07-01,,1,0,12,3,34,72.9166666666667,1.64516129032258,51.6129032258065,0.351851851851852,0.354094579008074,0.354094579008074,0.454545454545455,2.84615384615385,TRUE,1,1,2,3,4.8,23.5,11.9,16.25,23.5,30.75,35.1,41.1764705882353,45.1612903225806,76.9230769230769,83.7837837837838,0.0882352941176471,3.86454291630915e-06,4.00644556628834e-06,22357107133,21565249938
CartoDB/cartoframes,2020-07-01,17,38,524330,426205,950535,975,28,291518,193639,485157,475,10,232812,232566,465378,500,34,115649,52878,168527,133,8,8,8,16,3,26,115641,52870,168511,130,72,53,19,7,46,9,10,15,42,13,71,56,52,19,2017-01-01T00:00:00Z,2023-01-01,,,,,,,,,,,,,,,,,,,,,12,3824953,2020-01-01,2020-07-01,,1,1,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.63142864086441e-06,3.73582552070841e-06,30584657165,29729975178
CartoDB/cartoframes,2021-01-01,6,12,180225,138895,319120,172,9,5099,5399,10498,78,3,175126,133496,308622,94,12,180225,138895,319120,172,3,175126,133496,308622,94,9,5099,5399,10498,78,15,3,12,0,3,5,7,2,2,2,32,20,20,1,2017-01-01T00:00:00Z,2023-01-01,,,,,,,,,,,,,,,,,,,,,13,3824953,2020-01-01,2020-07-01,,1,1,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.7355783862495e-06,3.8430674843693e-06,41287849980,40133044925
CartoDB/cartoframes,2021-07-01,5,9,176,100,276,23,9,176,100,276,23,0,0,0,0,0,9,176,100,276,23,0,0,0,0,0,9,176,100,276,23,5,1,4,0,1,2,2,1,1,1,2,0,6,0,2017-01-01T00:00:00Z,2023-01-01,,,,,,,,,,,,,,,,,,,,,14,3824953,2020-01-01,2020-07-01,,1,1,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.74301271951223e-06,7.99986174299634e-06,55083339709,53314796393
