dataset,rolling,category,outcome,normalize,method,covar,split_value,event_time,estimate,sd,ci_low,ci_high
important_topk,rolling5,github_outcomes,pull_request_opened,TRUE,cs,"","",-17,0.30913404297427,0.247051107319863,-0.418507723094919,1.03677580904346
important_topk,rolling5,github_outcomes,pull_request_opened,TRUE,cs,"","",-16,-0.0145055915812989,0.215949896530948,-0.650544692150041,0.621533508987443
important_topk,rolling5,github_outcomes,pull_request_opened,TRUE,cs,"","",-15,-0.0666383854070995,0.125063776457273,-0.434989809369066,0.301713038554867
important_topk,rolling5,github_outcomes,pull_request_opened,TRUE,cs,"","",-14,-0.0469842589950521,0.113757024340653,-0.382033808021516,0.288065290031412
important_topk,rolling5,github_outcomes,pull_request_opened,TRUE,cs,"","",-13,0.127833325369189,0.0994368509508594,-0.165038892947011,0.42070554368539
important_topk,rolling5,github_outcomes,pull_request_opened,TRUE,cs,"","",-12,0.160182813338595,0.119490515755664,-0.191753637609579,0.51211926428677
important_topk,rolling5,github_outcomes,pull_request_opened,TRUE,cs,"","",-11,-0.0810538212948967,0.112416451166042,-0.412154968539633,0.25004732594984
important_topk,rolling5,github_outcomes,pull_request_opened,TRUE,cs,"","",-10,0.0135991185176144,0.0905956145044468,-0.253232929520079,0.280431166555308
important_topk,rolling5,github_outcomes,pull_request_opened,TRUE,cs,"","",-9,-0.00899055412385648,0.0796420172230882,-0.243560877220973,0.22557976897326
important_topk,rolling5,github_outcomes,pull_request_opened,TRUE,cs,"","",-8,-0.0148324909083807,0.0913796760493548,-0.283973842204954,0.254308860388193
important_topk,rolling5,github_outcomes,pull_request_opened,TRUE,cs,"","",-7,-0.00513646059605192,0.0625177038817618,-0.189270395297336,0.178997474105233
important_topk,rolling5,github_outcomes,pull_request_opened,TRUE,cs,"","",-6,-0.106588063199297,0.0521918347718144,-0.260309126179941,0.0471329997813459
important_topk,rolling5,github_outcomes,pull_request_opened,TRUE,cs,"","",-5,-0.102417993551371,0.0399027061880773,-0.219943779679666,0.0151077925769227
