group,var,loading,variance_explained_pc_score
collaboration,avg_members_per_problem,0.5193800780930362,62.12399452055084
collaboration,pct_members_multiple,0.4547041837528874,62.12399452055084
collaboration,proj_hhi_discussion_comment,-0.4283343715266203,62.12399452055084
collaboration,proj_prob_hhi_issue_comment,-0.41163334838506993,62.12399452055084
collaboration,proj_prob_hhi_pull_request_comment,-0.4130085863803353,62.12399452055084
discussion_quality,mean_days_to_respond,-0.01500009552243798,51.97916095501965
discussion_quality,neg_sentiment_avg,-0.506836322507967,51.97916095501965
discussion_quality,ov_sentiment_avg,0.5973115800750696,51.97916095501965
discussion_quality,pos_sentiment_avg,0.5339197628166089,51.97916095501965
discussion_quality,response_rate,0.3178686875157698,51.97916095501965
investment_in_new_talent,has_code_of_conduct,0.6533625617859211,46.15920439549974
investment_in_new_talent,has_contributing_guide,0.6834789141712542,46.15920439549974
investment_in_new_talent,has_good_first_issue,0.32553638312763544,46.15920439549974
knowledge_level,avg_unique_types,-0.7071067811865477,91.8345678880697
knowledge_level,share_issue_and_pr,-0.7071067811865474,91.8345678880697
problem_solving_routines,has_codeowners,0.30820090826106367,33.63265561396644
problem_solving_routines,has_issue_template,0.4992186469266457,33.63265561396644
problem_solving_routines,has_pr_template,0.3999475582315388,33.63265561396644
problem_solving_routines,mean_has_assignee,0.42004456679165797,33.63265561396644
problem_solving_routines,mean_has_reviewer,0.3426555773542695,33.63265561396644
problem_solving_routines,mean_has_tag,0.4494269802640189,33.63265561396644
